Lambda,Centrality,Kendall_Tau,P_Value
0.0264,Degree_Centrality,0.7330745262857038,9.353140894535574e-148
0.0264,Betweenness_Centrality,0.44876599096883285,7.366152004286939e-58
0.0264,PageRank_Centrality,0.5312092450996224,1.654070865100948e-85
0.0264,Closeness_Centrality,0.4758566371489129,6.13085112168555e-69
0.0264,Eigenvector_Centrality,0.447989422467074,2.399895459406549e-61
0.0323,Degree_Centrality,0.7112938448008707,6.011546360974833e-140
0.0323,Betweenness_Centrality,0.4360685535279845,5.1884806671396375e-55
0.0323,PageRank_Centrality,0.504351321266124,1.1557751028097315e-77
0.0323,Closeness_Centrality,0.4936395604393091,1.99564117342539e-74
0.0323,Eigenvector_Centrality,0.466588736481886,9.911409790472164e-67
0.0382,Degree_Centrality,0.683150404763974,1.2078209750583059e-129
0.0382,Betweenness_Centrality,0.4108595868524645,3.491026461165746e-49
0.0382,PageRank_Centrality,0.46558700355275506,1.1630068881782661e-66
0.0382,Closeness_Centrality,0.5350278990791195,2.294792816882025e-87
0.0382,Eigenvector_Centrality,0.5155592853071242,2.6273560892337473e-81
0.0441,Degree_Centrality,0.6478797974782745,4.102574423045399e-117
0.0441,Betweenness_Centrality,0.38520328802229636,1.469602882810699e-43
0.0441,PageRank_Centrality,0.4250525240627919,5.210748861544429e-56
0.0441,Closeness_Centrality,0.5673417607847059,2.935418963149687e-98
0.0441,Eigenvector_Centrality,0.5544838582880441,5.356801442116334e-94
0.0499,Degree_Centrality,0.6259599606811389,1.1338883245367808e-109
0.0499,Betweenness_Centrality,0.38432138021849704,1.8786666985531665e-43
0.0499,PageRank_Centrality,0.4057345180046513,2.705240807602726e-51
0.0499,Closeness_Centrality,0.5956946552549673,2.4248499852194e-108
0.0499,Eigenvector_Centrality,0.5817905648179545,1.7058674632681013e-103
0.0558,Degree_Centrality,0.587306029718145,7.009659729223431e-97
0.0558,Betweenness_Centrality,0.35668973258512676,1.0417961505155629e-37
0.0558,PageRank_Centrality,0.3672252426631437,2.2053693365445985e-42
0.0558,Closeness_Centrality,0.6236694066394075,1.076940850740377e-118
0.0558,Eigenvector_Centrality,0.6212168433570249,7.5564318394458005e-118
0.0617,Degree_Centrality,0.5678507768126269,8.805182692127298e-91
0.0617,Betweenness_Centrality,0.34393952281652174,3.2508304275723045e-35
0.0617,PageRank_Centrality,0.34364046029060236,2.3015737786421274e-37
0.0617,Closeness_Centrality,0.6420377903575343,8.578900798668986e-126
0.0617,Eigenvector_Centrality,0.6453145323913222,3.897643407179313e-127
0.0676,Degree_Centrality,0.561934332534953,5.229906572609116e-89
0.0676,Betweenness_Centrality,0.34311431357038336,4.429671685348996e-35
0.0676,PageRank_Centrality,0.3362478036046028,7.121310483890084e-36
0.0676,Closeness_Centrality,0.6654084397368133,4.4888067543287773e-135
0.0676,Eigenvector_Centrality,0.6707280904280233,2.7172480513149893e-137
0.0734,Degree_Centrality,0.5344939961066075,9.490343535193884e-81
0.0734,Betweenness_Centrality,0.32655059405264913,5.974221506805737e-32
0.0734,PageRank_Centrality,0.3110698090038812,5.81631839598343e-31
0.0734,Closeness_Centrality,0.6875437800755071,3.7869807710624327e-144
0.0734,Eigenvector_Centrality,0.6992009659691767,4.255730414186231e-149
0.0793,Degree_Centrality,0.52373495773299,1.2070055217512142e-77
0.0793,Betweenness_Centrality,0.3209947412436733,6.061996414696392e-31
0.0793,PageRank_Centrality,0.29856800451013216,1.1433477350624928e-28
0.0793,Closeness_Centrality,0.7093685105676488,2.1629419350909027e-153
0.0793,Eigenvector_Centrality,0.7206298988211303,2.4928264643660853e-158
