Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.42857142857142855,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.6666666666666666
10,0.5714285714285714,0.05263157894736842,0.5384615384615384,0.6666666666666666,0.8181818181818182
15,0.5,0.07142857142857142,0.42857142857142855,0.5,0.5789473684210527
20,0.59375,0.05263157894736842,0.3793103448275862,0.48148148148148145,0.7391304347826086
25,0.5434782608695652,0.1111111111111111,0.47058823529411764,0.6129032258064516,0.7241379310344828
30,0.32967032967032966,0.1320754716981132,0.5789473684210527,0.6216216216216216,0.8181818181818182
35,0.17412935323383086,0.12903225806451613,0.4791666666666667,0.5869565217391305,0.7948717948717948
40,0.08016032064128256,0.1095890410958904,0.5,0.5660377358490566,0.7777777777777778
45,0.07258064516129033,0.1375,0.4918032786885246,0.5573770491803278,0.7647058823529411
50,0.08387096774193549,0.14285714285714285,0.4714285714285714,0.5857142857142857,0.8214285714285714
55,0.09193548387096774,0.16326530612244897,0.44871794871794873,0.6486486486486487,0.8666666666666667
60,0.10161290322580645,0.1574074074074074,0.39325842696629215,0.654320987654321,0.835820895522388
65,0.10967741935483871,0.15384615384615385,0.3673469387755102,0.5978260869565217,0.821917808219178
70,0.11774193548387096,0.16,0.3584905660377358,0.58,0.8333333333333334
75,0.12903225806451613,0.17164179104477612,0.3805309734513274,0.5688073394495413,0.7613636363636364
80,0.13709677419354838,0.1736111111111111,0.38333333333333336,0.6106194690265486,0.7741935483870968
