feature,score,rank
Isolating Centrality,0.1159672586226703,1
Leverage Centrality,0.10288471795093833,2
Eccentricity Centrality,0.0940714573815021,3
Second order centrality,0.05381460134486059,4
Betweenness Centrality,0.04923159598308198,5
Closeness Centrality,0.048411387721696036,6
Global Relative Change in Avg Clustering,0.040039951213304545,7
PageRank Centrality,0.03720883200568752,8
DIL Centrality,0.02904522322921563,9
Constraint Coefficients,0.019114011578654225,10
GIN Values,0.008036636278532096,11
P Value,0.007875891524053845,12
GSM,0.007828185624137758,13
Clustering Coefficient,0.006962882384337072,14
MDD Value,0.00436647498244698,15
Volume Centrality,0.003272426915965533,16
HCC Value,0.002782022210555357,17
GGC Values,0.001073268886032817,18
H-GSM_1,0.0007830962728332401,19
Global Relative Change in Avg Degree,0.00034379351783069326,20
Node H-Index,0.0003280309196080813,21
K-Shell Value,0.00032587698814521995,22
Degree Centrality,0.000279901892958101,23
DNC Scores,0.0002576827411643662,24
PE Values,0.00022042413994794764,25
Density Centrality,0.0002118802196778894,26
CLC Values,0.00018521511602527754,27
Local-Global Centrality,0.00018155010424664237,28
Centrality Values,0.00017652831937846732,29
EHCC Value,9.675578051923397e-05,30
Gravity Model Centrality,8.165407581656356e-05,31
I-GSM Values,7.889234432633779e-05,32
Clustered Local Degree,7.309337084307044e-05,33
Laplacian Centrality,5.7876260859736663e-05,34
Local Gravity Model Centrality,4.863667157832197e-05,35
Extended Degree,4.102590022974835e-05,36
Societal Capital Scores,4.0583034997700715e-05,37
Improved Gravity Index Values,3.7292325596016906e-05,38
Semi local centrality,3.653927502351667e-05,39
Gravity Index Centrality,3.592494150827929e-05,40
Coreness Centrality,3.281350325388304e-05,41
EIGSM Values,2.7823448397608057e-05,42
Eigenvector Centrality,2.7276995861614267e-05,43
MCGM Values,2.562927903189639e-05,44
LGC Scores,2.1983973489439145e-05,45
Extended Improved Gravity Index Values,2.161013242850637e-05,46
Extended Coreness,2.021273403494031e-05,47
HVGc Index,8.286852815927658e-07,48
H Values,7.083485499075115e-07,49
Subgraph centrality,6.948657752386344e-08,50
