Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.002088701520714602,0.7160404140295081,2.856293885502897e-122,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.002552857414206736,0.7212564066999531,2.1218661395663257e-124,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.00301701330769887,0.7057170658192605,1.945956878792648e-119,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.003481169201191004,0.6943975526660623,8.01137221611524e-116,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.003945325094683138,0.6957211057666639,2.3385760137054867e-116,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.004409480988175271,0.6800776630135659,2.447236335157119e-111,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.0048736368816674055,0.7025777622132277,1.0062560356825311e-118,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.00533779277515954,0.7251821338489871,2.1239060959208333e-126,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.0058019486686516734,0.7567483072583748,1.7873437853434368e-137,0.004177403041429204,0.002088701520714602,0.006266104562143807
0.006266104562143807,0.7852126664175979,7.209570535410112e-148,0.004177403041429204,0.002088701520714602,0.006266104562143807
