Node,Spreading Ability,Rank
56,12.91,1
49,10.5,2
50,13.55,3
42,10.98,4
53,13.96,5
21,13.65,6
61,13.74,7
58,12.62,8
41,12.19,9
57,10.77,10
59,10.4,11
54,10.4,11
62,15.15,12
60,13.87,13
63,10.27,14
114,16.87,15
55,13.23,16
44,10.21,17
46,10.0,18
10,12.39,19
148,11.27,20
128,12.24,21
47,14.93,22
113,11.33,23
16,10.82,24
48,8.84,25
51,12.24,26
17,15.34,27
181,12.28,28
34,12.09,29
43,13.78,30
115,12.41,31
107,12.12,32
255,11.83,33
52,11.98,34
22,10.26,35
38,11.88,36
185,10.81,37
102,11.47,38
99,9.05,39
32,12.25,40
253,10.62,41
164,10.59,42
240,7.77,43
112,12.67,44
20,11.18,45
127,9.93,46
106,8.55,47
104,10.7,48
84,10.9,49
111,10.32,50
30,11.32,51
256,9.35,52
271,15.63,53
167,12.52,54
220,12.25,55
394,11.07,56
110,10.93,57
183,10.5,58
25,9.64,59
279,8.38,60
265,11.45,61
264,12.06,62
28,9.64,63
236,10.37,64
134,8.8,65
275,9.79,66
263,8.97,67
281,8.56,68
232,9.06,69
318,12.88,70
273,12.49,71
154,9.1,72
6,7.83,73
292,10.46,74
135,10.45,75
285,7.45,76
12,7.44,77
105,10.41,78
64,6.23,79
133,5.86,80
184,7.41,81
294,9.36,82
23,9.09,83
27,6.92,84
7,11.66,85
289,7.74,86
277,8.42,87
251,7.59,88
269,7.38,89
307,9.39,90
151,11.01,91
288,7.48,92
136,5.75,93
297,10.73,94
282,9.78,95
40,7.99,96
26,8.84,97
96,8.34,98
14,8.22,99
141,7.69,100
283,6.92,101
460,6.45,102
267,8.87,103
280,7.67,104
291,6.84,105
37,10.18,106
406,8.9,107
168,9.48,108
266,10.0,109
274,7.31,110
378,7.35,111
35,6.22,112
108,6.97,113
301,6.56,114
159,10.76,115
65,9.79,116
66,8.48,117
366,7.77,118
119,4.99,119
155,5.96,120
179,9.38,121
97,7.86,122
31,6.8,123
290,5.8,124
45,5.94,125
299,10.99,126
268,8.53,127
158,8.9,128
272,8.21,129
296,8.88,130
330,6.96,131
174,6.85,132
302,7.32,133
98,7.74,134
225,6.4,135
175,6.35,136
252,8.18,137
429,8.22,138
13,6.06,139
261,6.36,140
171,5.92,141
284,7.84,142
186,7.16,143
138,7.15,144
427,6.12,145
172,5.37,146
193,10.09,147
362,7.2,148
287,5.97,149
260,5.71,150
177,7.42,151
196,6.51,152
142,5.48,153
18,9.03,154
329,9.08,155
309,6.82,156
407,8.08,157
188,5.66,158
197,5.05,159
422,4.81,160
363,10.86,161
278,6.52,162
372,7.53,163
36,7.32,164
143,6.19,165
368,9.29,166
198,8.29,167
39,6.7,168
129,6.53,169
340,8.98,170
15,7.2,171
367,6.25,172
173,8.15,173
257,8.1,174
144,6.16,175
304,5.89,176
221,5.89,176
199,5.88,177
384,7.42,178
33,6.68,179
346,5.75,180
250,5.75,180
306,5.67,181
300,7.32,182
218,6.01,183
237,7.67,184
270,8.81,185
189,6.33,186
24,5.54,187
276,5.13,188
68,9.86,189
323,8.08,190
331,8.23,191
303,7.82,192
29,5.01,193
326,3.94,194
228,9.67,195
176,7.58,196
254,7.49,197
190,6.26,198
293,7.25,199
286,6.81,200
139,5.51,201
308,5.02,202
305,4.82,203
170,4.49,204
95,8.11,205
194,5.67,206
217,5.44,207
332,4.28,208
398,7.22,209
201,7.29,210
249,5.97,211
242,5.1,212
325,7.33,213
423,5.09,214
200,8.21,215
373,7.9,216
244,4.98,217
223,8.14,218
219,6.84,219
409,6.46,220
328,5.92,221
386,7.97,222
317,8.25,223
298,6.39,224
402,5.41,225
222,5.41,225
187,4.88,226
229,6.35,227
147,5.95,228
408,4.74,229
377,4.7,230
203,5.78,231
312,5.01,232
161,7.75,233
420,4.42,234
241,4.07,235
239,3.97,236
80,3.91,237
70,3.49,238
162,4.5,239
207,6.82,240
109,6.32,241
169,6.62,242
295,3.85,243
8,7.14,244
419,6.62,245
320,5.86,246
319,5.14,247
19,6.22,248
259,6.76,249
365,5.53,250
209,6.72,251
182,6.01,252
350,6.53,253
178,5.55,254
166,5.52,255
391,3.49,256
397,3.47,257
73,5.35,258
327,5.53,259
126,6.05,260
214,3.83,261
83,5.69,262
370,8.39,263
149,5.83,264
137,5.45,265
426,6.29,266
428,5.84,267
342,5.54,268
421,5.31,269
324,4.11,270
316,5.35,271
348,6.09,272
412,5.49,273
74,5.47,274
446,5.99,275
399,6.14,276
401,7.27,277
410,6.45,278
352,6.78,279
467,7.55,280
213,6.4,281
400,6.67,282
359,4.51,283
191,4.85,284
258,5.44,285
81,4.12,286
150,7.08,287
208,4.97,288
195,8.26,289
205,6.05,290
414,5.86,291
230,4.94,292
202,4.45,293
411,4.07,294
364,4.92,295
472,3.83,296
227,3.1,297
78,6.55,298
116,2.82,299
314,7.21,300
322,6.41,301
461,4.47,302
248,8.17,303
235,4.06,304
11,6.67,305
462,6.41,306
93,5.91,307
415,5.77,308
345,6.86,309
180,5.09,310
247,4.9,311
90,5.39,312
361,4.46,313
212,5.72,314
245,4.43,315
416,4.35,316
3,3.56,317
72,3.56,317
436,7.03,318
344,3.52,319
192,4.02,320
160,4.25,321
356,4.47,322
67,3.89,323
140,6.18,324
101,5.62,325
130,6.04,326
311,5.25,327
468,5.08,328
441,4.68,329
371,4.59,330
215,6.57,331
206,4.38,332
395,5.09,333
381,5.35,334
