Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.33333333333333337,0.6705959475730126,1.0755546711415393e-20,0.6666666666666667,0.33333333333333337,1.0
0.40740740740740744,0.7344597320610375,1.40164120719977e-24,0.6666666666666667,0.33333333333333337,1.0
0.4814814814814815,0.7489376089647799,1.6430748345814027e-25,0.6666666666666667,0.33333333333333337,1.0
0.5555555555555556,0.7740970585034462,3.793902205044393e-27,0.6666666666666667,0.33333333333333337,1.0
0.6296296296296297,0.7923538478247714,2.140617843171929e-28,0.6666666666666667,0.33333333333333337,1.0
0.7037037037037037,0.7282269660719892,3.1014990947463545e-24,0.6666666666666667,0.33333333333333337,1.0
0.7777777777777778,0.6714162040940884,7.828943883204774e-21,0.6666666666666667,0.33333333333333337,1.0
0.8518518518518519,0.5938046465151136,1.1846272443941437e-16,0.6666666666666667,0.33333333333333337,1.0
0.9259259259259259,0.5320344739881459,1.1387485087037076e-13,0.6666666666666667,0.33333333333333337,1.0
1.0,,,0.6666666666666667,0.33333333333333337,1.0
