Betweenness Centrality,Global Relative Change in Avg Clustering,Leverage Centrality,PageRank Centrality,DIL Centrality,Isolating Centrality,Closeness Centrality,Eccentricity Centrality,Constraint Coefficients,Second order centrality,Clustering Coefficient,P Value,GIN Values,GSM,H-GSM_1,HCC Value,Volume Centrality,Subgraph centrality,H Values,Eigenvector Centrality,MDD Value,HVGc Index,LGC Scores,GGC Values,MCGM Values,Average Spreading Ability
0.16356991374542365,1.0,0.9539175671198856,0.9999999999999999,0.21746466337122441,0.22093023255813954,0.7543446431981667,0.4903846153846154,0.9567714170053575,0.9204206788759255,0.040935673,0.7663551401869159,0.3179493858762004,0.3030194964750127,3.820091542685716e-06,0.3942588832582033,0.2628943888154166,7.25e-16,1.1453031629938783e-08,5.719102660752312e-07,0.16538461538461538,0.00022571598377018497,0.0022029073624128927,0.11748433406836307,0.005831165932883582,0.009455587392550143
0.0,0.07552580343547562,0.04668102340835634,0.04234063939398304,0.0,0.0,0.6588579795021963,0.44906443418918873,0.0,0.7308972697242008,0.0,0.37383177570093457,0.23300585128040982,0.22452681328775886,2.5546165917739344e-07,0.18732875480019343,0.016247874551294162,2.874953571428514e-19,5.146531093313586e-12,1.1420499121316536e-08,0.0,2.9493029733054627e-07,5.45595802999064e-06,0.0012032325776923413,3.421614645137832e-05,0.001146131805157595
0.07659769173429397,0.10051290738028042,0.591860145697843,0.38153994666115376,0.17493271762288654,0.0,0.8448978292698454,0.5340659466461541,0.965100019974181,0.9892585760098994,0.961568627,0.9719626168224298,0.4934060951681526,0.47915072187843377,0.00030078527585497854,0.6788858565592069,0.28537691290383527,4.3214285714285716e-13,5.266762592761939e-06,1.3987898148589245e-05,0.5525641025641026,0.0996090450845068,0.08747172181947757,0.1404007591480224,0.1051321807162804,0.10343839541547281
0.07659769173429397,0.10051290738028042,0.591860145697843,0.38153994666115376,0.17493271762288654,0.0,0.8448978292698454,0.5340659466461541,0.965100019974181,0.9892585760098994,0.961568627,0.9719626168224298,0.4934060951681526,0.47915072187843377,0.00030078527585497854,0.6788858565592069,0.28537691290383527,4.3214285714285716e-13,5.266762592761939e-06,1.3987898148589245e-05,0.5525641025641026,0.0996090450845068,0.08747172181947757,0.1404007591480224,0.1051321807162804,0.1315186246418338
0.0038585726259913705,0.07552580343547562,0.44789894665789826,0.13722707475995966,0.0007401467767849668,0.023255813953488372,0.6588579795021963,0.44906443418918873,0.5206002226532186,0.7311403406535193,0.0,0.37383177570093457,0.23326128224842937,0.2245966201225021,3.288789000375544e-07,0.18747481183401157,0.016247874551294162,2.877235714285657e-19,6.853152803013427e-12,1.1420499121316536e-08,0.008974358974358974,5.201977627197418e-07,6.280450485382214e-06,0.002508152634212606,4.948850318912613e-05,0.002578796561604587
0.09942053903750173,0.263021181963449,0.6475057326454885,0.3113603608717792,0.031025009641704526,0.0,0.7575275319880324,0.4903846153846154,0.8241193639603847,0.8907400909349149,0.095238095,0.616822429906542,0.3139685895701328,0.3023046702145115,2.276242368154038e-06,0.3141277563605043,0.27545815227659176,1.867857142857143e-16,3.1865827235801734e-09,2.9038168308463754e-07,0.06153846153846154,6.504100343916248e-05,0.0007351095642702814,0.034721987283571835,0.0028006384239156455,0.0051575931232091705
0.0,0.10332232170768536,0.17849602427388428,0.08507695666381135,0.00038007537187282275,0.0,0.6652237570819276,0.44906443418918873,0.41279545096027004,0.8126579365601027,1.0,0.3925233644859813,0.2364986648941734,0.2276393388213825,3.566346475024503e-07,0.19721734626025056,0.022765917249197052,6.5381428571428e-19,1.5466259244154815e-11,1.717501418244502e-08,0.01282051282051282,9.826875028747723e-07,1.1551449737456176e-05,0.00038270199169300657,0.00010177616940182197,0.000286532951289397
0.002505015954317368,0.09537070176661636,0.11510710168090504,0.06565400243281173,0.0010948837904062427,0.0,0.6705285717317038,0.44906443418918873,0.5206002226532186,0.8137607612072069,0.0,0.4205607476635514,0.23964778437370562,0.23060882716535536,3.791201391382471e-07,0.21175811888026427,0.03429057245418478,2.9393642857142288e-19,2.773260278262243e-11,1.1509030122256976e-08,0.01282051282051282,2.024953156919232e-06,1.4981117813665351e-05,0.0032777701251698634,0.00015966145616048475,0.001146131805157595
0.0,0.10180634668350828,0.1540048497872269,0.10860552779785351,0.00038007537187282275,0.0,0.6599189424321515,0.44906443418918873,0.4314211067293948,0.783160897078613,1.0,0.38317757009345793,0.23403791861708442,0.2251021071694611,3.440684335185547e-07,0.19271122112924083,0.01785376912903835,2.993374999999943e-19,8.746436262211688e-12,1.1597561123197413e-08,0.01282051282051282,8.460325839058743e-07,8.77253236886574e-06,0.0004029408086968493,8.092127814577107e-05,0.0008595988538681945
0.05358871966751919,0.28991865592302396,0.8876248684286387,0.6604357992170605,0.02819704468327794,0.10465116279069767,0.6609799053621066,0.44906443418918873,0.8880519981166517,0.7844777465594284,0.055555556,0.38317757009345793,0.23609863852442334,0.22589683746783767,8.670543954367671e-07,0.19402573292629735,0.01813716228981674,3.0098678571428e-19,2.986587991974723e-11,1.168609212413785e-08,0.07179487179487179,2.5791050197541733e-06,2.4328271748519813e-05,0.015258821416380521,0.00023565866267507142,0.0051575931232091705
