feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15493552432809649,0.07778428563310136,0.030955377267430806,0.030676234570552796,0.012070400391029912
Betweenness Centrality,0.13620758470727234,0.1944982420791898,-0.0786755433064891,-0.20084639412425426,-0.03083718562601029
Leverage Centrality,0.13492283351727907,0.07803519364347611,0.278202971737483,0.18495217599819075,0.07841348254396657
Isolating Centrality,-0.010717669276064715,0.07164105364323187,0.5804243347454989,-0.4047156070117851,-0.4576489826300635
GSM,0.1553416014768082,-0.057161994447440495,-0.012299420197443456,0.03177907899709792,-0.10957426129271491
H-GSM_1,0.13644841303906116,0.1526870930711743,-0.16516711809406828,-0.21958883379805927,0.0379363760368021
Local-Global Centrality,0.15355920706956175,0.10201251312554696,-0.021385560448837215,-0.025029134315865953,0.013113265602780977
PageRank Centrality,0.15335260854618762,0.09824579501375454,0.041912562920158415,0.019328302333634223,0.013391234655843298
Coreness Centrality,0.1563728038648205,0.04651982954885709,0.02090825835746421,0.057119498621421856,0.006574146914480598
Extended Coreness,0.14990329967952826,-0.1291659007552806,-0.06237926532174244,-0.011183403696884236,-0.026651856039169558
Global Relative Change in Avg Degree,0.15282772525136867,0.1050713434953591,0.03744074340755052,0.030268318906195944,0.0476752790804054
Global Relative Change in Avg Clustering,0.0606867766313774,0.21520128256906312,0.32492508371685397,0.03848964872119823,-0.23184207155119402
Clustering Coefficient,-0.07963736015780196,-0.2279135577205312,-0.23719038276730733,-0.3771888059115838,0.10029541799152207
DIL Centrality,0.13656539710115195,0.17234812804121985,-0.02651971616176298,0.17342468257837104,-0.1078551443609036
I-GSM Values,0.15602357512711293,0.019518835414192696,-0.08820015558381562,-0.08139389597709451,-0.0009434457808744703
Clustered Local Degree,0.12370077710931957,-0.26031434988860364,-0.1065158028378217,-0.1275270089852058,0.028090270290017354
Gravity Index Centrality,0.15227449742750307,-0.0999182296729306,0.02661606428283945,0.0996408633120166,-0.03984747880723464
Gravity Model Centrality,0.15427927707264463,0.09012398839709045,-0.036468289817946906,-0.0461541215722367,0.026940733472020657
Local Gravity Model Centrality,0.15244325159367192,0.10422147894563735,-0.06605680993147627,-0.07493472182662009,0.038359176574379865
Laplacian Centrality,0.15410206734740675,0.0807868075649929,-0.08129089541093748,-0.062424171271201964,0.00029746416315302277
Closeness Centrality,0.15188597105797874,0.013504869220874733,-0.09354175939437055,-0.1805740534356569,-0.12584602496440925
Semi local centrality,0.14768986798236167,-0.1452913085449217,-0.06812496611797274,-0.03670729321219795,-0.027096925405021823
Eccentricity Centrality,0.07107789433383231,-0.1428439335698981,0.3732288482953129,-0.4448090702555402,0.47768372821327415
Density Centrality,0.14994998823351843,0.1327751279219833,-0.06046335814566596,-0.0629250512506363,0.007200586003024697
MDD Value,0.1568493517423938,0.03784104175686109,0.020346755898658496,0.01473121813510742,0.03619407437399456
EHCC Value,0.1563296771155464,-0.027461430908233424,0.04569582879067356,-0.002200171290625122,0.04463000563445362
HCC Value,0.1326353665147857,-0.22305651193340645,0.12084492544449714,-0.03407483513774432,0.09273188410328682
P Value,0.11235533855930015,-0.26948369086800533,0.21161161491092464,-0.03606082550873345,0.1494467780372501
Extended Degree,0.15281060288333584,-0.10226515378562241,-0.04846808633776325,-0.02287248855258172,-0.01654023539977733
Eigenvector Centrality,0.15658228589047346,-0.047137556549814205,-0.02114754864858954,0.015328607914763863,-0.008247477698555696
CLC Values,0.15466535755512736,-0.008662026689968853,-0.03181400155978208,0.048510044756317185,-0.07357506349286831
Centrality Values,0.1553202469118929,0.07009285970040653,0.01623500099602187,0.03230557534503624,0.0220874248329683
Constraint Coefficients,0.13692102778397933,-0.14305421619846326,0.1324156282128114,0.2680668227459742,-0.14348231065442507
HVGc Index,0.15654487966999514,0.006321687458989781,0.04453553924634139,-0.012145750129034648,0.07032870235810659
PE Values,0.15586064994704088,0.06313613502593227,0.0120367466756415,0.03829588295164376,0.012336786093001529
H Values,0.15114977127409418,0.12030466175861597,-0.07362691554110593,-0.049557804735800355,0.02584665888398172
Volume Centrality,0.033747147835113026,-0.31960770870896305,-0.2030944253134063,-0.2171669317391721,-0.5904922124520408
GIN Values,0.15636717376506054,0.03383201607235994,-0.07073612677569927,-0.06787180913393293,-0.03265102022811142
LGC Scores,0.1512810366941545,0.09818092062445842,-0.11134511731447164,-0.10513650756885146,0.02507456661285325
DNC Scores,0.15415158322745084,0.08610785381734715,0.035269665708587375,0.023405363425593264,0.022534602018717393
EIGSM Values,0.15555528607929917,-0.0653065619822682,-0.04111432531440543,0.008491570934111596,-0.034702568806446905
Societal Capital Scores,0.151627791547491,-0.11371827489739761,-0.05349745697839509,-0.026330078857554916,-0.01835821432626663
Improved Gravity Index Values,0.1299167786029255,-0.24764369464708236,0.001999307201389491,0.08500921066274433,-0.021567776147606958
Extended Improved Gravity Index Values,0.1571864180481156,0.011039853020350382,0.009214422465223691,0.05149376313488079,0.0015107790710829558
Node H-Index,0.13229849454668463,-0.21814130624310638,0.09545165879095296,0.09701329550879592,0.11866599002719894
MCGM Values,0.15687849157779274,0.038612171253628765,-0.04632528833146161,-0.026044424256603523,0.011340234903147813
GGC Values,0.1494993756652523,0.13803200321076053,-0.057310332787399984,-0.0016521641911612713,-0.026612639164343223
Subgraph centrality,0.15422661591086956,0.07881100396141495,-0.06999518540125334,-0.058350199651053,0.047252442755141684
Second order centrality,0.14463916038583335,-0.14489511813380052,0.11376166313231655,0.1347989958373856,-0.06516136140384456
K-Shell Value,0.09238704732173246,-0.31925394022305503,0.06488296158477495,0.25234594093701485,-0.023334708409927185
