Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.23529411764705882,0.0,0.25,0.0,0.6666666666666666
10,0.10989010989010989,0.05263157894736842,0.17647058823529413,0.0,0.8181818181818182
15,0.039473684210526314,0.034482758620689655,0.25,0.0,0.7647058823529411
20,0.04032258064516129,0.05263157894736842,0.25,0.07692307692307693,0.6
25,0.05241935483870968,0.0851063829787234,0.275,0.08,0.5
30,0.0625,0.08928571428571429,0.2978723404255319,0.14285714285714285,0.6052631578947368
35,0.07258064516129033,0.12698412698412698,0.26785714285714285,0.1935483870967742,0.5434782608695652
40,0.08266129032258064,0.1095890410958904,0.24615384615384617,0.21428571428571427,0.4909090909090909
45,0.09274193548387097,0.12345679012345678,0.2465753424657534,0.21518987341772153,0.4838709677419355
50,0.1028225806451613,0.10989010989010989,0.24691358024691357,0.24705882352941178,0.45714285714285713
55,0.11491935483870967,0.12,0.24444444444444444,0.3,0.3902439024390244
60,0.12701612903225806,0.11818181818181818,0.23,0.3163265306122449,0.34408602150537637
65,0.13709677419354838,0.11764705882352941,0.25471698113207547,0.3333333333333333,0.33663366336633666
70,0.14717741935483872,0.1171875,0.26548672566371684,0.3392857142857143,0.3302752293577982
75,0.15725806451612903,0.125,0.2857142857142857,0.37606837606837606,0.3135593220338983
80,0.16733870967741934,0.14788732394366197,0.304,0.4065040650406504,0.32
