Node,Spreading Ability,Rank
186,11.21,1
147,7.04,2
408,6.51,3
145,6.66,4
227,4.74,5
205,4.64,6
153,5.36,7
231,4.42,8
155,5.08,9
230,4.14,10
146,4.21,11
426,4.12,12
89,4.07,13
228,3.94,14
229,3.94,14
295,3.6,15
427,3.49,16
208,3.07,17
198,3.0,18
176,3.27,19
233,2.83,20
298,2.82,21
409,2.74,22
173,2.67,23
220,3.39,24
285,3.07,25
311,2.37,26
435,2.81,27
174,2.59,28
202,2.47,29
246,2.56,30
183,2.34,31
128,2.3,32
184,2.3,32
376,2.13,33
211,2.34,34
135,2.22,35
85,2.04,36
238,2.74,37
6,2.38,38
197,1.9,39
125,1.9,39
300,1.98,40
154,2.52,41
382,2.16,42
306,1.88,43
422,1.97,44
136,1.87,45
188,1.84,46
389,1.76,47
413,1.71,48
335,2.25,49
245,1.57,50
392,2.12,51
273,2.41,52
365,2.21,53
243,2.04,54
159,2.0,55
342,2.08,56
436,1.99,57
302,2.31,58
417,1.92,59
143,1.91,60
451,1.9,61
185,1.83,62
371,1.6,63
70,1.52,64
207,1.49,65
414,1.64,66
449,2.31,67
215,2.38,68
157,1.83,69
206,1.74,70
149,1.7,71
293,2.28,72
370,2.03,73
68,1.84,74
14,2.1,75
431,1.76,76
108,1.86,77
439,1.8,78
324,1.71,79
416,1.69,80
383,1.96,81
336,1.67,82
381,1.63,83
248,1.58,84
187,1.9,85
122,1.72,86
323,1.63,87
7,2.29,88
349,1.99,89
390,1.7,90
200,1.7,90
88,2.15,91
164,2.03,92
127,1.68,93
58,2.05,94
92,2.29,95
83,2.14,96
81,1.7,97
27,1.66,98
59,1.81,99
269,2.16,100
297,1.62,101
28,1.74,102
84,1.61,103
82,2.12,104
63,2.04,105
116,2.02,106
221,1.82,107
162,1.93,108
216,1.53,109
45,1.8,110
62,1.52,111
368,2.3,112
387,2.03,113
193,1.53,114
299,1.5,115
441,1.48,116
199,2.05,117
1,1.46,118
374,1.98,119
259,1.45,120
364,1.44,121
412,1.44,121
60,1.72,122
80,1.41,123
109,1.73,124
438,1.7,125
272,1.61,126
33,1.44,127
282,1.69,128
334,1.36,129
13,1.35,130
404,1.35,130
217,1.35,130
373,1.31,131
316,1.47,132
318,1.22,133
39,1.94,134
3,1.45,135
346,1.7,136
399,1.3,137
167,2.11,138
444,1.76,139
204,1.75,140
110,1.58,141
286,1.52,142
244,1.39,143
442,1.52,144
191,1.73,145
304,1.58,146
239,1.83,147
210,1.38,148
384,1.96,149
48,1.78,150
386,1.57,151
160,1.73,152
26,1.87,153
347,1.75,154
47,1.6,155
61,2.07,156
46,1.57,157
24,1.49,158
112,1.6,159
443,1.58,160
25,1.37,161
419,1.36,162
201,1.36,162
50,1.34,163
94,1.28,164
100,1.76,165
182,1.94,166
144,1.52,167
363,1.52,168
429,1.79,169
29,1.85,170
130,2.28,171
111,1.83,172
345,1.62,173
310,1.43,174
36,1.41,175
141,1.39,176
226,1.32,177
432,1.3,178
203,1.61,179
117,1.25,180
161,1.54,181
158,1.6,182
31,1.39,183
129,1.76,184
2,1.44,185
418,1.44,185
96,1.24,186
95,1.84,187
317,1.81,188
98,1.59,189
67,1.49,190
437,1.46,191
284,1.59,192
32,1.69,193
66,1.6,194
137,1.82,195
283,1.56,196
196,1.55,197
290,1.51,198
118,1.49,199
152,1.45,200
49,1.61,201
287,1.7,202
166,1.82,203
57,1.64,204
291,1.59,205
288,1.54,206
132,1.56,207
395,1.6,208
410,2.06,209
440,1.5,210
40,1.48,211
312,1.51,212
294,1.44,213
420,1.39,214
289,1.38,215
79,1.38,215
97,1.32,216
332,1.32,216
75,1.3,217
43,1.98,218
77,1.74,219
195,1.42,220
319,1.62,221
71,1.26,222
4,1.65,223
339,1.54,224
452,1.63,225
446,1.82,226
52,1.47,227
352,1.4,228
126,1.73,229
341,1.81,230
103,1.54,231
107,1.93,232
105,1.58,233
106,1.99,234
133,1.47,235
445,1.6,236
102,1.44,237
305,1.69,238
425,1.82,239
375,1.51,240
10,1.42,241
267,1.42,241
338,1.42,241
406,1.5,242
450,1.57,243
93,1.56,244
34,1.41,245
308,1.38,246
247,1.39,247
271,1.87,248
315,1.38,249
218,1.3,250
53,1.3,250
104,1.27,251
91,1.46,252
253,1.44,253
313,1.4,254
219,1.49,255
124,1.65,256
175,1.42,257
76,1.63,258
256,1.37,259
168,1.58,260
260,1.36,261
