Lambda,Kendall_Tau,P_Value
0.0264,0.6050391829811418,2.352790464422004e-110
0.0323,0.602687599860439,4.422636135654767e-110
0.0382,0.6053909613115844,2.1541004107408254e-111
0.0441,0.5911385404822553,1.3903213208849113e-106
0.0499,0.5702363188730776,1.6389364147905288e-99
0.0558,0.5472774650407253,6.558889655300343e-92
0.0617,0.5374597370732582,8.526561170012637e-89
0.0676,0.5294676296498557,2.6876597540229793e-86
0.0734,0.5155413817745998,5.879581054494783e-82
0.0793,0.5016825174069447,9.501483390170364e-78
