H-GSM_1,LGC Scores,Local Gravity Model Centrality,H Values,Laplacian Centrality,Density Centrality,GGC Values,DIL Centrality,Gravity Model Centrality,Subgraph centrality,MCGM Values,Local-Global Centrality,HVGc Index,Eccentricity Centrality,Global Relative Change in Avg Degree,Degree Centrality,EIGSM Values,DNC Scores,EHCC Value,MDD Value,Centrality Values,PE Values,PageRank Centrality,Coreness Centrality,I-GSM Values,Average Spreading Ability
1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0
0.003910272663232829,0.008693350724311535,0.005754044532397225,0.004967446339179347,0.017714877906600167,0.00785098294646283,0.0038483127308690203,0.0012957710946024437,0.012540106413490544,0.01047529604697501,0.03196801979879068,0.01655370750882813,0.017020149889914193,0.5333333327111112,0.008875318208304703,0.02542373017696064,0.07220570213985283,0.019322045537201293,0.050944882664232694,0.03456640388114009,0.033775590705418156,0.04199163784634847,0.02140729679560365,0.047802621434078645,0.15067112319822057,0.04317958783120705
0.003432934815878684,0.005376018956218323,0.0016606689313106995,0.0012774421864386737,0.01149685860483192,0.003154445808871958,0.0008049055797148268,0.000116287149493241,0.00465970917813863,0.0043995552721820845,0.01674896818926729,0.0062489563159551014,0.005019766486092789,0.5333333327111112,0.0043092316899163525,0.008474576725653545,0.04699589042704349,0.0068596192088560895,0.02632545116811469,0.012128562765312313,0.016762785615931964,0.020242378365275423,0.007536378113164028,0.018504240555127213,0.1146655464606454,0.04121687929342492
0.0037427802646417545,0.006395619855029934,0.003730990540174323,0.0026850542097994344,0.013375218602241078,0.00677114920780119,0.004251603497246841,0.0013039053469862225,0.009967745214799408,0.0062745910563416244,0.025064500037093616,0.013920529148189831,0.010012404927087699,0.5333333327111112,0.004566077811445012,0.02118644085650675,0.06022661899298802,0.018209760135328355,0.04093386464053554,0.028502122498483932,0.02906685945522249,0.034005239280333235,0.019512880810847018,0.03315343099460293,0.12492780712881961,0.04219823356231599
0.0032089330402270675,0.0031848436387362884,0.0007499795173661224,0.0003652329513166215,0.007740138610013601,0.001778767214652692,0.0004593650414128025,5.81435747466205e-05,0.002640890098073434,0.001561242792381742,0.008801661397313,0.003560806394011219,0.00115582285998634,0.5333333327111112,0.008618472086776043,0.004237289320453892,0.029898351890346453,0.005262183584198813,0.01477514489299859,0.006064281382656155,0.009759047705145104,0.01102389687257647,0.007353572326237479,0.008481110254433308,0.08803270920360817,0.045142296368989185
0.0039195311039591525,0.00792580707162961,0.005268763668219146,0.004929832841026352,0.016289915149944944,0.008187506470595239,0.0036607324713361622,0.0011781470307076739,0.012321242018754331,0.010652568145952494,0.03266185094970327,0.016685665062524304,0.017747969313549595,0.5333333327111112,0.008875318208304703,0.02542373017696064,0.07532378471594504,0.01988887510137922,0.050059308136968024,0.03456640388114009,0.03459005141436666,0.04181841541193121,0.02085102944216778,0.04703161141094834,0.14245833535373434,0.0323846908734053
0.003607846213772708,0.006103572433547197,0.003132267396058511,0.0022464297070909616,0.013278062050650949,0.005214265640372261,0.00309570030872883,0.0007442079395687408,0.008125949010090072,0.005314455624836982,0.022069011483354616,0.01118126161072854,0.007967689531828425,0.5333333327111112,0.00025683741458532115,0.016949153451307097,0.05261769817746399,0.013820669988541081,0.0333960912624695,0.02425712553062462,0.02222858368824193,0.027666912419742302,0.01470930890278672,0.030069390902081723,0.12365161892217184,0.04612365063788025
0.003607846213772708,0.006103609571099903,0.003132267396058511,0.002246463504467883,0.013278062050650949,0.005214265640372261,0.00309570030872883,0.0007442079395687408,0.008125949010090072,0.005314615534812513,0.02206942744390686,0.01118126161072854,0.007967689531828425,0.5333333327111112,0.00025683741458532115,0.016949153451307097,0.052618305597928766,0.013820669988541081,0.0333960912624695,0.02425712553062462,0.02222844220815619,0.027666912419742302,0.01470112877025243,0.030069390902081723,0.12365161892217184,0.03434739941118743
0.003607846213772708,0.006103572433547197,0.003132267396058511,0.0022464297070909616,0.013278062050650949,0.005214265640372261,0.00309570030872883,0.0007442079395687408,0.008125949010090072,0.005314455624836982,0.022069011483354616,0.01118126161072854,0.007967689531828425,0.5333333327111112,0.00025683741458532115,0.016949153451307097,0.05261769817746399,0.013820669988541081,0.0333960912624695,0.02425712553062462,0.02222858368824193,0.027666912419742302,0.01470929056168238,0.030069390902081723,0.12365161892217184,0.08341511285574092
0.004009782725706772,0.008777573028798143,0.005798160974595232,0.005036755216097639,0.017844419975387008,0.007928642219832157,0.00567148538439067,0.0026798146404699067,0.012611357669462697,0.010435731994350819,0.0340715401095352,0.016610571000235858,0.017378784383937192,0.5333333327111112,0.008875318208304703,0.02542373017696064,0.07208880211551548,0.018886536937607095,0.05169287903530064,0.036385688295936934,0.03439424764714487,0.04327265730627677,0.02026229833405549,0.04857363145720894,0.1518249768220851,0.06280667320902843
0.003819582224615315,0.008573761600019459,0.0056878698691002144,0.00457584652138423,0.01752056480341991,0.007876869372468936,0.005627248131974477,0.0022766116692039253,0.012505697270439261,0.009799924803521761,0.029490390831402563,0.016550334673312343,0.015775157532597315,0.5333333327111112,0.008875318208304703,0.02542373017696064,0.06984005776525212,0.019180729554748848,0.048295850513339816,0.03274711946634324,0.03291369212483905,0.041424602776099634,0.02117555694230608,0.04548959136468774,0.14952034549994203,0.07065750736015701
0.003543357268375512,0.006050019318213066,0.0031086335877381502,0.002060092854905243,0.013180905499060818,0.005195775335418045,0.0030881391343804314,0.0006279207900754998,0.00810390332488791,0.005223541730211048,0.020189724550647974,0.011164537172106422,0.0074902386404813465,0.5333333327111112,0.00025683741458532115,0.016949153451307097,0.0520690717003246,0.014166109061939767,0.03282965105843694,0.022437841115827778,0.022178118760132263,0.027433362460883758,0.01601688291317776,0.027756360832690823,0.12296986473735859,0.08145240431795876
0.003577814416856244,0.00523178002860164,0.002746248526825948,0.0021772580187333613,0.011691171708012177,0.005214265640372261,0.0028922938267966925,0.0007921925799759625,0.007852699699577333,0.00499213317258895,0.021507186351062663,0.011134684672659986,0.0077478225069303385,0.5333333327111112,0.00025683741458532115,0.016949153451307097,0.052466739563107795,0.014246744202335128,0.03387556812971611,0.02425712553062462,0.02245751381831681,0.027006656879167833,0.014269856042872993,0.030069390902081723,0.11348583799624319,0.036310107948969564
0.003518950055845916,0.0051596425355455566,0.002730492654612374,0.0020521968286787494,0.011626400673618757,0.005251246245631706,0.002392155894312394,0.000523330759702965,0.007856572589660554,0.00443511900486073,0.019099247364049613,0.011161510916246477,0.007413152714259617,0.5333333327111112,0.00025683741458532115,0.016949153451307097,0.05168357505662671,0.013820841162237073,0.034396169602600196,0.022437841115827778,0.025606666059733992,0.03053251946490544,0.015187259740703738,0.030069390902081723,0.11323271459408689,0.06575073601570165
0.0033278071255522378,0.003521817472753169,0.001603947791341833,0.0007308742041415426,0.008485005505537923,0.00373873940544391,0.002543290140860695,0.00047422592908029457,0.005667088132574211,0.0020411584863125006,0.012250930345646685,0.008363928027333092,0.0028917595157621086,0.5333333327111112,0.0,0.01271186604610744,0.03556939253770067,0.010271050122571792,0.02107713332124383,0.01637355973317162,0.014818902574829755,0.01722533074473388,0.020999317270732162,0.015420200462606013,0.09188562338151664,0.038272816486751696
