Coreness Centrality,Node H-Index,Density Centrality,MDD Value,GSM,Degree Centrality,Leverage Centrality,Global Relative Change in Avg Degree,DIL Centrality,Societal Capital Scores,DNC Scores,H-GSM_1,Volume Centrality,GGC Values,Subgraph centrality,Eigenvector Centrality,Isolating Centrality,GIN Values,Eccentricity Centrality,Local-Global Centrality,H Values,Improved Gravity Index Values,Gravity Model Centrality,MCGM Values,Closeness Centrality,Average Spreading Ability
0.27011494252873564,0.4285714285714285,0.17472000001950921,0.33136094674556216,0.45934279689956126,0.31999999993440004,0.694523131048116,0.2608695643759114,0.34045049663960647,0.32921810699588483,0.3156606886262363,0.018424202624394342,0.8778625954198473,0.15263882292798212,0.08428022094939398,0.2758988592207622,0.0,0.357417276562019,0.19999999880000008,0.2299722736336854,0.08496709111649965,0.28046306241794966,0.189283734529824,0.17441401143058988,0.4831829253061739,0.5680000000000001
0.16091954022988506,0.4285714285714285,0.09888000000562557,0.242603550295858,0.39975816516534357,0.19999999934400003,0.5290980011648071,0.13043478541362857,0.10377132197952266,0.23868312757201648,0.18652267567762007,0.012331110737154186,0.8893129770992366,0.06711605600594474,0.03999827073913241,0.18487086196215474,0.0,0.2918077034288064,0.19999999880000008,0.1391729709871372,0.037736885945488935,0.2482396467358873,0.11314917803903485,0.11472344614415156,0.44945385274585914,0.2864
1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9045801526717557,1.0,1.0,0.9999999999999999,0.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9536
0.12643678160919541,0.2857142857142857,0.04287999998518944,0.1183431952662722,0.3786615084371452,0.0800000003936,0.09561046659176575,0.0,0.0286312729382521,0.21399176954732513,0.05026181401651822,0.008647400083501192,0.931297709923664,0.021979303007997553,0.06218320787106853,0.2480897149905127,0.0,0.26306205959311896,0.5,0.06217285790998123,0.04227115980031484,0.19525002983649598,0.05843714415004547,0.10223056810597787,0.4949201854323195,0.272
0.3505747126436782,0.8571428571428571,0.15327999999674308,0.3431952662721894,0.5723310781277836,0.27999999973760004,0.4958284032785912,0.2173913068722657,0.12019602027092749,0.4197530864197531,0.26638401792966815,0.0368522403540271,0.9122137404580153,0.08542218221037426,0.22625726138659144,0.4722194072924972,0.0,0.3908178878538779,0.5,0.21304398537348307,0.18112370083839094,0.5361021601623105,0.19621731477986604,0.28310132179547287,0.5577007602992379,0.4608
0.735632183908046,0.9999999999999999,0.4569599998328615,0.6035502958579881,0.8378787683528099,0.599999999672,0.7656317210055944,0.5652173927068143,0.45866837095387725,0.757201646090535,0.5843628825324542,0.27536015807181036,0.931297709923664,0.38324115866593317,0.7095894582767642,0.8424910620110035,0.0,0.6597849419496782,0.5,0.5319901457434474,0.6310219071254369,0.849624060150376,0.5315670357560465,0.6653402117254621,0.7611786038452137,1.0
0.4655172413793104,0.9999999999999999,0.2540799999932995,0.46745562130177526,0.6688587603103391,0.400000000328,0.6591662736248645,0.34782608583454855,0.2773205179454079,0.5267489711934157,0.389208411384401,0.09276558059653656,0.9274809160305343,0.2017556427588334,0.33058263471578253,0.5724635039333332,0.0,0.4760015055531936,0.5,0.31998857823105786,0.2820734917074691,0.6842105263157895,0.2995475387166706,0.3930870266152186,0.6433962410620153,0.624
0.03448275862068966,0.14285714285714285,0.009279999997064923,0.059171597633136105,0.20353282080661805,0.040000000196800015,0.37841209683588867,0.010351964843468838,0.01431563646912605,0.024691358024691364,0.042419482203901834,0.0007264630015975356,0.4541984732824428,0.004816909538882563,0.003924865158176163,0.060588108845717435,0.0,0.1252423622660458,0.19999999880000008,0.020390350459302445,0.005051921088193472,0.04797708557107054,0.015484429321216357,0.021396748054601712,0.24784135763327242,0.004799999999999971
0.5057471264367817,0.9999999999999999,0.2540799999932995,0.46745562130177526,0.6930044757449776,0.400000000328,0.5908724652533562,0.34782608583454855,0.5866095920488307,0.5802469135802469,0.37432026753195713,0.09397099665045892,0.9274809160305343,0.19776097499119702,0.40688602906193594,0.6368644250359483,0.0,0.4984902528131962,0.5,0.326510824786368,0.3380611341786224,0.7261009667024705,0.31790805690697826,0.4352838138260534,0.6433962410620153,0.7312
0.4367816091954023,0.9999999999999999,0.2214400000066747,0.4437869822485207,0.6516118207141686,0.3600000001312,0.6046144039291185,0.30434782833090285,0.21566585005160793,0.5061728395061729,0.3431702053948663,0.07502785078012984,0.931297709923664,0.1576079757829954,0.3228843029532416,0.56601858252211,1.0,0.45413765896489605,0.5,0.2852155951201575,0.2634095483499386,0.6723952738990333,0.26858269050416306,0.37444111827972437,0.6282320185687806,0.6255999999999999
0.3333333333333333,0.8571428571428571,0.12735999998843348,0.3550295857988166,0.5622263889616924,0.23999999954079998,0.38330627037993764,0.17391304291727427,0.0858938188147563,0.40740740740740744,0.2184694368470045,0.030424659026644697,0.916030534351145,0.05411019775148532,0.21204136056100592,0.45723259428135143,0.0,0.37445312089717747,0.5,0.18264877620036307,0.16788377422423625,0.531328320802005,0.171172120782827,0.26591412293672356,0.5445673630745516,0.5776
0.3333333333333333,0.8571428571428571,0.12735999998843348,0.3550295857988166,0.5622263889616924,0.23999999954079998,0.38330627037993764,0.17391304291727427,0.0858938188147563,0.40740740740740744,0.2184694368470045,0.030424659026644697,0.916030534351145,0.05411019775148532,0.21204136056100592,0.45723259428135143,0.0,0.37445312089717747,0.5,0.18264877620036307,0.16788377422423625,0.531328320802005,0.171172120782827,0.26591412293672356,0.5445673630745516,0.528
0.21839080459770116,0.4285714285714285,0.14752000000383617,0.2899408284023669,0.4311184977156489,0.27999999973760004,0.6743487146088005,0.2173913068722657,0.11742564556050578,0.2798353909465021,0.2772620103386485,0.015805689077101413,0.8816793893129771,0.10727676525267967,0.05380481827016302,0.21275334357793885,0.0,0.3273046334686001,0.19999999880000008,0.19715335782213594,0.05511691173427467,0.26136770497672757,0.15754998500732523,0.14142781957771627,0.4716981057913845,0.3808
0.11494252873563218,0.4285714285714285,0.05792000001136698,0.1775147928994083,0.37466989934782424,0.1200000005904,0.2981393337766879,0.043478263954991436,0.04294690940737815,0.1975308641975309,0.09806498759475563,0.009612254401605725,0.8969465648854962,0.025529287100719323,0.03084430386707703,0.16481367738166064,0.0,0.25838999059665635,0.19999999880000008,0.08475493110485235,0.026375860593355414,0.23511158849504712,0.07220077618485317,0.09269031684129414,0.4281267973127898,0.2864
