Lambda,Centrality,Kendall_Tau,P_Value
0.3333,Degree_Centrality,0.7096949906918267,1.1660722562319259e-17
0.3333,Betweenness_Centrality,0.590271467041505,3.3310421861582507e-15
0.3333,PageRank_Centrality,0.4251176955101835,3.3757917930301e-09
0.3333,Closeness_Centrality,0.324175708858417,6.664877506810354e-06
0.3333,Eigenvector_Centrality,0.4020570658009047,2.2513442627977435e-08
0.4074,Degree_Centrality,0.6909182146300661,7.191661906526789e-17
0.4074,Betweenness_Centrality,0.6256638816069733,6.058795722029462e-17
0.4074,PageRank_Centrality,0.37632952669051867,1.5853633301205688e-07
0.4074,Closeness_Centrality,0.3942392015887585,4.095992364172831e-08
0.4074,Eigenvector_Centrality,0.4714127847639209,5.137645862971827e-11
0.4815,Degree_Centrality,0.6362071741157377,1.518811932643713e-14
0.4815,Betweenness_Centrality,0.6270237237612338,5.059776969483025e-17
0.4815,PageRank_Centrality,0.31940979477634507,8.544647398160623e-06
0.4815,Closeness_Centrality,0.4268903488836897,2.794783112772935e-09
0.4815,Eigenvector_Centrality,0.5100051460837648,1.1854038646821602e-12
0.5556,Degree_Centrality,0.6117212921306363,1.4574276935924134e-13
0.5556,Betweenness_Centrality,0.6155172648531403,1.8354534942528317e-16
0.5556,PageRank_Centrality,0.27910471880264665,0.00010030716875281176
0.5556,Closeness_Centrality,0.4496182567603591,3.8408976206734255e-10
0.5556,Eigenvector_Centrality,0.5332000542000381,1.0766350524561394e-13
0.6296,Degree_Centrality,0.5863225150788135,1.3569001718012012e-12
0.6296,Betweenness_Centrality,0.6416926695299551,8.881533783680474e-18
0.6296,PageRank_Centrality,0.2741814546363409,0.00013156704176128437
0.6296,Closeness_Centrality,0.5281463740519957,1.8649017111144703e-13
0.6296,Eigenvector_Centrality,0.5861034741314671,3.0003712943815824e-16
0.7037,Degree_Centrality,0.4960126613811297,2.02420661700237e-09
0.7037,Betweenness_Centrality,0.5644732457428513,4.244330874455e-14
0.7037,PageRank_Centrality,0.1744781915889919,0.014980981154903898
0.7037,Closeness_Centrality,0.5679972151901906,2.52470822738485e-15
0.7037,Eigenvector_Centrality,0.632420952321131,1.1634738334494195e-18
0.7778,Degree_Centrality,0.41980798628750043,3.906039921543537e-07
0.7778,Betweenness_Centrality,0.5279476925037564,1.631003906898856e-12
0.7778,PageRank_Centrality,0.1202650415873916,0.09363545683921783
0.7778,Closeness_Centrality,0.6184458725328629,7.107743361027158e-18
0.7778,Eigenvector_Centrality,0.7018377790765244,1.321614097446234e-22
0.8519,Degree_Centrality,0.36264756808745424,1.1582336213637692e-05
0.8519,Betweenness_Centrality,0.4692001888969037,3.371198725500362e-10
0.8519,PageRank_Centrality,0.10169915359971049,0.15603052539302867
0.8519,Closeness_Centrality,0.6310660262802996,1.4418835858607162e-18
0.8519,Eigenvector_Centrality,0.671914063954844,7.10476899753817e-21
0.9259,Degree_Centrality,0.38135756992332204,3.986017276276872e-06
0.9259,Betweenness_Centrality,0.41683774888248903,2.39944271902901e-08
0.9259,PageRank_Centrality,0.15290444546596274,0.03292155018996943
0.9259,Closeness_Centrality,0.5632117370124557,4.178000208422218e-15
0.9259,Eigenvector_Centrality,0.6151155959758173,9.40928801540152e-18
1.0,Degree_Centrality,,
1.0,Betweenness_Centrality,,
1.0,PageRank_Centrality,,
1.0,Closeness_Centrality,,
1.0,Eigenvector_Centrality,,
