Node,Weighted_Sum
1,0.00048804517107348697
2,0.0003031071349106626
3,0.0007067702445145939
4,0.0007128713039884976
5,0.00028758547930598507
6,0.0003031071349106626
7,0.00041402915297692887
8,0.0013428759046049499
9,0.0009134011548064998
10,0.0004978881551951294
11,0.0005604579128816459
12,0.0002666217082719447
13,0.000378581649209168
14,0.00016322982498638333
15,0.00023697083121642634
16,0.0002744207755574252
17,0.00036958666959411364
18,0.00024440527461929367
19,0.0016629473571924003
20,0.0006477558771194739
21,0.0007377763605570142
22,0.0006702253564655704
23,0.0005733452319968673
24,0.0008185856602446199
25,0.0004092541555353751
26,0.0006194361597732928
27,0.0003888193025856219
28,0.0007389172019850516
29,0.00029928891541607756
30,0.0003359363191284102
31,0.0005055490683262031
32,0.0007662758543477735
33,0.0003443052280764974
34,0.0011607428839762839
35,0.00039834341386056784
36,0.0008894894601365114
37,0.0003395874009931998
38,0.0002414685974542659
39,0.00047650381344895216
40,0.0006521538346356377
41,0.0008894032199911468
42,0.0011218218235809155
43,0.000844318178646237
44,0.0012411210295619622
45,0.00033450007704697996
46,0.0004335004482863785
47,0.000856182392682165
48,0.0003387586660709437
49,0.0009887860209176133
50,0.001463184705484944
51,0.00038591011177130076
52,0.0003281878923662605
53,0.0008048023152376195
54,0.00041265729335937594
55,0.0028478877431047543
56,0.0008247617829635293
57,0.00030187705415002565
58,0.0003545519604999874
59,0.0016516626646493732
60,0.00036864950561351614
61,0.00041486750794842364
62,0.002429710934538145
63,0.00039198023947323746
64,0.0002448939319304158
65,0.0012750214518282223
66,0.00035607244197705795
67,0.0003190557398056121
68,0.00017650299608146418
69,0.0012704726864205043
70,0.00025474176854934673
71,0.0002910201345134247
72,0.0003917282845787828
73,0.00034545034757786674
74,0.00030770931935336567
75,0.00032306664111609327
76,0.0002376150961685973
77,0.00023547426212100362
78,0.0002415843511283121
79,0.0004225718894620883
80,0.0004225718894620883
81,0.0005062321435020987
82,0.00685220164274255
83,0.0005588563562989107
84,0.0004713702177705742
85,0.00031521155925123335
86,0.00213432080121103
87,0.00033101013428389744
88,0.00018849166674798876
89,0.00019705500293836352
90,0.0001795001637480953
91,0.00023023793067606556
92,0.0039019408902525436
93,0.0002983848114435915
94,0.00019041841739082308
95,0.0006391419995947648
96,0.0002566372544450478
97,0.0002126830914857974
98,0.001016669254095436
99,0.0009378419751377774
100,0.0019904062132853613
101,0.00039827577166239215
102,0.001492674903544416
103,0.0010619425447481495
104,0.002085951420634572
105,0.0006617105637478922
106,0.0033004046156943265
107,0.0020686184591524994
108,0.000890752699022476
109,0.015896776663164858
110,0.00044194463768995216
111,0.00020347750508114453
112,0.00024981785023988126
113,0.0005135308456496147
114,0.00046911224768788376
115,0.00018420999865280142
116,0.00018849166674798876
117,0.00031456930903695526
118,0.00031456930903695526
119,0.00025281501790651247
120,0.00030133028365218083
121,0.003157084228045019
122,0.000422882109948139
123,0.00021610842596194729
124,0.0003088638652370461
125,0.0004000125401676981
126,0.0003294622657017344
127,0.0008144007082172924
128,0.0003804522520421142
129,0.0004220631118493927
130,0.0007167328450062968
131,0.00038199536420283444
132,0.0006062833398629508
133,0.00046357410539891205
134,0.0014117243298154847
135,0.0005027423547697618
136,0.0002486491034853712
137,0.00033369436298685113
138,0.0011295053173911614
139,0.00026501777197779645
140,0.00026501777197779645
141,0.00022831118003323125
142,0.00023911368000191288
143,0.0002913992699462934
