Node,Spreading Ability,Rank
37,38.36,1
116,31.45,2
100,28.99,3
9,25.37,4
184,24.29,5
81,31.27,6
243,22.9,7
337,22.3,8
141,22.53,9
121,32.03,10
23,26.3,11
11,25.46,12
42,23.02,13
69,22.73,14
15,25.51,15
372,30.21,16
446,22.74,17
130,22.93,18
88,22.65,19
101,22.99,20
55,21.63,21
410,22.06,22
447,24.83,23
160,23.67,24
407,30.63,25
282,23.05,26
17,24.02,27
65,20.68,28
298,23.89,29
165,25.46,30
140,22.94,31
29,22.68,32
171,21.25,33
424,20.12,34
131,21.67,35
13,20.33,36
441,21.04,37
44,19.42,38
66,25.42,39
264,22.13,40
80,17.9,41
134,21.99,42
89,17.1,43
156,20.11,44
201,20.25,45
363,18.71,46
112,18.98,47
49,20.0,48
132,20.99,49
12,15.99,50
429,23.13,51
114,18.5,52
316,15.53,53
209,14.33,54
246,20.96,55
119,16.99,56
91,17.42,57
64,18.27,58
124,18.5,59
539,16.2,60
61,22.07,61
423,17.51,62
494,17.46,63
256,17.29,64
419,14.1,65
168,19.78,66
577,16.69,67
104,17.78,68
174,21.07,69
118,17.63,70
255,14.02,71
125,13.99,72
507,15.9,73
120,13.82,74
313,17.62,75
205,14.39,76
263,18.12,77
27,15.99,78
411,15.16,79
26,19.79,80
41,18.9,81
93,17.47,82
405,15.84,83
84,19.82,84
146,16.09,85
163,13.45,86
277,17.03,87
60,15.59,88
278,15.04,89
217,12.67,90
110,21.38,91
133,12.81,92
240,12.56,93
369,17.53,94
92,13.6,95
432,12.2,96
4,16.17,97
36,19.34,98
180,16.8,99
271,13.52,100
45,11.92,101
376,10.85,102
439,14.03,103
128,18.53,104
386,15.68,105
30,14.77,106
220,18.68,107
257,14.38,108
85,15.7,109
103,15.39,110
183,13.57,111
304,13.01,112
187,10.44,113
269,12.99,114
365,19.99,115
109,12.88,116
454,15.13,117
208,17.27,118
235,14.34,119
137,20.19,120
572,11.7,121
14,10.83,122
381,22.46,123
512,10.33,124
497,9.84,125
338,16.28,126
659,13.96,127
477,16.37,128
77,15.17,129
75,19.98,130
247,11.87,131
173,17.1,132
32,14.45,133
90,14.67,134
214,14.34,135
52,13.06,136
10,14.51,137
482,12.29,138
276,13.96,139
406,16.26,140
475,15.61,141
359,11.41,142
199,14.17,143
223,19.42,144
18,13.28,145
86,14.19,146
395,18.99,147
506,13.48,148
105,21.08,149
601,12.58,150
127,11.78,151
583,11.13,152
147,10.94,153
2,10.83,154
299,16.97,155
487,10.81,156
83,11.35,157
216,9.43,158
397,19.11,159
665,12.25,160
362,15.42,161
136,10.12,162
82,17.52,163
324,9.4,164
31,9.27,165
452,17.12,166
434,14.88,167
328,12.9,168
34,13.44,169
284,16.6,170
94,10.53,171
392,14.45,172
377,14.05,173
48,11.97,174
6,12.12,175
433,11.96,176
498,10.0,177
113,10.54,178
87,8.91,179
21,11.94,180
348,14.98,181
594,11.91,182
537,11.48,183
148,11.1,184
415,12.93,185
145,11.92,186
484,11.8,187
314,11.6,188
364,10.84,189
627,12.48,190
580,11.3,191
117,12.2,192
390,9.68,193
153,14.63,194
288,12.44,195
420,9.48,196
262,16.86,197
39,10.82,198
159,12.93,199
143,11.72,200
525,13.39,201
273,11.63,202
540,15.08,203
79,13.46,204
215,13.43,205
123,11.64,206
530,12.06,207
438,11.63,208
451,15.11,209
181,10.68,210
193,15.0,211
152,9.76,212
672,9.72,213
474,9.46,214
67,9.2,215
604,10.52,216
345,10.89,217
108,12.76,218
182,8.64,219
267,11.1,220
280,10.11,221
455,14.45,222
150,13.25,223
219,14.04,224
360,12.12,225
717,10.43,226
164,9.55,227
226,14.44,228
323,13.41,229
319,12.38,230
331,12.35,231
107,13.77,232
500,11.81,233
251,10.26,234
169,11.61,235
19,9.49,236
321,9.26,237
511,8.42,238
481,8.37,239
178,8.03,240
204,7.9,241
172,9.34,242
151,9.59,243
443,12.13,244
213,7.79,245
58,13.9,246
177,10.78,247
281,11.51,248
344,10.23,249
543,12.46,250
106,10.61,251
730,9.87,252
275,8.41,253
202,7.43,254
71,8.93,255
1,8.16,256
727,7.42,257
253,7.72,258
170,10.07,259
115,11.42,260
445,8.46,261
70,11.14,262
309,7.38,263
206,7.88,264
437,9.29,265
353,7.39,266
190,7.26,267
239,6.87,268
211,10.52,269
50,8.58,270
431,8.79,271
191,6.7,272
231,10.97,273
553,9.26,274
303,11.19,275
356,10.79,276
566,8.18,277
607,14.35,278
384,10.37,279
418,9.32,280
428,7.99,281
63,15.98,282
515,9.49,283
167,11.78,284
289,8.77,285
436,10.26,286
227,7.81,287
22,7.49,288
99,8.25,289
16,10.55,290
535,8.12,291
175,7.38,292
442,7.27,293
393,8.44,294
126,6.89,295
122,6.51,296
422,7.57,297
679,8.69,298
293,7.05,299
98,6.35,300
417,9.56,301
557,9.27,302
509,8.15,303
471,7.99,304
292,12.24,305
391,7.66,306
74,6.68,307
526,11.66,308
425,11.07,309
427,7.26,310
24,8.38,311
599,7.2,312
615,12.59,313
495,10.97,314
315,9.28,315
524,8.86,316
250,12.15,317
403,10.8,318
97,8.83,319
402,7.49,320
73,8.26,321
473,9.82,322
421,8.17,323
426,7.02,324
72,6.38,325
523,7.08,326
330,6.37,327
549,11.07,328
236,8.96,329
662,7.98,330
404,6.67,331
398,7.69,332
394,6.26,333
521,8.68,334
46,6.22,335
378,9.02,336
144,6.15,337
504,11.4,338
747,8.17,339
552,6.61,340
158,10.38,341
76,7.32,342
59,6.32,343
179,10.32,344
379,9.29,345
468,8.9,346
528,8.81,347
453,9.35,348
448,10.32,349
449,7.33,350
387,9.63,351
56,9.24,352
430,8.57,353
166,7.66,354
305,6.41,355
619,10.9,356
374,10.65,357
367,9.18,358
244,6.07,359
368,7.27,360
155,6.51,361
412,7.15,362
352,5.95,363
242,6.11,364
732,9.08,365
545,5.94,366
626,5.76,367
399,5.65,368
335,5.62,369
311,7.52,370
339,6.63,371
761,5.91,372
357,5.43,373
51,6.82,374
290,6.13,375
347,8.84,376
720,8.37,377
630,6.67,378
608,6.0,379
200,5.34,380
501,5.23,381
350,7.37,382
194,6.31,383
186,5.62,384
631,5.09,385
207,5.0,386
548,9.15,387
218,8.51,388
587,6.15,389
302,8.29,390
568,7.3,391
581,6.83,392
111,8.06,393
489,6.9,394
744,6.4,395
375,6.37,396
560,6.31,397
283,7.9,398
25,6.15,399
388,6.03,400
811,5.88,401
595,6.81,402
139,7.96,403
149,9.11,404
35,5.3,405
295,7.41,406
492,13.34,407
20,7.86,408
317,7.14,409
138,5.8,410
233,5.25,411
272,4.96,412
460,5.64,413
755,5.88,414
135,7.5,415
237,4.89,416
96,8.31,417
534,7.87,418
408,7.23,419
532,7.84,420
297,6.33,421
518,6.32,422
638,6.19,423
279,8.97,424
102,8.06,425
633,5.39,426
461,8.16,427
722,7.11,428
596,9.68,429
142,6.97,430
232,8.25,431
221,8.89,432
285,8.42,433
68,7.33,434
571,6.53,435
606,5.9,436
486,5.01,437
567,8.14,438
329,4.81,439
78,6.62,440
222,5.12,441
435,5.13,442
505,5.12,443
326,4.73,444
57,7.41,445
628,6.95,446
616,6.33,447
416,5.19,448
47,4.64,449
162,6.82,450
562,7.63,451
677,6.59,452
312,8.73,453
663,6.72,454
192,7.52,455
444,4.94,456
514,8.9,457
646,8.07,458
858,4.91,459
385,4.54,460
3,4.54,460
751,4.46,461
354,5.53,462
342,6.75,463
409,6.02,464
748,4.66,465
188,4.41,466
590,4.33,467
154,8.14,468
664,7.32,469
771,5.88,470
531,6.92,471
555,5.43,472
544,4.28,473
753,7.9,474
189,8.28,475
809,4.26,476
726,4.17,477
33,4.1,478
157,4.1,478
467,4.06,479
260,4.01,480
346,4.0,481
522,5.26,482
734,6.97,483
478,4.62,484
254,4.78,485
203,4.31,486
735,3.99,487
654,3.97,488
40,3.92,489
687,3.84,490
333,4.87,491
287,6.07,492
510,4.56,493
750,5.1,494
729,4.76,495
261,4.97,496
558,6.38,497
802,4.53,498
756,4.31,499
286,8.55,500
176,4.47,501
614,6.11,502
634,4.5,503
563,4.01,504
195,7.09,505
389,7.36,506
578,3.7,507
559,4.44,508
538,3.65,509
380,3.62,510
238,8.71,511
527,3.58,512
536,3.58,512
542,4.05,513
803,3.47,514
370,5.22,515
252,4.03,516
597,6.15,517
95,5.71,518
462,9.28,519
808,6.85,520
43,5.34,521
450,5.18,522
265,3.46,523
464,3.46,523
694,6.34,524
196,3.35,525
624,3.29,526
322,6.54,527
778,6.89,528
458,5.12,529
490,4.58,530
636,4.07,531
234,6.13,532
701,3.92,533
349,3.91,534
472,3.65,535
371,3.54,536
533,8.3,537
807,3.96,538
845,6.29,539
258,3.53,540
697,4.07,541
579,3.79,542
7,7.47,543
401,3.51,544
585,3.38,545
440,3.18,546
749,3.18,546
823,3.18,546
361,3.96,547
266,4.57,548
325,7.1,549
769,4.02,550
629,3.3,551
274,5.92,552
639,4.67,553
611,3.23,554
705,3.17,555
198,3.16,556
746,3.11,557
318,7.02,558
229,6.66,559
546,4.08,560
647,6.36,561
541,3.11,562
306,5.67,563
760,4.12,564
682,5.44,565
296,3.41,566
598,4.02,567
327,4.53,568
413,4.31,569
355,3.4,570
503,3.81,571
783,3.07,572
824,3.07,572
652,4.56,573
698,3.03,574
554,2.97,575
470,2.95,576
641,5.35,577
582,2.83,578
635,4.33,579
797,2.81,580
294,8.94,581
678,6.26,582
714,4.8,583
516,4.31,584
508,4.26,585
488,5.04,586
775,3.43,587
640,2.8,588
674,4.88,589
691,3.53,590
617,2.75,591
660,2.71,592
707,4.29,593
709,2.7,594
197,4.54,595
480,3.93,596
819,3.9,597
785,3.51,598
310,3.1,599
764,4.32,600
814,2.97,601
358,2.88,602
793,2.69,603
818,2.69,603
466,3.09,604
479,5.7,605
910,3.96,606
161,5.95,607
801,2.66,608
667,2.64,609
564,2.64,609
496,3.05,610
762,2.61,611
632,2.6,612
588,2.59,613
666,2.58,614
570,2.49,615
766,3.67,616
307,7.71,617
382,3.31,618
656,3.08,619
861,2.56,620
249,4.92,621
241,3.55,622
228,2.47,623
476,3.78,624
623,3.78,625
765,4.68,626
874,4.54,627
366,2.63,628
673,2.46,629
841,2.46,629
728,4.18,630
708,3.79,631
620,2.73,632
736,2.74,633
334,2.95,634
790,2.44,635
575,2.39,636
373,2.8,637
909,4.16,638
866,2.36,639
822,3.88,640
710,2.52,641
828,2.35,642
731,2.35,642
300,4.68,643
825,2.28,644
210,2.42,645
780,2.27,646
810,2.27,646
642,4.3,647
650,2.47,648
792,2.21,649
513,3.33,650
724,3.61,651
259,3.28,652
791,2.49,653
584,2.17,654
248,2.17,654
829,2.35,655
852,2.15,656
456,4.27,657
739,2.13,658
341,4.07,659
860,2.11,660
796,2.13,661
469,5.15,662
671,2.1,663
675,2.1,663
806,2.07,664
826,2.06,665
742,2.03,666
655,1.98,667
849,1.97,668
768,2.35,669
741,1.96,670
465,7.56,671
839,2.63,672
54,2.55,673
291,5.66,674
692,1.96,675
932,2.22,676
414,1.94,677
892,1.94,677
759,1.93,678
643,1.91,679
185,1.91,679
301,2.49,680
757,1.89,681
854,1.87,682
863,1.87,682
763,1.87,682
576,1.86,683
62,2.96,684
695,2.0,685
834,1.85,686
875,1.84,687
38,1.82,688
821,1.81,689
340,2.75,690
520,4.64,691
916,5.15,692
320,4.82,693
862,1.78,694
800,1.75,695
816,1.72,696
593,4.27,697
855,1.66,698
268,6.21,699
565,1.65,700
850,1.65,700
685,1.64,701
561,3.74,702
383,5.14,703
876,1.63,704
605,5.64,705
547,2.91,706
745,1.62,707
569,1.62,707
770,3.52,708
784,1.6,709
517,7.7,710
651,4.13,711
586,1.57,712
955,1.84,713
920,2.17,714
702,1.55,715
661,3.99,716
831,1.52,717
752,1.51,718
758,1.51,718
600,2.75,719
706,1.58,720
827,1.5,721
886,2.36,722
270,2.51,723
712,2.33,724
773,1.48,725
645,1.48,725
837,1.48,725
851,1.47,726
864,1.47,726
856,1.43,727
589,3.4,728
459,2.45,729
5,2.37,730
799,1.39,731
804,1.39,731
905,2.01,732
519,1.35,733
693,1.34,734
499,3.96,735
853,1.33,736
700,3.92,737
885,1.32,738
878,1.31,739
308,2.8,740
820,1.29,741
491,1.71,742
621,2.86,743
721,1.91,744
644,1.58,745
923,1.27,746
669,1.22,747
53,1.22,747
788,1.82,748
681,1.94,749
676,1.79,750
529,1.92,751
906,4.77,752
917,4.3,753
609,3.66,754
925,2.45,755
625,2.18,756
815,1.96,757
574,1.64,758
737,1.69,759
212,3.8,760
332,1.32,761
463,3.11,762
911,7.14,763
351,2.61,764
922,2.29,765
699,1.42,766
888,1.43,767
956,1.28,768
225,2.81,769
592,3.82,770
787,2.9,771
719,4.15,772
591,2.1,773
738,1.26,774
842,1.2,775
743,2.37,776
457,1.19,777
668,1.19,777
817,1.19,777
690,1.19,777
733,1.18,778
718,1.36,779
902,1.13,780
779,2.01,781
887,2.01,782
918,1.82,783
129,1.93,784
230,1.12,785
683,1.12,785
653,1.12,785
723,1.11,786
951,1.11,786
696,3.12,787
670,1.1,788
913,2.91,789
740,1.97,790
716,1.32,791
873,2.2,792
776,6.49,793
754,4.39,794
786,1.96,795
869,1.69,796
889,1.34,797
711,2.31,798
224,1.39,799
844,1.22,800
400,2.87,801
688,2.64,802
603,1.98,803
556,2.28,804
921,1.8,805
396,2.74,806
890,1.74,807
502,1.72,808
847,2.32,809
870,1.97,810
881,3.55,811
551,1.69,812
245,3.35,813
798,2.78,814
658,2.54,815
680,2.45,816
715,2.24,817
573,1.6,818
891,1.42,819
884,1.38,820
772,1.25,821
649,1.25,821
612,1.21,822
903,1.19,823
713,2.42,824
637,1.14,825
919,2.27,826
602,1.13,827
940,1.46,828
805,2.87,829
830,2.13,830
838,1.12,831
832,1.2,832
843,1.82,833
622,2.77,834
867,2.79,835
550,1.09,836
859,1.09,836
833,1.27,837
882,1.2,838
931,1.08,839
343,1.07,840
912,1.04,841
781,1.27,842
485,1.89,843
907,1.72,844
896,3.23,845
893,1.69,846
915,1.89,847
777,1.29,848
898,1.12,849
857,1.12,849
835,1.41,850
880,1.09,851
795,1.05,852
789,1.08,853
901,1.3,854
704,1.03,855
900,1.03,855
941,1.03,855
938,2.65,856
812,1.57,857
648,1.08,858
613,1.47,859
657,1.46,860
894,1.11,861
28,1.38,862
879,1.23,863
618,1.02,864
924,1.02,864
914,1.22,865
865,1.53,866
877,1.11,867
8,1.09,868
703,2.98,869
689,1.75,870
767,1.19,871
840,1.14,872
483,3.01,873
846,2.25,874
774,1.24,875
725,1.13,876
782,1.1,877
848,1.14,878
944,1.11,879
684,1.09,880
686,1.0,881
836,1.08,882
883,2.5,883
899,1.13,884
948,1.19,885
493,1.13,886
897,1.02,887
871,1.08,888
813,1.0,889
947,1.0,889
895,1.06,890
926,1.02,891
939,1.02,892
943,3.61,893
949,1.0,894
872,1.0,895
928,1.07,896
908,1.06,897
794,1.01,898
927,1.04,899
957,1.01,900
958,1.07,901
954,1.05,902
945,1.04,903
962,1.02,904
933,1.01,905
946,1.01,905
610,1.08,906
868,1.0,907
953,1.04,908
952,1.48,909
904,1.03,910
942,1.03,910
961,1.04,911
960,1.03,912
336,1.02,913
937,1.02,913
929,1.03,914
930,1.03,915
935,1.01,916
936,1.01,916
934,1.0,917
950,1.0,917
959,1.0,917
