P Value,Subgraph centrality,HCC Value,HVGc Index,CLC Values,LGC Scores,Second order centrality,H Values,Gravity Index Centrality,Node H-Index,Coreness Centrality,DNC Scores,Clustered Local Degree,PageRank Centrality,Constraint Coefficients,Volume Centrality,MDD Value,Local Gravity Model Centrality,Leverage Centrality,Global Relative Change in Avg Degree,DIL Centrality,Closeness Centrality,Betweenness Centrality,PE Values,Eigenvector Centrality,Average Spreading Ability
0.8493150684931506,0.08789869133138685,0.5697997709165101,0.12135564078854888,0.18505937378739837,0.08272712985711402,0.87307167140474,0.07203601667194243,0.29467449630454595,0.5,0.24202626641651032,0.1926618889657853,0.39117562450401333,0.17263573205007973,0.9431443680224338,0.9163860830527496,0.2855072463768116,0.06419326147760653,0.41209292269000664,0.08139645913008743,0.03158447925006168,0.5662379800979812,0.0038157730402695145,0.2199515832769397,0.296321445260235,0.42716981132075466
0.8287671232876712,0.07727831749661404,0.5483848274488384,0.10447938127029684,0.18230552171681258,0.07057943337820996,0.8805858854884288,0.0684544268910725,0.27013697045083096,0.5,0.24530956848030017,0.21252678755035737,0.3420782015057037,0.19976054033471438,0.9430442450177938,0.7828282828282828,0.2971014492753623,0.06472281711898326,0.5108644393306878,0.10465224136092215,0.045524103344732454,0.4914973756032267,0.005635930595717405,0.22617873824739104,0.2778400967551612,0.4264150943396226
1.0,0.25949158857607263,0.7387011080491885,0.31477882654569583,0.3265134966968815,0.19884331454035697,0.9357980971419988,0.2594610885382649,0.6223947410289417,0.7894736842105263,0.5089118198874296,0.4351266098384095,0.598731176145127,0.3733900159354311,0.9598480783039626,0.8054620276842498,0.49565217391304356,0.2142359770155297,0.7069896248369822,0.3372100953919229,0.0862905654132168,0.5662379800979812,0.01461676298206295,0.3962297401277044,0.5091364985125549,0.5524528301886793
0.8424657534246575,0.08056009319847475,0.5574216895053726,0.10952289478754482,0.1867639951524123,0.07208215521641761,0.8807567265962482,0.07201874240489159,0.2753438724887546,0.5,0.2528142589118199,0.21416221630646634,0.346117805114006,0.19760548003968073,0.9451852785984096,0.7890011223344556,0.2971014492753623,0.06579948273239009,0.4982434220011456,0.10465224136092215,0.04858383430078667,0.4958622148205861,0.005328534976469745,0.2247267623069713,0.28367816339753077,0.41283018867924526
1.0,1.0,1.0,1.0,0.9704144357200932,0.9988105140508058,0.993564170777088,1.0,1.0,0.9999999999999999,1.0,0.9677343011606963,1.0000000000000002,0.870416518447687,0.9946461851546615,0.9421997755331087,0.963768115942029,0.9956699317721681,0.9655988499404642,0.9534884038156769,0.441455602516861,0.8647462900011077,0.38091078368114684,0.9391889812656327,0.9999999999999999,0.9999999999999999
0.6095890410958904,0.04777607449763419,0.42227210402718157,0.0771914420539787,0.16193546036141926,0.06123437309585749,0.8503379512060393,0.03735103873354743,0.265877435311474,0.42105263157894735,0.1697936210131332,0.14977528992509404,0.30576960076002935,0.14209714720378372,0.9353780827722308,0.9827908716797604,0.2318840579710145,0.04206602768903088,0.35517383156011956,0.034884862945764344,0.036317875926795896,0.6134194429668639,0.003918873771935171,0.18824976691976314,0.21846505794590773,0.43396226415094336
0.9863013698630136,0.2500439250220046,0.7409711107863279,0.31929676143130264,0.39644266391145777,0.2159491064015316,0.932929907639731,0.2179476257472645,0.45019815154977655,0.7105263157894737,0.4352720450281426,0.3838852966977683,0.5761707183712426,0.34636132896407434,0.9732415192948138,0.9521137298915076,0.49130434782608695,0.2073634565647345,0.6508558146397865,0.30232640618434403,0.18167151064755974,0.6649446876221675,0.028558598148871184,0.4094998163132457,0.49979637038680325,0.6158490566037735
1.0,0.3645383175776798,0.7864105630857361,0.44358673111180846,0.39713270417848545,0.28150904341524174,0.9423327138945812,0.3355128392758754,0.7018795469995227,0.8684210526315789,0.5553470919324578,0.4606518850852144,0.721661758086473,0.3907632402954862,0.9656390439480033,0.9537972315750093,0.5260869565217391,0.2753455277416939,0.6849652656135213,0.37209375287684815,0.10184329404202003,0.6831904937601337,0.02262540061757431,0.44668772065674484,0.6034642447249583,0.7358490566037735
1.0,0.4964691587364065,0.8415660016914245,0.5747605059724611,0.5647645531754976,0.42156910465271075,0.9622001674204299,0.4677477051592736,0.781678936634895,0.9210526315789473,0.6636960600375235,0.6032969287915065,0.7660436780268794,0.5320058409036325,0.9787866350359536,0.9687616909839131,0.6202898550724638,0.4269096186029093,0.8072643619196367,0.5348842602153449,0.27876966140793313,0.7415072176633392,0.09320425303559629,0.5843127054775964,0.704255535015237,0.7569811320754717
1.0,0.3859579437519488,0.7956490990823121,0.45979263035157136,0.4282199179143231,0.3042991131081563,0.9470475106348261,0.358898930758587,0.71666497924471,0.8684210526315789,0.5773921200750469,0.49022003730262087,0.7236692678861996,0.4217038218575521,0.9687663492257537,0.9532360643471753,0.5434782608695653,0.30247867148825613,0.7189748558219577,0.40697744208442704,0.12862574551387315,0.6925280910706421,0.029002340414413044,0.4768137517055869,0.6209411735104576,0.8520754716981133
1.0,0.38261121477904175,0.7927534381639125,0.45680460321438515,0.42521563329951495,0.3011480741813668,0.9467684911687015,0.3561808280269979,0.715406644585545,0.8684210526315789,0.5755159474671669,0.4952353974558511,0.7153112038331699,0.4215895499771393,0.9676418823808564,0.9532360643471753,0.5434782608695653,0.2994681037812028,0.7245595465068935,0.40697744208442704,0.1182801974411069,0.6925280910706421,0.03172700928159471,0.4690369546199266,0.6182424662473145,0.8935849056603773
