Local-Global Centrality,Density Centrality,PE Values,Local Gravity Model Centrality,Subgraph centrality,HVGc Index,Extended Improved Gravity Index Values,DNC Scores,Degree Centrality,Coreness Centrality,MCGM Values,EIGSM Values,GGC Values,DIL Centrality,Clustering Coefficient,Leverage Centrality,HCC Value,P Value,K-Shell Value,Gravity Index Centrality,Clustered Local Degree,Volume Centrality,Closeness Centrality,H-GSM_1,Global Relative Change in Avg Clustering,Average Spreading Ability
0.14370970415741777,0.09134231895239948,0.2199515832769397,0.06419326147760653,0.08789869133138685,0.12135564078854888,0.2820584551079836,0.1926618889657853,0.20202020276390162,0.24202626641651032,0.1605547019347627,0.3051413476812297,0.04207768233373722,0.03158447925006168,0.742857143,0.41209292269000664,0.5697997709165101,0.8493150684931506,0.6071428571428571,0.29467449630454595,0.39117562450401333,0.9163860830527496,0.5662379800979812,4.070822451462668e-05,0.03713415761028798,0.42716981132075466
0.15047480892134465,0.09111733787124734,0.22617873824739104,0.06472281711898326,0.07727831749661404,0.10447938127029684,0.26781321289199217,0.21252678755035737,0.2222222224433221,0.24530956848030017,0.14648085419720913,0.2766744435047768,0.04730497041976747,0.045524103344732454,0.656126482,0.5108644393306878,0.5483848274488384,0.8287671232876712,0.6071428571428571,0.27013697045083096,0.3420782015057037,0.7828282828282828,0.4914973756032267,4.765359281654338e-05,0.06331774103640131,0.4264150943396226
0.32182459134833996,0.23027836296961693,0.3962297401277044,0.2142359770155297,0.25949158857607263,0.31477882654569583,0.5212425855860604,0.4351266098384095,0.4242424252072237,0.5089118198874296,0.35473716144806394,0.4870646818875786,0.11403392966715639,0.0862905654132168,0.635658915,0.7069896248369822,0.7387011080491885,1.0,0.9999999999999999,0.6223947410289417,0.598731176145127,0.8054620276842498,0.5662379800979812,0.0032221770127426725,0.18364831576147955,0.5524528301886793
0.1511665484772986,0.09205816784463702,0.2247267623069713,0.06579948273239009,0.08056009319847475,0.10952289478754482,0.27448513764268195,0.21416221630646634,0.2222222224433221,0.2528142589118199,0.14967612710822728,0.2799926338768145,0.04826764813911722,0.04858383430078667,0.648221344,0.4982434220011456,0.5574216895053726,0.8424657534246575,0.6071428571428571,0.2753438724887546,0.346117805114006,0.7890011223344556,0.4958622148205861,4.7455855143133644e-05,0.07133447674339985,0.41283018867924526
0.946077284976348,0.8912727794203342,0.9391889812656327,0.9956699317721681,1.0,1.0,1.0,0.9677343011606963,0.9595959606411592,1.0,0.9999999999999998,1.0,0.82018707497796,0.441455602516861,0.311622807,0.9655988499404642,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9421997755331087,0.8647462900011077,1.0,0.7589793750460142,0.9999999999999999
0.11565419211955949,0.07669809584026338,0.18824976691976314,0.04206602768903088,0.04777607449763419,0.0771914420539787,0.19734791773995397,0.14977528992509404,0.1616161614151617,0.1697936210131332,0.12549276742784615,0.24150074081940848,0.037644909579746255,0.036317875926795896,0.683823529,0.35517383156011956,0.42227210402718157,0.6095890410958904,0.5714285714285714,0.265877435311474,0.30576960076002935,0.9827908716797604,0.6134194429668639,2.480274639314216e-05,0.1000014273844457,0.43396226415094336
0.3115249530333401,0.2330190415922238,0.4094998163132457,0.2073634565647345,0.2500439250220046,0.31929676143130264,0.4802302046480859,0.3838852966977683,0.39393939369819403,0.4352720450281426,0.3275086299934247,0.5117262273912621,0.1618126477314752,0.18167151064755974,0.512820513,0.6508558146397865,0.7409711107863279,0.9863013698630136,0.7142857142857143,0.45019815154977655,0.5761707183712426,0.9521137298915076,0.6649446876221675,0.0004240449836355176,0.19074626663841948,0.6158490566037735
0.37134633661105343,0.28398748300751275,0.44668772065674484,0.2753455277416939,0.3645383175776798,0.44358673111180846,0.5963575852984587,0.4606518850852144,0.45454545472635444,0.5553470919324578,0.44634918194742984,0.5924564168325018,0.1486118772751165,0.10184329404202003,0.64057971,0.6849652656135213,0.7864105630857361,1.0,0.9999999999999999,0.7018795469995227,0.721661758086473,0.9537972315750093,0.6831904937601337,0.005146955853642202,0.18190953613010533,0.7358490566037735
0.515561782296738,0.42691182792230475,0.5843127054775964,0.4269096186029093,0.4964691587364065,0.5747605059724611,0.6929086393127467,0.6032969287915065,0.5959595964620957,0.6636960600375235,0.5740598074213411,0.6996833637681926,0.3055043958390118,0.27876966140793313,0.464971751,0.8072643619196367,0.8415660016914245,1.0,0.9999999999999999,0.781678936634895,0.7660436780268794,0.9687616909839131,0.7415072176633392,0.039877990556439855,0.2055027924147288,0.7569811320754717
0.4001512913818697,0.31153743896574704,0.4768137517055869,0.30247867148825613,0.3859579437519488,0.45979263035157136,0.6138799929356942,0.49022003730262087,0.48484848424548516,0.5773921200750469,0.468896096185661,0.6096093175943985,0.17624153997214687,0.12862574551387315,0.595238095,0.7189748558219577,0.7956490990823121,1.0,0.9999999999999999,0.71666497924471,0.7236692678861996,0.9532360643471753,0.6925280910706421,0.007984474071952446,0.16929774939035658,0.8520754716981133
0.3994534664007343,0.31153743896574704,0.4690369546199266,0.2994681037812028,0.38261121477904175,0.45680460321438515,0.6094870101847597,0.4952353974558511,0.48484848424548516,0.5755159474671669,0.46652278296752675,0.6057439454931999,0.17507667320430592,0.1182801974411069,0.592687075,0.7245595465068935,0.7927534381639125,1.0,0.9999999999999999,0.715406644585545,0.7153112038331699,0.9532360643471753,0.6925280910706421,0.007984379767255806,0.18519514974765347,0.8935849056603773
0.34281968388682904,0.2601803938227573,0.4183821751647831,0.24078105068520403,0.3051794390562556,0.3914754923104113,0.5569281214582724,0.42716922288443754,0.4242424252072237,0.5196998123827392,0.4073172161531853,0.5497200545415734,0.137732521512546,0.1461058140127032,0.632336656,0.664496074904804,0.7677956024057004,1.0,0.9999999999999999,0.6837385556632292,0.6716512999380382,0.9695099139543583,0.6831904937601337,0.003316692954578708,0.06031844946983935,0.6943396226415095
0.3181140811194481,0.2497494528950448,0.42500473546153045,0.18495827920748048,0.16821495303629538,0.2432245075254907,0.3935465850603805,0.3953611458564501,0.40404040353790427,0.3775797373358349,0.28605620092874157,0.4401393251410205,0.19356280361230954,0.2321211163106535,0.415853659,0.7316597763767769,0.6547494649916439,0.8767123287671232,0.7142857142857143,0.4304553146559829,0.4690886203647122,0.979985035540591,0.7116505272139829,0.00046579544243582015,0.20962229905056395,0.6135849056603774
0.30070470469009575,0.23277360769953717,0.40827945321837317,0.17388149656520263,0.1623168221935094,0.23784318477623015,0.38611254001974576,0.3737468548917654,0.3838383838584838,0.3653846153846154,0.2766530483955257,0.4325845113625837,0.17144677973190398,0.17941215668581373,0.452091768,0.7013428563269598,0.645161048187575,0.8630136986301369,0.7142857142857143,0.4245324635878448,0.47549056081460517,0.9803591470258136,0.7052092421979931,0.000376804633852382,0.11543859016487042,0.6747169811320755
0.47463665439855035,0.38011576304265837,0.5531260241246454,0.39566291003990683,0.4857112148081369,0.5871174988739593,0.6871332416540843,0.555721535673121,0.5555555551133559,0.648217636022514,0.5506243898888602,0.6912510170236447,0.25854004841791894,0.23135875932890632,0.512987013,0.7580744607116491,0.8386703412750773,1.0,0.9999999999999999,0.7641671126281838,0.7856429377988213,0.9519266741488963,0.7148974915106511,0.02223840659338893,0.15357182298028854,0.6490566037735849
0.6895435393663744,0.5981019777132807,0.7424669568951212,0.6666140036747065,0.7683532709626659,0.819927720965399,0.8574321517835302,0.7513535483775229,0.7474747480375472,0.825046904315197,0.7764791674710833,0.8707183416859307,0.4918925029974597,0.33085292102165736,0.403963964,0.869486529713878,0.9271948205183568,1.0,0.9999999999999999,0.8845477950216231,0.9172438831473597,0.9528619528619527,0.7836701454152938,0.34637290228403855,0.3976642356055791,0.9939622641509435
0.9999999999999999,1.0,1.0,1.0,0.7144999999194309,0.9074616866704734,0.8854711931537511,0.9999999999999999,0.9999999999999999,0.9029080675422139,0.8561739630730161,0.940433286529661,1.0,1.0,0.237171717,1.0,0.9727937356996341,0.9794520547945205,0.7142857142857143,0.6953130649850302,0.9093678748933828,0.9979423868312757,1.0,0.2393933893004747,0.38151516483285325,0.909433962264151
0.23161854137830937,0.16914486738226092,0.334305529518662,0.12632974054699292,0.12729158853876535,0.20387040544713395,0.329918597652419,0.28657516818601725,0.30303030315090296,0.2983114446529081,0.23166888712438313,0.3934008444116534,0.1149398819495799,0.13310794014390814,0.524731183,0.568967427743172,0.5850106653246873,0.7808219178082191,0.7142857142857143,0.39309579253388105,0.4563250397178707,0.9865319865319865,0.6649446876221675,0.0001602397875776932,0.2228942510964566,0.48452830188679236
0.32182459134833996,0.23027836296961693,0.3962297401277044,0.2142359770155297,0.25949158857607263,0.31477882654569583,0.5212425855860604,0.4351266098384095,0.4242424252072237,0.5089118198874296,0.35473716144806394,0.4870646818875786,0.11403392966715639,0.0862905654132168,0.635658915,0.7069896248369822,0.7387011080491885,1.0,0.9999999999999999,0.6223947410289417,0.598731176145127,0.8054620276842498,0.5662379800979812,0.0032221770127426725,0.18364831576147955,0.6898113207547171
0.6763149333803784,0.6067739758205419,0.7211185111672838,0.6098784070030075,0.6296196260637017,0.6894218394411198,0.789377459487911,0.7362883357971753,0.7373737381978369,0.7833020637898687,0.7115653052422242,0.7924295290412885,0.5084125385918374,0.47783282150140416,0.362088116,0.8890659630891842,0.8965835521122817,1.0,0.9999999999999999,0.868608889338868,0.8250640094587488,0.9790497568275345,0.8445316140703923,0.3007074289550369,0.3755900168731866,0.9199999999999999
0.3563915299617219,0.27412922085419034,0.44664235748940717,0.2439496073681377,0.2781813082075152,0.3448513051697871,0.5050613073263076,0.4389794069091853,0.4444444448866442,0.4737335834896811,0.3587487993683471,0.5355076627608506,0.2034816612901561,0.2088968103668087,0.462626263,0.7185866190658631,0.7528295303275361,0.9863013698630136,0.7142857142857143,0.4679667047541909,0.5825268106455568,0.9489337822671156,0.6739970940745307,0.0007203285537534655,0.15675329387742223,0.5698113207547171
0.43321027258698397,0.3561450514170512,0.5394752210883828,0.3188685648749547,0.3106728970017311,0.44047821825893174,0.5417999855283859,0.5049697674144902,0.5151515157545149,0.5089118198874296,0.41223216421551995,0.5982657086018244,0.2975211050407719,0.3700941424735626,0.390648567,0.7686877152262606,0.7770557125972619,0.9657534246575341,0.7142857142857143,0.5007701875931095,0.6265573779376447,0.997568275346053,0.7483417273135936,0.0014567066567183623,0.2950976481211864,0.7011320754716982
