Starting Node,Average Spreading Ability,Node,Rank
2,4.67,2,16.0
27,4.44,27,20.0
24,5.15,24,9.0
25,4.77,25,14.0
29,4.41,29,21.0
3,5.61,3,1.0
4,5.21,4,8.0
18,4.45,18,19.0
20,4.84,20,12.0
16,4.75,16,15.0
17,4.58,17,18.0
12,5.54,12,4.0
13,5.59,13,2.0
31,4.96,31,10.0
32,4.94,32,11.0
7,4.75,7,15.0
8,5.23,8,7.0
9,5.44,9,5.0
5,3.71,5,29.0
28,4.28,28,24.0
30,4.14,30,26.0
10,5.54,10,4.0
21,5.58,21,3.0
14,4.62,14,17.0
1,3.87,1,28.0
26,4.29,26,23.0
19,4.18,19,25.0
6,3.92,6,27.0
23,4.33,23,22.0
15,4.94,15,11.0
22,4.78,22,13.0
11,5.32,11,6.0
