Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.0,0.0,0.0,0.0,0.0
10,0.05,0.05263157894736842,0.05263157894736842,0.05,0.05263157894736842
15,0.32,0.25,0.25,0.32,0.2
20,0.375,0.3333333333333333,0.3793103448275862,0.375,0.3793103448275862
25,0.425,0.3684210526315789,0.3684210526315789,0.425,0.3684210526315789
30,0.5111111111111111,0.4090909090909091,0.4090909090909091,0.5111111111111111,0.4090909090909091
35,0.5,0.46938775510204084,0.46938775510204084,0.5,0.46938775510204084
40,0.5084745762711864,0.4642857142857143,0.4642857142857143,0.5084745762711864,0.4909090909090909
45,0.5303030303030303,0.5081967213114754,0.5081967213114754,0.5303030303030303,0.5081967213114754
50,0.5774647887323944,0.5223880597014925,0.5454545454545454,0.5774647887323944,0.5223880597014925
55,0.631578947368421,0.5694444444444444,0.5915492957746479,0.631578947368421,0.5915492957746479
60,0.6707317073170732,0.631578947368421,0.6533333333333333,0.6707317073170732,0.6756756756756757
65,0.6703296703296703,0.6666666666666666,0.6875,0.6703296703296703,0.7088607594936709
70,0.64,0.6590909090909091,0.6781609195402298,0.64,0.6590909090909091
75,0.6448598130841121,0.6526315789473685,0.6526315789473685,0.6448598130841121,0.6881720430107527
80,0.6379310344827587,0.67,0.67,0.6379310344827587,0.67
