Starting Node,Average Spreading Ability,Rank
172,29.21,1.0
177,29.0,2.0
27,27.74,3.0
240,26.98,4.0
173,26.23,5.0
241,24.69,6.0
55,23.25,7.0
197,22.96,8.0
17,22.52,9.0
54,22.33,10.0
174,22.01,11.0
244,21.93,12.0
245,21.54,13.0
25,20.05,14.0
305,19.57,15.0
195,18.93,16.0
175,18.61,17.0
26,18.53,18.0
28,18.38,19.0
15,18.18,20.0
198,18.09,21.0
58,18.07,22.0
443,17.99,23.0
13,17.98,24.0
196,17.86,25.0
370,17.7,26.0
60,17.4,27.0
364,17.3,28.0
251,17.09,29.0
178,16.75,30.0
243,16.69,31.0
444,16.53,32.0
59,16.53,32.0
271,16.5,33.0
246,16.27,34.0
250,15.96,35.0
147,15.91,36.0
238,15.72,37.0
306,15.39,38.0
262,15.31,39.0
418,15.24,40.0
242,15.19,41.0
24,15.16,42.0
18,15.09,43.0
215,14.9,44.0
392,14.73,45.0
53,14.31,46.0
256,14.22,47.0
163,14.12,48.0
154,14.06,49.0
102,13.86,50.0
157,13.79,51.0
261,13.75,52.0
162,13.6,53.0
383,13.53,54.0
106,13.29,55.0
16,13.23,56.0
253,13.17,57.0
176,13.03,58.0
29,13.02,59.0
107,12.99,60.0
166,12.91,61.0
371,12.85,62.0
99,12.47,63.0
308,12.46,64.0
398,12.45,65.0
156,12.43,66.0
377,12.42,67.0
260,12.35,68.0
453,12.34,69.0
263,12.34,69.0
56,12.23,70.0
304,12.06,71.0
248,12.0,72.0
161,11.97,73.0
69,11.89,74.0
255,11.71,75.0
167,11.64,76.0
378,11.59,77.0
143,11.56,78.0
32,11.55,79.0
312,11.54,80.0
266,11.37,81.0
451,11.3,82.0
278,11.17,83.0
139,11.15,84.0
317,11.07,85.0
52,11.02,86.0
394,10.95,87.0
57,10.92,88.0
63,10.9,89.0
450,10.88,90.0
360,10.73,91.0
210,10.73,91.0
137,10.7,92.0
38,10.7,92.0
138,10.47,93.0
254,10.42,94.0
325,10.42,94.0
165,10.41,95.0
311,10.38,96.0
168,10.32,97.0
318,10.29,98.0
247,10.23,99.0
386,10.19,100.0
48,10.18,101.0
380,10.11,102.0
475,10.09,103.0
319,10.06,104.0
315,10.03,105.0
141,10.03,105.0
400,10.03,105.0
122,10.01,106.0
11,9.98,107.0
449,9.95,108.0
272,9.94,109.0
452,9.93,110.0
461,9.93,110.0
211,9.93,110.0
146,9.92,111.0
164,9.9,112.0
216,9.9,112.0
268,9.85,113.0
169,9.83,114.0
83,9.82,115.0
239,9.81,116.0
155,9.79,117.0
101,9.77,118.0
259,9.68,119.0
181,9.61,120.0
214,9.59,121.0
326,9.55,122.0
338,9.5,123.0
159,9.42,124.0
258,9.42,124.0
249,9.42,124.0
179,9.36,125.0
286,9.35,126.0
87,9.33,127.0
212,9.27,128.0
390,9.26,129.0
310,9.22,130.0
257,9.13,131.0
476,9.1,132.0
471,9.09,133.0
320,9.08,134.0
436,9.08,134.0
131,9.07,135.0
217,9.01,136.0
448,8.97,137.0
12,8.91,138.0
416,8.79,139.0
417,8.78,140.0
279,8.71,141.0
465,8.7,142.0
348,8.69,143.0
302,8.69,143.0
374,8.68,144.0
61,8.68,144.0
270,8.65,145.0
473,8.63,146.0
420,8.6,147.0
265,8.55,148.0
118,8.51,149.0
142,8.51,149.0
269,8.48,150.0
430,8.47,151.0
105,8.47,151.0
31,8.45,152.0
329,8.38,153.0
267,8.37,154.0
42,8.35,155.0
160,8.31,156.0
331,8.29,157.0
276,8.27,158.0
281,8.27,158.0
466,8.26,159.0
421,8.24,160.0
289,8.21,161.0
454,8.19,162.0
185,8.17,163.0
422,8.16,164.0
460,8.14,165.0
307,8.13,166.0
86,8.11,167.0
97,8.06,168.0
35,8.06,168.0
472,8.06,168.0
434,8.05,169.0
104,8.02,170.0
252,8.0,171.0
321,7.87,172.0
474,7.83,173.0
180,7.81,174.0
372,7.8,175.0
366,7.76,176.0
264,7.75,177.0
140,7.69,178.0
384,7.68,179.0
209,7.67,180.0
446,7.63,181.0
344,7.62,182.0
186,7.57,183.0
399,7.55,184.0
274,7.55,184.0
65,7.55,184.0
277,7.54,185.0
419,7.52,186.0
285,7.51,187.0
170,7.5,188.0
234,7.47,189.0
363,7.41,190.0
445,7.36,191.0
486,7.33,192.0
2,7.18,193.0
208,7.08,194.0
51,7.07,195.0
324,7.04,196.0
62,7.02,197.0
68,7.0,198.0
343,6.99,199.0
376,6.96,200.0
7,6.95,201.0
44,6.95,201.0
88,6.9,202.0
4,6.9,202.0
424,6.86,203.0
349,6.85,204.0
387,6.84,205.0
112,6.81,206.0
1,6.8,207.0
67,6.8,207.0
136,6.79,208.0
303,6.78,209.0
66,6.73,210.0
435,6.71,211.0
480,6.69,212.0
314,6.66,213.0
403,6.62,214.0
284,6.6,215.0
135,6.57,216.0
373,6.56,217.0
14,6.55,218.0
393,6.54,219.0
77,6.51,220.0
397,6.51,220.0
330,6.44,221.0
309,6.43,222.0
391,6.43,222.0
470,6.41,223.0
129,6.41,223.0
288,6.4,224.0
346,6.38,225.0
275,6.36,226.0
81,6.33,227.0
433,6.31,228.0
50,6.28,229.0
84,6.28,229.0
153,6.25,230.0
117,6.22,231.0
193,6.2,232.0
350,6.18,233.0
395,6.16,234.0
423,6.1,235.0
462,6.1,235.0
227,6.04,236.0
432,6.01,237.0
367,6.01,237.0
89,6.0,238.0
487,5.98,239.0
489,5.94,240.0
365,5.83,241.0
490,5.82,242.0
488,5.81,243.0
375,5.8,244.0
408,5.8,244.0
342,5.76,245.0
328,5.7,246.0
80,5.68,247.0
359,5.67,248.0
46,5.66,249.0
358,5.66,249.0
283,5.64,250.0
463,5.64,250.0
9,5.63,251.0
477,5.62,252.0
290,5.62,252.0
3,5.61,253.0
341,5.59,254.0
