Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.22521137586471943,0.6751640576421526,1.023612545255703e-110,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.2752583482791015,0.7256285609741236,7.713169488949018e-128,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.3253053206934836,0.7761163610966424,3.8195659291895455e-146,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.3753522931078657,0.8154053074148816,2.777482925813682e-161,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.4253992655222478,0.8199217960065078,3.749020651915617e-163,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.4754462379366299,0.800276066876158,1.3837147941283461e-155,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.525493210351012,0.7572005993165228,1.5593013227378354e-139,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.5755401827653941,0.752410021094644,8.230493135781595e-138,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.6255871551797763,0.7280531060306039,3.586690144131392e-129,0.45042275172943885,0.22521137586471943,0.6756341275941583
0.6756341275941583,0.7368451446574718,2.8441026468959426e-132,0.45042275172943885,0.22521137586471943,0.6756341275941583
