feature,score,rank
Degree Centrality,9.992007221626409e-16,1
Global Relative Change in Avg Degree,9.992007221626409e-16,2
Coreness Centrality,1.1102230246251565e-15,3
DNC Scores,0.000186071304203006,4
MDD Value,0.00019819596857184596,5
Density Centrality,0.00024015631931306736,6
Clustering Coefficient,0.00026351418341707955,7
Local Gravity Model Centrality,0.000300481654227025,8
Laplacian Centrality,0.0003169109344712817,9
Subgraph centrality,0.00033035018640970026,10
DIL Centrality,0.0003907255357002981,11
Local-Global Centrality,0.0004967631538057571,12
Gravity Model Centrality,0.0005165843511603097,13
Constraint Coefficients,0.0005616924683339297,14
GGC Values,0.0005808066139623147,15
PageRank Centrality,0.0007303802992909558,16
Clustered Local Degree,0.000734933660824777,17
Extended Degree,0.0007477936501255611,18
Societal Capital Scores,0.0009147578297880044,19
CLC Values,0.0010474459117084667,20
Leverage Centrality,0.001081300220119319,21
HVGc Index,0.001084972769267778,22
LGC Scores,0.0013137354046653948,23
H-GSM_1,0.0013597335552947287,24
Gravity Index Centrality,0.001361304098507543,25
Extended Coreness,0.001430454967117134,26
GSM,0.0018106980074470425,27
EHCC Value,0.0021246208962989455,28
I-GSM Values,0.0021878601596794223,29
GIN Values,0.0023276911224126007,30
Global Relative Change in Avg Clustering,0.0024153322603172045,31
HCC Value,0.0024951320418988843,32
Improved Gravity Index Values,0.002891179198183602,33
EIGSM Values,0.0030090781420216706,34
P Value,0.0030671968052444765,35
Semi local centrality,0.0030692224169631688,36
Isolating Centrality,0.0034843837271143485,37
Betweenness Centrality,0.0034897152781608876,38
Extended Improved Gravity Index Values,0.004727123286850543,39
PE Values,0.005061130793407198,40
MCGM Values,0.005417927224614538,41
Volume Centrality,0.005844862677636953,42
H Values,0.007192714840515757,43
Closeness Centrality,0.007641383556281411,44
Second order centrality,0.008936284834128005,45
Centrality Values,0.01035913002124067,46
Eigenvector Centrality,0.010644556329623356,47
Eccentricity Centrality,0.022532336978178247,48
