Starting Node,Average Spreading Ability,Rank
44,28.56,1.0
103,27.72,2.0
268,27.15,3.0
83,24.19,4.0
251,21.69,5.0
65,20.97,6.0
93,20.86,7.0
88,19.95,8.0
121,19.26,9.0
106,18.07,10.0
273,16.52,11.0
95,15.75,12.0
109,15.7,13.0
320,15.32,14.0
315,15.22,15.0
72,15.0,16.0
116,14.82,17.0
195,14.63,18.0
112,14.63,18.0
101,13.93,19.0
94,13.87,20.0
279,13.63,21.0
258,13.55,22.0
104,13.44,23.0
81,13.23,24.0
318,12.63,25.0
507,12.61,26.0
84,12.59,27.0
102,12.4,28.0
269,12.35,29.0
398,12.32,30.0
331,12.32,30.0
92,12.31,31.0
235,12.21,32.0
241,11.8,33.0
117,11.42,34.0
411,11.35,35.0
97,11.27,36.0
261,11.22,37.0
82,11.19,38.0
420,11.04,39.0
255,11.01,40.0
182,10.98,41.0
183,10.94,42.0
198,10.44,43.0
245,10.34,44.0
76,10.31,45.0
270,10.29,46.0
85,10.16,47.0
503,10.15,48.0
276,9.86,49.0
227,9.81,50.0
271,9.79,51.0
280,9.73,52.0
375,9.71,53.0
364,9.7,54.0
508,9.6,55.0
90,9.59,56.0
275,9.42,57.0
309,9.41,58.0
110,9.4,59.0
105,9.36,60.0
499,9.34,61.0
349,9.24,62.0
100,9.23,63.0
197,9.18,64.0
272,9.16,65.0
305,9.13,66.0
313,9.11,67.0
259,9.09,68.0
199,9.08,69.0
319,9.02,70.0
230,8.98,71.0
79,8.94,72.0
490,8.9,73.0
505,8.85,74.0
493,8.81,75.0
98,8.8,76.0
77,8.76,77.0
231,8.73,78.0
307,8.68,79.0
576,8.41,80.0
317,8.31,81.0
340,8.31,81.0
548,8.24,82.0
250,8.14,83.0
257,8.09,84.0
510,8.07,85.0
414,8.04,86.0
516,8.03,87.0
178,7.79,88.0
118,7.71,89.0
316,7.71,89.0
236,7.66,90.0
410,7.66,90.0
244,7.64,91.0
274,7.63,92.0
502,7.52,93.0
377,7.47,94.0
253,7.44,95.0
504,7.41,96.0
530,7.39,97.0
266,7.34,98.0
115,7.31,99.0
461,7.22,100.0
619,7.14,101.0
513,7.14,101.0
412,7.07,102.0
460,7.07,102.0
322,7.06,103.0
262,6.94,104.0
328,6.87,105.0
363,6.79,106.0
277,6.78,107.0
108,6.73,108.0
393,6.57,109.0
62,6.56,110.0
605,6.42,111.0
242,6.39,112.0
264,6.38,113.0
185,6.37,114.0
584,6.37,114.0
301,6.35,115.0
481,6.34,116.0
248,6.31,117.0
74,6.3,118.0
60,6.27,119.0
416,6.22,120.0
347,6.2,121.0
471,6.2,121.0
240,6.19,122.0
284,6.16,123.0
336,6.16,123.0
312,6.1,124.0
321,6.08,125.0
123,6.05,126.0
323,6.04,127.0
114,6.03,128.0
494,5.98,129.0
127,5.97,130.0
288,5.96,131.0
479,5.95,132.0
246,5.9,133.0
496,5.85,134.0
594,5.8,135.0
314,5.79,136.0
298,5.76,137.0
492,5.73,138.0
201,5.65,139.0
171,5.58,140.0
462,5.51,141.0
476,5.48,142.0
429,5.46,143.0
380,5.45,144.0
401,5.45,144.0
641,5.45,144.0
448,5.44,145.0
344,5.38,146.0
265,5.38,146.0
200,5.37,147.0
522,5.27,148.0
329,5.27,148.0
515,5.24,149.0
225,5.22,150.0
111,5.2,151.0
690,5.2,151.0
330,5.18,152.0
252,5.17,153.0
408,5.17,153.0
470,5.15,154.0
96,5.13,155.0
714,5.12,156.0
593,5.1,157.0
260,5.1,157.0
419,5.09,158.0
333,5.08,159.0
247,5.02,160.0
586,5.01,161.0
263,4.98,162.0
216,4.98,162.0
407,4.98,162.0
351,4.94,163.0
306,4.89,164.0
348,4.87,165.0
590,4.86,166.0
249,4.84,167.0
202,4.83,168.0
281,4.82,169.0
210,4.8,170.0
520,4.8,170.0
478,4.79,171.0
311,4.78,172.0
243,4.76,173.0
521,4.76,173.0
327,4.75,174.0
300,4.73,175.0
622,4.71,176.0
113,4.71,176.0
63,4.69,177.0
282,4.64,178.0
229,4.64,178.0
615,4.63,179.0
578,4.62,180.0
446,4.62,180.0
588,4.61,181.0
487,4.59,182.0
332,4.58,183.0
506,4.48,184.0
745,4.46,185.0
561,4.44,186.0
759,4.43,187.0
232,4.43,187.0
296,4.42,188.0
346,4.4,189.0
256,4.37,190.0
28,4.35,191.0
654,4.31,192.0
335,4.28,193.0
283,4.26,194.0
99,4.26,194.0
519,4.26,194.0
267,4.23,195.0
165,4.23,195.0
234,4.22,196.0
119,4.2,197.0
509,4.16,198.0
501,4.16,198.0
146,4.15,199.0
750,4.12,200.0
458,4.1,201.0
324,4.09,202.0
387,4.09,202.0
571,4.08,203.0
310,4.06,204.0
545,4.05,205.0
653,4.05,205.0
302,4.02,206.0
233,4.0,207.0
287,4.0,207.0
406,4.0,207.0
518,3.99,208.0
130,3.98,209.0
303,3.98,209.0
512,3.97,210.0
613,3.96,211.0
326,3.95,212.0
223,3.94,213.0
643,3.92,214.0
415,3.91,215.0
495,3.91,215.0
595,3.89,216.0
547,3.87,217.0
50,3.85,218.0
124,3.84,219.0
226,3.84,219.0
120,3.83,220.0
551,3.81,221.0
500,3.78,222.0
379,3.76,223.0
222,3.75,224.0
639,3.74,225.0
352,3.74,225.0
154,3.73,226.0
71,3.72,227.0
587,3.7,228.0
166,3.7,228.0
497,3.69,229.0
254,3.68,230.0
190,3.66,231.0
482,3.63,232.0
122,3.63,232.0
443,3.63,232.0
569,3.63,232.0
440,3.61,233.0
192,3.58,234.0
173,3.58,234.0
188,3.58,234.0
610,3.57,235.0
