feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.17702267206496547,0.04264052547621447,0.14773469004093231,-0.07353194239326477,0.01632177766750531
Betweenness Centrality,0.05366322725449035,-0.2539289018903825,0.11593672214079268,0.08529032114420318,0.16083772327460638
Leverage Centrality,0.14261643593197526,-0.03065075158473718,0.2745950068605526,-0.1415008081450511,0.09874971563395127
Isolating Centrality,0.11057898769981331,-0.009358604754213018,0.36378234622647776,-0.07386398549649091,-0.01602814435762699
GSM,0.10272002895453777,-0.24280744105075097,-0.08158021995610265,-0.11385072418861197,-0.07028571277581117
H-GSM_1,0.15492350240302924,-0.16742544572045628,-0.039127663486053586,-0.10713226545158727,-0.048486856657592226
Local-Global Centrality,0.18192193992439806,-0.07493829782375323,0.038433204838901315,-0.09658353117751661,-0.013354867032924156
PageRank Centrality,0.1616326750313187,0.003931336287587686,0.23263988840217883,-0.09720551934653135,-0.008895124390880166
Coreness Centrality,0.17702267222845383,0.04264052503185936,0.1477346885850476,-0.07353194294649788,0.0163217798158771
Extended Coreness,0.17076072974403486,0.11683584614527961,-0.07315220163052209,0.030376182843041288,-0.07321804027822795
Global Relative Change in Avg Degree,0.17702267249923126,0.04264052429589622,0.14773468617373875,-0.07353194386279041,0.016321783374117972
Global Relative Change in Avg Clustering,0.001249920346116632,-0.20714027111483788,0.2508963842467554,0.19174705013334586,0.20812527568200598
Clustering Coefficient,-0.08788429170885066,0.2268170581090832,-0.0990291518444809,-0.20899916288810694,-0.19379927124777319
DIL Centrality,0.14985273250450198,-0.13405149270331143,0.10348792734888336,0.2030563961764048,0.17573611950081994
I-GSM Values,0.172852440371781,-0.04854878183472581,-0.16567173893745518,0.046154675631720245,-0.0881009814115996
Clustered Local Degree,0.060864675555390164,0.25535478836942543,-0.1293748184003821,-0.12065942102203818,-0.18056782023747692
Gravity Index Centrality,0.18292975200383577,-0.044612402022987004,0.014934910705051261,0.12686417524944155,-0.0863817154632539
Gravity Model Centrality,0.1900155772911852,-0.0015080724098308778,0.004995823783213944,-0.023368297151530576,-0.032554483995688874
Local Gravity Model Centrality,0.18178258746010353,0.07731652266678689,0.06193648391867061,-0.03233059495382327,-0.03086950644652686
Laplacian Centrality,0.18142036735425685,0.08007299057794166,0.06136470460735056,-0.027424505486193167,-0.03316947140942734
Closeness Centrality,0.015694776635532055,-0.27449411354094766,-0.06550628455563665,-0.2895608079434011,-0.04524710285005228
Semi local centrality,0.1627921666101811,0.0048941828825105164,-0.18782801531374044,0.05456767804131524,-0.2202613461633667
Eccentricity Centrality,-0.005377274872658165,-0.2537930482705729,-0.02916773049310842,-0.34268820761284713,-0.05525787288782792
Density Centrality,0.18509281452272575,0.008335829329406096,0.10276057262033574,0.008329981346044369,-0.03877698835923685
MDD Value,0.08049020608606275,0.08983636955706767,0.1662434673865517,-0.1842389505545139,-0.10422908256297739
EHCC Value,0.104571053836807,0.23625052091021312,-0.05533490765024344,0.05476755924230502,0.1968425021013901
HCC Value,0.08389904166175255,0.24868850907852752,-0.05571249027947827,0.05358186183399527,0.2351792679200218
P Value,0.04593558302228408,0.2608121776485751,-0.058985000247669235,0.06098288726033627,0.29073314551972146
Extended Degree,0.17947397157290812,0.09669199961365,-0.0025167343846982542,-0.0030083717407834287,-0.04627641506831494
Eigenvector Centrality,0.1007364543968253,0.008411878433877742,-0.28844625407527535,-0.20637562233650023,0.38928765687192346
CLC Values,0.16652782911573558,-0.12157328976896001,-0.04903435198404279,0.16912460689120692,0.0021768947517634275
Centrality Values,0.17947678705795675,-0.01633704633698924,0.009935287347893226,0.030139882383321628,-0.18684857929790097
Constraint Coefficients,0.11467091533900164,-0.19813701826931454,0.03809514378568308,0.24100754009840245,0.1749196977970532
HVGc Index,0.18692751349578338,0.0370092802624831,-0.017051646190247863,0.07234538977357471,-0.010257721181388072
PE Values,0.1719605697557404,-0.08855624604819025,-0.04416090571665755,-0.044475506017538476,-0.16090515636908362
H Values,0.11918164526041569,0.007135263638714156,-0.2518626091977908,-0.2096387944351224,0.3671158002572673
Volume Centrality,0.09147075071169465,-0.11074497805877583,-0.26785450100762936,0.3553959231776199,-0.15543636225429203
GIN Values,0.12299483407589903,-0.19461292743122496,-0.17793059964308308,-0.08274658194204391,-0.050813965224803255
LGC Scores,0.18246635671554567,0.06408811808051558,-0.05231399744648174,0.06813904484469455,-0.0774398822490706
DNC Scores,0.14919684032650884,0.1196441188620918,0.2060799589862193,-0.03993276904239103,0.06265032492437464
EIGSM Values,0.1855964103850345,0.016600138235822265,-0.0790424527636529,-0.03787171106785366,-0.04302509661491049
Societal Capital Scores,0.17779171805816388,0.10228890068812939,-0.02101920057225076,0.0057224662080670955,-0.053484851326498606
Improved Gravity Index Values,0.16067848487255498,0.01969686841838386,-0.18788496496951698,0.20514070184229272,-0.1294004081528203
Extended Improved Gravity Index Values,0.18303611920613566,0.05779811590089617,-0.0566367659594574,0.012581743252035541,-0.07042698032091747
MCGM Values,0.14098569709879302,-0.0031556203854102155,-0.24518197718125692,-0.13103897902211326,0.28990397673635576
GGC Values,0.14573910767864776,-0.176159275883098,-0.011075847891138161,0.15649597794402584,0.126091522094127
Subgraph centrality,0.14313258429496975,0.1827728921961839,0.07718459377683347,-0.14830172815875575,0.008959250483334404
Second order centrality,0.022882279069566084,-0.2728235832879625,-0.08718915537543452,-0.27222899767338204,-0.008706164591190805
