Lambda,Centrality,Kendall_Tau,P_Value
0.0693,Degree_Centrality,0.6080408823382267,6.785516060954738e-108
0.0693,Betweenness_Centrality,0.5359118173019006,4.982594547204293e-87
0.0693,PageRank_Centrality,0.3531380922354895,4.1575237896728682e-47
0.0693,Closeness_Centrality,0.5154199363221195,3.271343104860996e-98
0.0693,Eigenvector_Centrality,0.5076204975067753,2.240491030581783e-95
0.0847,Degree_Centrality,0.5719705234429956,2.4033091813400267e-96
0.0847,Betweenness_Centrality,0.5015153010015241,5.748654858081594e-77
0.0847,PageRank_Centrality,0.30261689215728993,2.7657278441825653e-35
0.0847,Closeness_Centrality,0.5702797470854958,1.3149764339259833e-120
0.0847,Eigenvector_Centrality,0.5593712821922675,3.5097511979185904e-116
0.1001,Degree_Centrality,0.5294643589695628,3.6570816912090116e-83
0.1001,Betweenness_Centrality,0.4765954513768378,5.743396412318658e-70
0.1001,PageRank_Centrality,0.2556890297220155,9.138534659067409e-26
0.1001,Closeness_Centrality,0.6055976204241724,2.6534156817033986e-136
0.1001,Eigenvector_Centrality,0.597271779685311,1.0292001961966133e-132
0.1155,Degree_Centrality,0.48282761986265293,1.1909652413102006e-69
0.1155,Betweenness_Centrality,0.4325388315273679,4.23051460266445e-58
0.1155,PageRank_Centrality,0.2106405105595595,4.84533468031858e-18
0.1155,Closeness_Centrality,0.6446671927783663,1.3839497457699354e-154
0.1155,Eigenvector_Centrality,0.6291143638225875,2.1177061824241663e-147
0.1309,Degree_Centrality,0.4643376765114954,1.0995583035678828e-64
0.1309,Betweenness_Centrality,0.413965475851972,1.784955223919922e-53
0.1309,PageRank_Centrality,0.18248774449486255,6.023004105962664e-14
0.1309,Closeness_Centrality,0.6700225625360736,3.7076747863080124e-167
0.1309,Eigenvector_Centrality,0.6647190133628043,1.187669530326747e-164
0.1463,Degree_Centrality,0.43943168896270335,3.412445274115687e-58
0.1463,Betweenness_Centrality,0.39971380030346476,4.885129815998276e-50
0.1463,PageRank_Centrality,0.1598673931121148,4.6705871470915494e-11
0.1463,Closeness_Centrality,0.6919017980544908,2.4596060878967904e-178
0.1463,Eigenvector_Centrality,0.691169265134168,4.5491770516081084e-178
0.1617,Degree_Centrality,0.41872792440662154,4.521643673115786e-53
0.1617,Betweenness_Centrality,0.37982747860946187,2.069220021088399e-45
0.1617,PageRank_Centrality,0.13960218971158148,8.896196095888757e-09
0.1617,Closeness_Centrality,0.7167424063700718,1.8364328238857083e-191
0.1617,Eigenvector_Centrality,0.7244697795733027,1.1011406142641763e-195
0.1771,Degree_Centrality,0.40764786865578323,2.0196321762098376e-50
0.1771,Betweenness_Centrality,0.37631431158376955,1.244160951624324e-44
0.1771,PageRank_Centrality,0.1246799488975271,2.786697118028849e-07
0.1771,Closeness_Centrality,0.7337527321309736,1.1327613485061212e-200
0.1771,Eigenvector_Centrality,0.741739370050448,3.8492078936383394e-205
0.1925,Degree_Centrality,0.3887509277430958,4.874077287657808e-46
0.1925,Betweenness_Centrality,0.3578997280411134,1.475953398898093e-40
0.1925,PageRank_Centrality,0.10313266786867917,2.1320615842141276e-05
0.1925,Closeness_Centrality,0.755855073447505,6.334155326096608e-213
0.1925,Eigenvector_Centrality,0.7635937681330747,2.1530025314853334e-217
0.2079,Degree_Centrality,0.3942712045377495,2.578298138035739e-47
0.2079,Betweenness_Centrality,0.36130753731328785,2.6141520991973855e-41
0.2079,PageRank_Centrality,0.10521635008422989,1.4446500351851318e-05
0.2079,Closeness_Centrality,0.756375066706915,2.9079237152838186e-213
0.2079,Eigenvector_Centrality,0.7595199729624338,3.764401684442173e-215
