Starting Node,Average Spreading Ability
1,8.35
2,6.3
3,6.62
4,7.99
5,6.63
6,5.3
7,5.7
8,5.23
9,4.84
10,4.07
11,6.23
12,5.7
13,6.85
14,5.36
15,6.17
16,6.84
17,4.98
18,6.16
19,3.77
20,7.47
21,5.49
22,5.42
23,6.01
24,5.88
25,6.19
26,5.47
27,3.41
28,5.51
29,8.12
30,5.2
31,5.84
32,3.55
33,4.32
34,7.25
35,4.54
36,7.8
37,6.63
38,6.45
39,6.66
40,6.2
41,6.92
42,6.1
43,6.08
44,3.68
45,5.86
46,3.37
47,3.89
48,4.95
49,3.73
50,3.54
51,3.32
52,6.04
53,6.3
54,3.74
55,6.61
56,5.12
57,6.21
58,5.76
59,5.4
60,2.97
61,5.72
62,4.07
63,4.21
64,7.21
65,4.6
66,5.06
67,5.12
68,2.91
69,5.44
70,4.26
71,2.57
72,2.93
73,3.63
74,3.82
75,4.1
76,5.1
77,2.61
78,3.99
79,7.38
80,8.74
81,7.06
82,6.66
83,5.57
