feature,score,rank
Eccentricity Centrality,0.035497727963014904,1
Global Relative Change in Avg Clustering,0.015039191728508091,2
Closeness Centrality,0.011524988345737952,3
GIN Values,0.0071144600027920795,4
Eigenvector Centrality,0.006496718271934772,5
GSM,0.006166761739986762,6
Volume Centrality,0.005084319818500755,7
P Value,0.0050723117522532,8
Leverage Centrality,0.0034121851715457397,9
CLC Values,0.0033571340276698524,10
HCC Value,0.0023557200712099402,11
Second order centrality,0.002251063332316534,12
DIL Centrality,0.002057983542330502,13
Clustering Coefficient,0.001984328276462214,14
Semi local centrality,0.0018769485380715014,15
I-GSM Values,0.0014489422586225662,16
EHCC Value,0.0014363803589118793,17
Extended Improved Gravity Index Values,0.0014029857952530455,18
Betweenness Centrality,0.0013710946193184331,19
Centrality Values,0.0012954137724140145,20
H-GSM_1,0.00126688182245552,21
Global Relative Change in Avg Degree,0.0012598399254038157,22
PE Values,0.0012424465481789954,23
PageRank Centrality,0.001025305927851233,24
EIGSM Values,0.0010245384123128143,25
Clustered Local Degree,0.0008555999956520679,26
DNC Scores,0.0007952879546409294,27
Societal Capital Scores,0.0007477149622678388,28
GGC Values,0.0007348777034910443,29
Extended Coreness,0.0007236057388473105,30
Extended Degree,0.0006845851835989257,31
Coreness Centrality,0.0006799946294686076,32
HVGc Index,0.0006399975251874785,33
Subgraph centrality,0.0006139643967234949,34
Degree Centrality,0.0005895473517143519,35
Density Centrality,0.0005218734782937429,36
Laplacian Centrality,0.0004986031203729638,37
MCGM Values,0.0004854811221372664,38
Local-Global Centrality,0.00047433111792131375,39
H Values,0.00046460192169917557,40
Node H-Index,0.0004535298072020069,41
Gravity Model Centrality,0.00038783903333996426,42
Local Gravity Model Centrality,0.0003872304647506697,43
Gravity Index Centrality,0.0003852931076934012,44
Improved Gravity Index Values,0.00036292309612347866,45
MDD Value,0.0003341542243031306,46
LGC Scores,0.00030869520292159695,47
K-Shell Value,0.0002353646189742607,48
Constraint Coefficients,0.00021307793613168215,49
Isolating Centrality,9.223410579321806e-05,50
