Lambda,Kendall_Tau,P_Value
0.0861,0.788540321919912,1.7444061300449683e-19
0.1053,0.7944855904900372,8.956010428067537e-20
0.1244,0.8218162850919255,4.186045268020812e-21
0.1436,0.8423843719647576,4.495554744031337e-22
0.1627,0.8425509689013058,4.0251256776629054e-22
0.1818,0.8122849106514264,1.1799610056187177e-20
0.201,0.7858088705389289,1.972869406113479e-19
0.2201,0.8009528851244044,3.900625198178932e-20
0.2393,0.7698413775988119,9.73469788658195e-19
0.2584,0.7494046306308096,7.876620205391305e-18
