HVGc Index,LGC Scores,H Values,Local Gravity Model Centrality,MCGM Values,Subgraph centrality,DIL Centrality,Density Centrality,Gravity Model Centrality,GGC Values,Local-Global Centrality,K-Shell Value,Laplacian Centrality,Improved Gravity Index Values,EIGSM Values,Gravity Index Centrality,Node H-Index,Isolating Centrality,MDD Value,EHCC Value,Clustering Coefficient,Semi local centrality,Global Relative Change in Avg Degree,DNC Scores,PE Values,Average Spreading Ability
0.35663294148902475,0.2769576080607686,0.22501011762889284,0.243614931237721,0.35040167353146023,0.2789205323594344,0.08099052811803653,0.17131979700220584,0.27010017388936114,0.13519662832752505,0.24616903179860794,1.0,0.29523809523809524,0.9231590181430097,0.3763953692480987,0.6630669546436286,1.0,0.0,0.33944954128440363,0.3986182747167557,0.4,0.712491738268341,0.22891566516040066,0.25028369300432496,0.3468574052240251,0.6735870818915801
0.19055264167292849,0.14908288808809325,0.15805042461628088,0.15520628683693516,0.23875666145616622,0.20867261591457473,0.03252068506559645,0.12055837569658087,0.20056555877056195,0.11043052857411458,0.21245842128815393,1.0,0.20952380952380953,0.6221985058697973,0.3133274361581803,0.4686825053995681,0.5,0.09803921568627451,0.3119266055045871,0.2996971560962757,0.3,0.5280898876404494,0.22891566516040066,0.24973375252131758,0.2636252624111705,0.6239907727797
0.4279753368154333,0.31413720011423535,0.359557613591422,0.35952848722986247,0.4219219401073136,0.38343183810540926,0.23590604818742328,0.281091370667353,0.39344313739854064,0.3156762865669474,0.389422789539956,1.0,0.37619047619047624,0.8014941302027748,0.49318436080753925,0.6695464362850972,1.0,0.0784313725490196,0.47706422018348615,0.4737850754703426,0.142857143,0.7382683410442828,0.4216867488703005,0.4775780250603531,0.4340560076419489,0.5720876585928488
0.2238336651160332,0.27057564002657836,0.185468375915456,0.3762278978388998,0.25660180991835524,0.33228063763156857,0.37580495043664364,0.4225888326086318,0.45414699088819765,0.3711584985381407,0.5243707414616334,0.5,0.46666666666666673,0.42796157950907154,0.48222928074951515,0.45140388768898493,0.75,0.21568627450980393,0.6146788990825688,0.48720011344493175,0.054545455,0.4487772637144745,0.6144578325802004,0.724365898616516,0.4468700540969354,0.607843137254902
0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.044117647,1.0,1.0,1.0,1.0,1.0
0.27176088267824783,0.2557250429458946,0.21980292127528364,0.3074656188605108,0.30077249067592865,0.2890088118833385,0.2016268812323909,0.31662436556533685,0.3818202168149523,0.34691123020970616,0.4293882374159388,0.5,0.3666666666666667,0.42796157950907154,0.4420031647509676,0.39092872570194387,0.5,0.3529411764705882,0.5137614678899082,0.42492783777646165,0.055555556,0.550561797752809,0.4859437767736004,0.47788049229878504,0.41392368471740437,0.6908881199538639
0.0030844636779681902,0.004585200780129935,0.008126069915298887,0.0029469548133595285,0.013406670512276527,0.006266385077794739,0.0,0.0019035532949725391,0.01195862773876705,0.006157981459727564,0.012638848036568017,0.0,0.014285714285714287,0.04268943436499467,0.049746731425418904,0.0367170626349892,0.0,0.0,0.0,0.06222495624631597,0.0,0.07468605419695967,0.0,0.016333232508652026,0.037602713431984264,0.12226066897347171
0.0030844636779681902,0.004585200780129935,0.008126069915298887,0.0029469548133595285,0.013406670512276527,0.006266385077794739,0.0,0.0019035532949725391,0.01195862773876705,0.006157981459727564,0.012638848036568017,0.0,0.014285714285714287,0.04268943436499467,0.049746731425418904,0.0367170626349892,0.0,0.0,0.0,0.06222495624631597,0.0,0.07468605419695967,0.0,0.016333232508652026,0.037602713431984264,0.1695501730103806
0.07407993052291471,0.06266154042654566,0.05660878276371462,0.09135559921414538,0.10364401375780781,0.09400611949437172,0.0823775387016207,0.09835025385542794,0.14797631192318866,0.13609515126011382,0.1884480569360036,0.5,0.14761904761904762,0.272145144076841,0.21851037743027646,0.2267818574514039,0.25,0.14705882352941177,0.28440366972477055,0.19386741114337716,0.0,0.2511566424322538,0.22891566516040066,0.2274985956795577,0.2062987604766601,0.4325259515570934
0.0656639291516563,0.07568092743040757,0.06041910564717639,0.047151277013752456,0.11697009207556776,0.08933080292653213,0.0033811676337801287,0.031091370561660493,0.06623725164512753,0.006943309482895981,0.06547086349382651,0.5,0.11904761904761907,0.3447171824973319,0.17093239642183483,0.23110151187904968,0.25,0.0,0.09174311926605504,0.1994984147955867,1.0,0.3939193654990086,0.036144574010741747,0.064623784089928,0.15103334465074333,0.4728950403690888
0.017553574814244154,0.01721423579269439,0.019617376366829323,0.019646365422396856,0.040213159130739126,0.025365507905143473,0.008593801070318216,0.018401015235254246,0.04279284431692586,0.03421127218763124,0.05434039912983206,0.5,0.05238095238095239,0.1824973319103522,0.08809011596153393,0.15766738660907129,0.25,0.0,0.09174311926605504,0.09603463776589724,0.0,0.13549239920687375,0.036144574010741747,0.0622218381359759,0.07614692227973056,0.20761245674740486
0.006950904062179482,0.010315625417081057,0.011304171323105846,0.005893909626719056,0.02280870979899559,0.011819461489774443,0.0,0.0038071065979218737,0.0158202546795523,0.012263473399131801,0.014990988283605993,0.0,0.02857142857142857,0.0704375667022412,0.06569215517428548,0.05183585313174947,0.0,0.0,0.0,0.08221738514296142,0.0,0.12161269001982815,0.0,0.007777729773802505,0.05685415097599593,0.3021914648212226
0.3991024550770086,0.2765973935393875,0.25365570656024855,0.3428290766208251,0.339625233036844,0.30757004626480977,0.4133631123271001,0.33375634524402015,0.41464527766962234,0.4321015702812779,0.4444454653858446,0.5,0.38571428571428573,0.496264674493063,0.5089493832663275,0.43412526997840173,0.75,0.2647058823529412,0.4862385321100917,0.4876496472640248,0.027777778,0.5644415069398546,0.4859437767736004,0.4546083048241478,0.5159946867192506,0.8719723183391004
0.0894595459920796,0.09394423419971383,0.06869686240907867,0.08349705304518663,0.13050840439714811,0.1037415353897027,0.020437279918234925,0.06154822336896586,0.10778035715780784,0.05666087145710056,0.11224779542732011,0.5,0.1523809523809524,0.3617929562433298,0.19234123128111438,0.2570194384449244,0.5,0.0,0.1559633027522936,0.2136942222929402,0.333333333,0.4124256444150694,0.1004016019140417,0.11431483538928369,0.17533766259623154,0.4152249134948097
0.014596898531279552,0.038847198722171274,0.01887590143078194,0.01473477406679764,0.05041238492320896,0.03029697267185805,0.0,0.009517766498793082,0.023970204942072287,0.02425209407246799,0.019581573914701087,0.0,0.07142857142857142,0.12379935965848454,0.09001827430202866,0.0777537796976242,0.0,0.0,0.0,0.11784886196425179,0.0,0.2650363516192994,0.0,0.0024019459539521143,0.07809546443216456,0.35294117647058826
0.026900721627140918,0.045623824100504154,0.02610721211858048,0.03339882121807466,0.06327840574808978,0.0428255923897109,0.00656344305520073,0.027284263963738616,0.055335235331607883,0.05272556075616079,0.0609025129743436,0.0,0.08571428571428572,0.12700106723585913,0.11086340059851021,0.08639308855291578,0.0,0.0196078431372549,0.06422018348623852,0.12239152037346121,0.0,0.2769332452081956,0.036144574010741747,0.05684605431612552,0.08714611313214306,0.29411764705882354
