feature,score,rank
Global Relative Change in Avg Clustering,0.14109392303432197,1
Leverage Centrality,0.12206317997841133,2
Eccentricity Centrality,0.07751833027164226,3
Closeness Centrality,0.07447186944009986,4
Volume Centrality,0.07100346398213501,5
P Value,0.05047610180742994,6
Clustering Coefficient,0.04099784414062039,7
HCC Value,0.03818995028336545,8
GSM,0.03235120119627501,9
K-Shell Value,0.025342624345646086,10
GIN Values,0.024049348862118798,11
Node H-Index,0.02378931992910777,12
Second order centrality,0.023498464980317293,13
Clustered Local Degree,0.02328367534468511,14
Constraint Coefficients,0.020098448826672555,15
PageRank Centrality,0.01960274936527717,16
Societal Capital Scores,0.01731318699652037,17
Extended Degree,0.017130217553108874,18
CLC Values,0.016632628630071148,19
Semi local centrality,0.01652746572206004,20
DNC Scores,0.01605554618037943,21
I-GSM Values,0.016009046643094733,22
Extended Coreness,0.015745641047718653,23
MDD Value,0.015573315580094293,24
Eigenvector Centrality,0.015266141539778151,25
Extended Improved Gravity Index Values,0.014225590405555252,26
Degree Centrality,0.013932295247600505,27
Global Relative Change in Avg Degree,0.013779179808760002,28
EIGSM Values,0.01363682876026754,29
Betweenness Centrality,0.012602117727957524,30
Coreness Centrality,0.012494912771413163,31
PE Values,0.01181136544108873,32
EHCC Value,0.01173706339464914,33
Centrality Values,0.01160792624157692,34
DIL Centrality,0.011585137942650802,35
Improved Gravity Index Values,0.010531608336235437,36
Gravity Index Centrality,0.010359362142286024,37
Local-Global Centrality,0.008083464052648905,38
Laplacian Centrality,0.008006551904756775,39
MCGM Values,0.005758068912225493,40
Gravity Model Centrality,0.004605510710665102,41
Density Centrality,0.0045158398783886715,42
HVGc Index,0.004355653020306103,43
GGC Values,0.004069616259031571,44
Subgraph centrality,0.00406540659693573,45
LGC Scores,0.003665070778266844,46
H Values,0.0032744807508477644,47
Isolating Centrality,0.0028041730624108713,48
Local Gravity Model Centrality,0.0024466712767383316,49
H-GSM_1,7.937517451650801e-06,50
