Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.25,0.25,0.42857142857142855,0.42857142857142855,0.25
10,0.23529411764705882,0.3125,0.4,0.3125,0.3125
15,0.4782608695652174,0.34782608695652173,0.47619047619047616,0.391304347826087,0.47619047619047616
20,0.4375,0.36666666666666664,0.41379310344827586,0.4,0.4642857142857143
25,0.6666666666666666,0.59375,0.5454545454545454,0.5142857142857142,0.5454545454545454
30,0.6590909090909091,0.5641025641025641,0.6486486486486487,0.6578947368421053,0.6944444444444444
35,0.6226415094339622,0.6136363636363636,0.7317073170731707,0.7209302325581395,0.7317073170731707
40,0.5967741935483871,0.5576923076923077,0.8,0.6730769230769231,0.6875
45,0.5526315789473685,0.5423728813559322,0.7169811320754716,0.6440677966101694,0.6545454545454545
50,0.5222222222222223,0.5074626865671642,0.7413793103448276,0.6285714285714286,0.6290322580645161
55,0.48148148148148145,0.5205479452054794,0.7076923076923077,0.5897435897435898,0.6086956521739131
60,0.4230769230769231,0.5061728395061729,0.6266666666666667,0.5681818181818182,0.5844155844155844
65,0.4246575342465753,0.5172413793103449,0.5903614457831325,0.5913978494623656,0.6097560975609756
70,0.42771084337349397,0.5212765957446809,0.625,0.5882352941176471,0.6436781609195402
75,0.4148936170212766,0.5,0.6105263157894737,0.6036036036036037,0.6451612903225806
80,0.38967136150234744,0.4954128440366973,0.6138613861386139,0.6134453781512605,0.6464646464646465
