Lambda,Centrality,Kendall_Tau,P_Value
0.3309,Degree_Centrality,0.7298995006663058,1.7654078110262553e-17
0.3309,Betweenness_Centrality,0.5387575929456961,3.2084878814993865e-12
0.3309,PageRank_Centrality,0.493212709105675,4.9238196511236427e-11
0.3309,Closeness_Centrality,0.3046501931768627,4.915371593454414e-05
0.3309,Eigenvector_Centrality,0.3161165837535475,2.5200306885929106e-05
0.4044,Degree_Centrality,0.6718152760052861,4.427567303483419e-15
0.4044,Betweenness_Centrality,0.594557619986399,1.3534444306354372e-14
0.4044,PageRank_Centrality,0.4076040496873065,5.33374116031033e-08
0.4044,Closeness_Centrality,0.4132646663754257,3.496019103669554e-08
0.4044,Eigenvector_Centrality,0.4235191752716265,1.5839750095930043e-08
0.4779,Degree_Centrality,0.6401590334521037,7.919959043645869e-14
0.4779,Betweenness_Centrality,0.6740134107470781,2.578264696221005e-18
0.4779,PageRank_Centrality,0.3507739523378409,2.858474301021257e-06
0.4779,Closeness_Centrality,0.4531251772226007,1.4879136791568843e-09
0.4779,Eigenvector_Centrality,0.42623456729455295,1.287740215664069e-08
0.5515,Degree_Centrality,0.5456927061751112,1.8151164681624925e-10
0.5515,Betweenness_Centrality,0.6830517900876585,8.33212853325576e-19
0.5515,PageRank_Centrality,0.2473134135438759,0.0009538026896379571
0.5515,Closeness_Centrality,0.5326855354618312,1.1187477777033217e-12
0.5515,Eigenvector_Centrality,0.5164139611380456,5.249126140854001e-12
0.625,Degree_Centrality,0.4793028384816887,2.1278675610675458e-08
0.625,Betweenness_Centrality,0.615362754556127,1.4747573768441819e-15
0.625,PageRank_Centrality,0.17397704610169418,0.020101454982344183
0.625,Closeness_Centrality,0.607684440241209,4.741845971847746e-16
0.625,Eigenvector_Centrality,0.5919929605930744,2.5859351893030142e-15
0.6985,Degree_Centrality,0.4380264200081834,3.038058765832815e-07
0.6985,Betweenness_Centrality,0.5678001981724166,1.7659858144528835e-13
0.6985,PageRank_Centrality,0.16242464303465265,0.029930532421564453
0.6985,Closeness_Centrality,0.6795176279844288,1.0725049938423859e-19
0.6985,Eigenvector_Centrality,0.6361631852190562,1.8456752896165763e-17
0.7721,Degree_Centrality,0.39899724289025634,3.1294216478582666e-06
0.7721,Betweenness_Centrality,0.5321843006890797,5.216767901055069e-12
0.7721,PageRank_Centrality,0.1242455482327567,0.09696043254657068
0.7721,Closeness_Centrality,0.7264429054639787,2.926127393649399e-22
0.7721,Eigenvector_Centrality,0.691299875001215,2.584378868734392e-20
0.8456,Degree_Centrality,0.33130416833513127,0.00010686646429367817
0.8456,Betweenness_Centrality,0.49119162428509544,1.8483478037528666e-10
0.8456,PageRank_Centrality,0.07001033273720805,0.3492544968837522
0.8456,Closeness_Centrality,0.7287442527794713,1.9972024885578365e-22
0.8456,Eigenvector_Centrality,0.6924551397621334,2.080886400561999e-20
0.9191,Degree_Centrality,0.32266145090030174,0.0001610533643412269
0.9191,Betweenness_Centrality,0.47522789649582986,6.990504733307237e-10
0.9191,PageRank_Centrality,0.09295489556704933,0.21393988291509725
0.9191,Closeness_Centrality,0.6751990553608747,1.778434908486299e-19
0.9191,Eigenvector_Centrality,0.6718638654276604,2.6395687163015166e-19
0.9926,Degree_Centrality,0.23009055737285272,0.007209599492571517
0.9926,Betweenness_Centrality,0.24534256765020815,0.001477921332855502
0.9926,PageRank_Centrality,0.07129180251212884,0.3411773860691908
0.9926,Closeness_Centrality,0.34030643787081216,5.548168302431109e-06
0.9926,Eigenvector_Centrality,0.35292388185756346,2.452870172022265e-06
