Lambda,Centrality,Kendall_Tau,P_Value
0.1389,Degree_Centrality,0.7392698863958371,9.448556824372558e-156
0.1389,Betweenness_Centrality,0.21718461528828753,2.9400508918319105e-17
0.1389,PageRank_Centrality,0.49617796043247236,1.5362009562860951e-83
0.1389,Closeness_Centrality,-0.055027425527002766,0.03179184651178707
0.1389,Eigenvector_Centrality,0.2559309570109301,1.734171029228366e-23
0.1697,Degree_Centrality,0.7169112428558113,6.127404753577787e-147
0.1697,Betweenness_Centrality,0.20197542936952834,3.642862962084097e-15
0.1697,PageRank_Centrality,0.46265375122255303,4.7687241588055066e-73
0.1697,Closeness_Centrality,-0.06139169881055442,0.01647602674216534
0.1697,Eigenvector_Centrality,0.27157285047567964,2.6702589127458423e-26
0.2006,Degree_Centrality,0.6741107116494917,2.377357997605386e-130
0.2006,Betweenness_Centrality,0.17407031056328717,1.160384880267378e-11
0.2006,PageRank_Centrality,0.4106559593072409,4.9836187290689216e-58
0.2006,Closeness_Centrality,-0.08073341163942599,0.0015983130471368856
0.2006,Eigenvector_Centrality,0.3004585119001513,7.235528811074762e-32
0.2314,Degree_Centrality,0.6377268269409467,5.9950738716520405e-117
0.2314,Betweenness_Centrality,0.15136250223961836,3.5908019109177673e-09
0.2314,PageRank_Centrality,0.369620715268252,2.201262225597214e-47
0.2314,Closeness_Centrality,-0.10260533670637637,6.002872422962504e-05
0.2314,Eigenvector_Centrality,0.32897091402651557,6.874145522485454e-38
0.2623,Degree_Centrality,0.5986437498286744,2.370173078420656e-103
0.2623,Betweenness_Centrality,0.1297207397112998,4.19723655842052e-07
0.2623,PageRank_Centrality,0.33068784666812834,2.6710838446321387e-38
0.2623,Closeness_Centrality,-0.11463376980165527,7.306516718354539e-06
0.2623,Eigenvector_Centrality,0.343089475243789,4.38031345607154e-41
0.2932,Degree_Centrality,0.5781708935793771,1.4213626046776099e-96
0.2932,Betweenness_Centrality,0.1256472156979213,9.489715857770995e-07
0.2932,PageRank_Centrality,0.31171929182453023,3.0903467331112945e-34
0.2932,Closeness_Centrality,-0.11456228753964487,7.370127840121146e-06
0.2932,Eigenvector_Centrality,0.3576706758207827,1.6174122816891312e-44
0.324,Degree_Centrality,0.543177901648288,1.7168519950872557e-85
0.324,Betweenness_Centrality,0.10827904201216347,2.3885024274613657e-05
0.324,PageRank_Centrality,0.2834268201855912,1.325499299211059e-28
0.324,Closeness_Centrality,-0.11482814218680339,6.992971752679627e-06
0.324,Eigenvector_Centrality,0.36505920351229926,2.561384011753311e-46
0.3549,Degree_Centrality,0.5175601121625202,8.354010194285938e-78
0.3549,Betweenness_Centrality,0.09448186789407234,0.0002268960875473747
0.3549,PageRank_Centrality,0.2652531492407967,2.9168694125401357e-25
0.3549,Closeness_Centrality,-0.10036215821106115,8.562407813957401e-05
0.3549,Eigenvector_Centrality,0.3582265463968363,1.1314375592536006e-44
0.3857,Degree_Centrality,0.481012468377383,1.8028758266995676e-67
0.3857,Betweenness_Centrality,0.09440444396019186,0.00022929457845065497
0.3857,PageRank_Centrality,0.24181594737713757,2.8571021726679896e-21
0.3857,Closeness_Centrality,-0.06318378733699062,0.013391329571936719
0.3857,Eigenvector_Centrality,0.32267760853435035,1.4000138540594895e-36
0.4166,Degree_Centrality,0.4432273646914111,1.449883383430867e-57
0.4166,Betweenness_Centrality,0.10336970836649552,5.476549775402337e-05
0.4166,PageRank_Centrality,0.2243340170557934,1.5844993295716523e-18
0.4166,Closeness_Centrality,-0.008941916136282547,0.7263256534203419
0.4166,Eigenvector_Centrality,0.2790536821109581,8.779295188283583e-28
