Lambda,Centrality,Kendall_Tau,P_Value
0.0071,Degree_Centrality,0.8258898460371596,0.0
0.0071,Betweenness_Centrality,0.6253449310797029,2.7123702035476934e-183
0.0071,PageRank_Centrality,0.7569753830264816,1.845458697958496e-268
0.0071,Closeness_Centrality,0.79129039048141,7.5331026134173e-293
0.0071,Eigenvector_Centrality,0.7993133260304943,4.4083975534776746e-299
0.0087,Degree_Centrality,0.8135241653150346,8.219443600229236e-307
0.0087,Betweenness_Centrality,0.607732090317702,1.1010154839275582e-173
0.0087,PageRank_Centrality,0.7389802050160948,1.2606116050560344e-256
0.0087,Closeness_Centrality,0.7898335959927385,1.492538614197059e-292
0.0087,Eigenvector_Centrality,0.8026278525051035,2.3900905733538267e-302
0.0103,Degree_Centrality,0.8048415797295457,5.641759962912068e-301
0.0103,Betweenness_Centrality,0.5972628583238013,3.574224215661264e-168
0.0103,PageRank_Centrality,0.7270213415650931,5.612171196693815e-249
0.0103,Closeness_Centrality,0.7903980840403375,1.3901157889059744e-293
0.0103,Eigenvector_Centrality,0.8087111559160831,1.4652669107104591e-307
0.0119,Degree_Centrality,0.784230344133717,2.9118299050009775e-286
0.0119,Betweenness_Centrality,0.5795392626290322,1.1183285464860801e-158
0.0119,PageRank_Centrality,0.7067129543964485,1.0523106951762791e-235
0.0119,Closeness_Centrality,0.7854614316678937,2.348398717207824e-290
0.0119,Eigenvector_Centrality,0.8051955088319235,2.473477539974671e-305
0.0135,Degree_Centrality,0.7787481464428537,1.5108465101583841e-282
0.0135,Betweenness_Centrality,0.5716215843475534,1.46977281271208e-154
0.0135,PageRank_Centrality,0.6977461741954478,5.180964466874752e-230
0.0135,Closeness_Centrality,0.7867443219702446,1.5058327383431855e-291
0.0135,Eigenvector_Centrality,0.8101579025779413,2.392824286147307e-309
0.015,Degree_Centrality,0.7722062097445639,5.125482065068888e-278
0.015,Betweenness_Centrality,0.5650668917257737,3.618247387466696e-151
0.015,PageRank_Centrality,0.6885315964521241,3.670871170081418e-224
0.015,Closeness_Centrality,0.7903202475135401,2.3509079394968914e-294
0.015,Eigenvector_Centrality,0.8161987245464111,0.0
0.0166,Degree_Centrality,0.7860261609562976,4.499353854832752e-288
0.0166,Betweenness_Centrality,0.5690674072414825,2.450618422475939e-153
0.0166,PageRank_Centrality,0.6984963181498866,1.03663087724145e-230
0.0166,Closeness_Centrality,0.8107953406575057,8.5975754465063e-310
0.0166,Eigenvector_Centrality,0.8412851642687735,0.0
0.0182,Degree_Centrality,0.7988962868204998,1.426754814264043e-297
0.0182,Betweenness_Centrality,0.5776597496693122,5.678484150519075e-158
0.0182,PageRank_Centrality,0.710277952480522,1.5546238033876947e-238
0.0182,Closeness_Centrality,0.8218270408152817,0.0
0.0182,Eigenvector_Centrality,0.8545841515516677,0.0
0.0198,Degree_Centrality,0.8152812554277815,7.8487643530367e-310
0.0198,Betweenness_Centrality,0.583364098299733,4.464395326132369e-161
0.0198,PageRank_Centrality,0.7221866456467048,1.524694013366791e-246
0.0198,Closeness_Centrality,0.8356154186889497,0.0
0.0198,Eigenvector_Centrality,0.8709455161732581,0.0
0.0214,Degree_Centrality,0.8220225337947106,0.0
0.0214,Betweenness_Centrality,0.5874027182854379,2.6985754698468682e-163
0.0214,PageRank_Centrality,0.7279365485194973,1.8278866294885952e-250
0.0214,Closeness_Centrality,0.8404256664698855,0.0
0.0214,Eigenvector_Centrality,0.8764748725937272,0.0
