Lambda,Kendall_Tau,P_Value
0.0693,0.6168380697806694,7.46763219268536e-140
0.0847,0.6115151809305328,2.0207100308300254e-138
0.1001,0.5960484336703449,3.8721568232804805e-132
0.1155,0.569515180135972,4.048365985432829e-121
0.1309,0.5624262535201371,2.0774682704133207e-118
0.1463,0.5515840931783077,4.206507728425738e-114
0.1617,0.5406138448281037,7.975329222147694e-110
0.1771,0.5417838218612238,2.355261079833615e-110
0.1925,0.5317717552088757,1.9383039133090148e-106
0.2079,0.5371878325164482,1.330397394277092e-108
