LGC Scores,Local Gravity Model Centrality,HVGc Index,H Values,Subgraph centrality,Density Centrality,MCGM Values,Gravity Model Centrality,GGC Values,Laplacian Centrality,Local-Global Centrality,EIGSM Values,DIL Centrality,MDD Value,Degree Centrality,Extended Coreness,Extended Degree,Improved Gravity Index Values,Gravity Index Centrality,Societal Capital Scores,CLC Values,Semi local centrality,Centrality Values,Coreness Centrality,Constraint Coefficients,Average Spreading Ability
0.0009352304421083925,0.007764163532694407,0.0012008773783781033,1.694986658861189e-06,0.0007412721532296542,0.012892751412976489,0.004888991899448504,0.02212298384265939,0.002459494929593617,0.03389830508474577,0.05523936232952126,0.02238303339108637,0.004097364273009621,0.12449799196787148,0.11111112603703649,0.04146660846791794,0.05899705014749263,0.029310761789600966,0.040112444588604176,0.057026476578411395,0.007665643428131624,0.01236658078763342,0.021188809950154975,0.08080808080808081,0.5964213402601994,0.02321135991261606
0.0007951637952244424,0.005944437704719155,0.0010172010675273686,1.584531454786791e-06,0.0006729395327339829,0.008690669467483163,0.004275873157848733,0.01712058681344911,0.0008111631257634452,0.028545941123996433,0.04208573003477647,0.020480311237580432,0.0014820433427754956,0.12048192771084337,0.08333336691666546,0.03972064600611087,0.05408062930186824,0.028730350665054413,0.03838252784084766,0.052953156822810585,0.004951507259948524,0.012121212121212123,0.019640763785130553,0.07575757575757576,0.4349220802717204,0.029765155652648825
0.0023826142794428455,0.014436491568603663,0.003124035486300392,8.413366481137188e-06,0.0011749277239642157,0.021869926459357363,0.008475427409935196,0.03671536627364534,0.006900644058272479,0.05173951828724354,0.0789441524555009,0.0339330197152246,0.01367018351649193,0.15261044176706826,0.13888888515740755,0.06329113924050632,0.0894788593903638,0.04749697702539299,0.06130392474862147,0.0875763747454175,0.016414681147045793,0.022966507177033496,0.03302141848610721,0.11111111111111112,0.6710860248523378,0.04287274713271436
0.005767558245804973,0.033846900400339684,0.007191577144013004,2.357292802613022e-05,0.0023895569404117005,0.05300353357520877,0.0154066179610493,0.06319411578804547,0.02329633804476059,0.09634255129348795,0.13377942361948264,0.0618664397563002,0.03550601760307749,0.25301204819277107,0.250000011194444,0.08729812309035355,0.1327433628318584,0.06258766626360338,0.08422532165639529,0.12830957230142565,0.032875586415724196,0.03668261562998405,0.06651823621769418,0.18181818181818182,0.8270780099983551,0.06198798470780995
5.2129746552293816e-05,0.0006065752759917505,5.2331480802197356e-05,4.075676988214907e-08,5.2849660881966674e-05,0.0018145353830436002,0.00048199976502396284,0.004276471620694937,0.000793133139137042,0.0053523639607493305,0.012653046419907723,0.0034252698626083037,0.0008892260056652972,0.02811244979919679,0.027777803898147213,0.006983849847228284,0.010816125860373648,0.001837968561064087,0.0033517136987782463,0.010183299389002035,0.002081370973183532,0.0018157281315176054,0.0035290945513939734,0.020202020202020204,0.5309915435210776,0.009284543965046424
0.0007951637952244424,0.005944437704719155,0.0010172010675273686,1.584531454786791e-06,0.0006729395327339829,0.008690669467483163,0.004275873157848733,0.01712058681344911,0.0008111631257634452,0.028545941123996433,0.04208573003477647,0.020480311237580432,0.0014820433427754956,0.12048192771084337,0.08333336691666546,0.03972064600611087,0.05408062930186824,0.028730350665054413,0.03838252784084766,0.052953156822810585,0.004951507259948524,0.012121212121212123,0.019640763785130553,0.07575757575757576,0.4349220802717204,0.019388312397596946
0.0008862056913889949,0.007157588256702657,0.0012817811870117746,1.8164265400714657e-06,0.0005760235534723861,0.012892751412976489,0.00411065383451007,0.02195062196298446,0.004696440446644514,0.03211418376449599,0.05519205274979863,0.023447695184690868,0.0058852260818363965,0.12449799196787148,0.11111112603703649,0.037101702313400264,0.05506391347099311,0.021136638452237,0.028976105524921615,0.052953156822810585,0.010540283073202745,0.01248926512084407,0.02344475041774666,0.0707070707070707,0.7324133660257606,0.03358820316766794
0.013771140784299729,0.055198350115249296,0.017536652038574012,0.00015546479530770542,0.0035327514279909216,0.09005825613875404,0.026606547883375527,0.11317768473477013,0.06000228900699849,0.13470115967885815,0.201119341840712,0.10687305233740796,0.09339269083898033,0.29718875502008035,0.30555557421296226,0.1204714098646879,0.17797443461160276,0.09837968561064087,0.12314844848091686,0.1731160896130346,0.06473195854280293,0.06475279106858055,0.11350682598909788,0.2272727272727273,0.9152652685756958,0.0726379027853632
0.016570166339754284,0.067572485745481,0.023198536544671366,0.00010042636651267883,0.004406160588766904,0.10266450196082687,0.028695190097583537,0.10921431867821461,0.06308983226892834,0.14986619090098127,0.19126106734169365,0.10720543819065388,0.08651417100672809,0.3092369477911646,0.30555557421296226,0.1340026189436927,0.21140609636184854,0.11114873035066504,0.12487836522867336,0.20773930753564152,0.07070400522435365,0.07515642252484359,0.11800581727365636,0.20202020202020204,0.9075052262914001,0.08492626979792464
0.008216417184049654,0.030025476161591652,0.012911484916993855,5.372979691057779e-05,0.0026986605869114837,0.04297583803164921,0.016668525392497444,0.05713980654468164,0.01775339984394985,0.08563782337198929,0.10359661063899114,0.07213829524781623,0.014653807699818553,0.22891566265060243,0.16666668905555476,0.10955914447839371,0.15339233038348082,0.09238210399032647,0.09936209319926478,0.15274949083503053,0.041379593181417436,0.05825052140841615,0.0823357428559518,0.13636363636363638,0.8014683187894156,0.0748225013653741
0.004598783690522273,0.017711998058959115,0.006309963351622099,4.655727962054496e-05,0.0013867768755323588,0.028746060547398714,0.012020720490675074,0.04503419764925375,0.017800718523963397,0.059768064228367536,0.08597144533040306,0.05532234131835436,0.017666964455117572,0.17670682730923695,0.13888888515740755,0.08031427324312526,0.10717797443461159,0.07090689238210399,0.08033300897394313,0.10590631364562117,0.036262222647121915,0.04136915715863084,0.06079730091277912,0.10606060606060606,0.8188863405449605,0.03659202621518296
0.0004812173816983057,0.003154191435157103,0.0005627213841355099,8.856560382076764e-07,0.0002689170367804762,0.005825613599266828,0.0027495508524106255,0.011846316498780018,0.0023843329728273194,0.01873327386262266,0.028944832842729605,0.01456855073609962,0.0027844450680652288,0.08032128514056225,0.05555556301851825,0.02618943692710607,0.03736479842674533,0.018814993954050785,0.02411071467185642,0.03665987780040733,0.007727691619801365,0.009495767390504234,0.0145027320076216,0.04545454545454546,0.6299159950859319,0.03031130529765156
