Extended Degree,Extended Improved Gravity Index Values,EIGSM Values,PE Values,Isolating Centrality,Local Gravity Model Centrality,Degree Centrality,HCC Value,Second order centrality,Gravity Model Centrality,Semi local centrality,Node H-Index,GGC Values,CLC Values,Volume Centrality,PageRank Centrality,Coreness Centrality,Subgraph centrality,Gravity Index Centrality,H-GSM_1,Leverage Centrality,Betweenness Centrality,Clustering Coefficient,Laplacian Centrality,I-GSM Values,Average Spreading Ability
0.13037249283667623,0.04299639304569225,0.14897724138891508,0.12082103264179828,0.12162162162162163,0.03524480853495904,0.3055555661111109,0.22749364038166262,0.8102712265718435,0.10800235537881865,0.05126337354882768,0.09090909090909091,0.047194370268684394,0.05283292069947388,0.13737373737373737,0.34411215858700145,0.18604651162790697,0.01429260895349475,0.07297396406307297,0.4097440789345154,0.9413787044385444,0.1090669581258309,0.015151515,0.11434735706580365,0.27076073702552206,0.11727493917274939
0.07879656160458454,0.037018084694781773,0.04325672881394697,0.04869863166011125,0.0,0.005143836921318347,0.02777778833333313,0.23877525700424843,0.7256205307907918,0.01678484637340225,0.04479854313680856,0.09090909090909091,0.008677842869493378,0.04687884240359373,0.15656565656565657,0.03143259606528748,0.046511627906976744,0.002582380320126739,0.04583791712504584,0.37645174480056026,0.11472100916296857,0.02169252597319485,0.0,0.030204962243797196,0.2685112952690522,0.05936739659367395
0.028653295128939833,0.005641326460566878,0.01275658613377113,0.01228288172917337,0.0,0.0009525623928367307,0.0,0.15733253355381716,0.5463303265414297,0.003838529369804689,0.011290689733667198,0.0,0.0013151084843355788,0.011814992800905737,0.03838383838383839,0.007927874403837513,0.011627906976744186,0.0005561097076950561,0.006967363403006967,0.23300051073112277,0.05767174900450189,0.0,0.0,0.010787486515641855,0.13549960824979837,0.019951338199513384
0.03581661891117479,0.00589094267563621,0.018769018088625685,0.013716062914170431,0.0033783783783783786,0.002286149742808154,0.02777778833333313,0.16039335695161921,0.5468617430129625,0.009337924198881735,0.011882540405190075,0.0,0.0028513653570668334,0.012434327100953216,0.03838383838383839,0.04700969996108724,0.023255813953488372,0.00105224501028172,0.008434176751008434,0.23643460853523451,0.43127483141325706,0.011286594214153822,0.0,0.01402373247033441,0.13690075232322108,0.032116788321167884
0.29369627507163326,0.18802341400097353,0.25055249750325803,0.20788436245820388,0.0945945945945946,0.11316441226900363,0.3611111216666664,0.5903253160585934,0.862248127628936,0.20452628242900858,0.22071477350330068,0.2727272727272727,0.14319124400392297,0.22346472424754862,0.4121212121212121,0.35614342096778906,0.3023255813953488,0.05997694166629507,0.16758342500916756,0.5435296081932262,0.8621129585322583,0.2169657384240923,0.032967033,0.2017259978425027,0.4723413911068492,0.3133819951338199
0.028653295128939833,0.005641326460566878,0.01275658613377113,0.01228288172917337,0.0,0.0009525623928367307,0.0,0.15733253355381716,0.5463303265414297,0.003838529369804689,0.011290689733667198,0.0,0.0013151084843355788,0.011814992800905737,0.03838383838383839,0.007927874403837513,0.011627906976744186,0.0005561097076950561,0.006967363403006967,0.23300051073112277,0.05767174900450189,0.0,0.0,0.010787486515641855,0.13549960824979837,0.011192214111922144
0.028653295128939833,0.005641326460566878,0.01275658613377113,0.01228288172917337,0.0,0.0009525623928367307,0.0,0.15733253355381716,0.5463303265414297,0.003838529369804689,0.011290689733667198,0.0,0.0013151084843355788,0.011814992800905737,0.03838383838383839,0.007927874403837513,0.011627906976744186,0.0005561097076950561,0.006967363403006967,0.23300051073112277,0.05767174900450189,0.0,0.0,0.010787486515641855,0.13549960824979837,0.012652068126520678
0.028653295128939833,0.005641326460566878,0.01275658613377113,0.01228288172917337,0.0,0.0009525623928367307,0.0,0.15733253355381716,0.5463303265414297,0.003838529369804689,0.011290689733667198,0.0,0.0013151084843355788,0.011814992800905737,0.03838383838383839,0.007927874403837513,0.011627906976744186,0.0005561097076950561,0.006967363403006967,0.23300051073112277,0.05767174900450189,0.0,0.0,0.010787486515641855,0.13549960824979837,0.04233576642335766
0.05873925501432665,0.012430887510452678,0.029229156893471095,0.03087146300515859,0.0,0.0038102495713469233,0.02777778833333313,0.17610075888914947,0.6984750723649579,0.012223223208604373,0.02003186888231277,0.09090909090909091,0.005495194869783861,0.020962084001606953,0.08383838383838384,0.035986897337346724,0.03488372093023256,0.0014819653852498813,0.0297029702970297,0.29520403859420913,0.15500967758404816,0.016036939006789885,0.0,0.022653721682847894,0.1878930631849902,0.03649635036496351
0.07306590257879655,0.02229072800569125,0.039375577946924534,0.04223540774834972,0.0,0.004762811964183654,0.02777778833333313,0.20107335629548118,0.7021335923993846,0.014690851653453428,0.03546551331664011,0.09090909090909091,0.000805331832794771,0.013472205677262209,0.1090909090909091,0.03144940586655649,0.03488372093023256,0.0032152882692582834,0.036303630363036306,0.33172882632727646,0.12263485477620545,0.0,1.0,0.028047464940668818,0.23150382079729726,0.06277372262773723
0.07163323782234957,0.03498371254196673,0.05387198913384488,0.047306637352538206,0.0,0.006667936749857117,0.05555555555555555,0.19607883650660207,0.7741786378957761,0.024064534573306002,0.0359207830639654,0.1818181818181818,0.010830709331711468,0.03758882790288156,0.1303030303030303,0.05368056052346491,0.06976744186046513,0.0027720148849812226,0.048038137147048035,0.35547479060557036,0.3308820474043585,0.01941382178868496,0.0,0.029126213592233007,0.24639721545961396,0.08369829683698296
0.028653295128939833,0.005641326460566878,0.01275658613377113,0.01228288172917337,0.0,0.0009525623928367307,0.0,0.15733253355381716,0.5463303265414297,0.003838529369804689,0.011290689733667198,0.0,0.0013151084843355788,0.011814992800905737,0.03838383838383839,0.007927874403837513,0.011627906976744186,0.0005561097076950561,0.006967363403006967,0.23300051073112277,0.05767174900450189,0.0,0.0,0.010787486515641855,0.13549960824979837,0.017518248175182473
0.028653295128939833,0.005641326460566878,0.01275658613377113,0.01228288172917337,0.0,0.0009525623928367307,0.0,0.15733253355381716,0.5463303265414297,0.003838529369804689,0.011290689733667198,0.0,0.0013151084843355788,0.011814992800905737,0.03838383838383839,0.007927874403837513,0.011627906976744186,0.0005561097076950561,0.006967363403006967,0.23300051073112277,0.05767174900450189,0.0,0.0,0.010787486515641855,0.13549960824979837,0.02238442822384428
0.3567335243553009,0.23935698862998142,0.33022451131006,0.3087387482239086,0.13513513513513514,0.15831586968946465,0.41666667722222206,0.567038239729841,0.920359142576423,0.26761060393418123,0.2638743455497382,0.36363636363636365,0.2226840596078625,0.2693031380039658,0.5272727272727272,0.4111765288979411,0.36046511627906974,0.06024413603587961,0.30949761642830953,0.636598310558284,0.8525477526736429,0.2783208035168787,0.025,0.25566343042071193,0.5494242227124355,0.42725060827250605
0.04011461318051576,0.031202026883666363,0.02678740216055128,0.03436424225164118,0.0,0.0013335873499714232,0.0,0.21887990414950312,0.5957301253799765,0.006584599961943208,0.03323469155474618,0.0,0.0029034719657580607,0.034778003002666084,0.11616161616161616,0.004790472563934181,0.023255813953488372,0.001359153623533395,0.013934726806013934,0.3470268592140113,0.037045617629350436,0.0,0.0,0.015102481121898596,0.23243555772314067,0.04671532846715328
0.4541547277936963,0.3648140983238271,0.5172196594207701,0.4962358030383965,0.3648648648648649,0.2878643551152601,0.6388888783333335,0.6164147000685697,0.9559923903629185,0.427965681114164,0.34468472569997727,0.5454545454545454,0.3644181250745448,0.3516506874129556,0.5555555555555556,0.6110149751590275,0.5581395348837209,0.13046720869423237,0.3799046571323799,0.6964127794795643,0.9329366195113292,0.31957145580046564,0.025362319,0.45631067961165045,0.5948646038687007,0.45547445255474445
0.10888252148997135,0.06604845050734495,0.09146821043299064,0.08608832029387398,0.008445945945945946,0.016003048199657078,0.11111111111111112,0.28719003986166686,0.8111282168770005,0.051252125631366593,0.06123378101525154,0.1818181818181818,0.029279892625113407,0.06407727950491217,0.21717171717171718,0.11771974404190387,0.12790697674418605,0.005493841979543172,0.10927759442610926,0.4362566037400251,0.5465908663522582,0.060253605482528776,0.0,0.049622437971952524,0.31873817267673304,0.1493917274939173
0.04011461318051576,0.031202026883666363,0.02678740216055128,0.03436424225164118,0.0,0.0013335873499714232,0.0,0.21887990414950312,0.5957301253799765,0.006584599961943208,0.03323469155474618,0.0,0.0029034719657580607,0.034778003002666084,0.11616161616161616,0.004790472563934181,0.023255813953488372,0.001359153623533395,0.013934726806013934,0.3470268592140113,0.037045617629350436,0.0,0.0,0.015102481121898596,0.23243555772314067,0.06666666666666668
0.04011461318051576,0.031202026883666363,0.02678740216055128,0.03436424225164118,0.0,0.0013335873499714232,0.0,0.21887990414950312,0.5957301253799765,0.006584599961943208,0.03323469155474618,0.0,0.0029034719657580607,0.034778003002666084,0.11616161616161616,0.004790472563934181,0.023255813953488372,0.001359153623533395,0.013934726806013934,0.3470268592140113,0.037045617629350436,0.0,0.0,0.015102481121898596,0.23243555772314067,0.05060827250608272
0.14183381088825214,0.13361955992661284,0.11149108543173039,0.11212378667529603,0.0,0.017717660506763194,0.08333334388888869,0.39908588919316035,0.8376009914280926,0.049642682566941466,0.12724789437741862,0.1818181818181818,0.016950727350987387,0.09533004124756911,0.35858585858585856,0.06594536365470743,0.13953488372093023,0.014035276263455099,0.16318298496516317,0.4775488139764265,0.322988757213553,0.014789956825601948,0.333333333,0.05825242718446601,0.3976310405879208,0.23260340632603407
0.04011461318051576,0.031202026883666363,0.02678740216055128,0.03436424225164118,0.0,0.0013335873499714232,0.0,0.21887990414950312,0.5957301253799765,0.006584599961943208,0.03323469155474618,0.0,0.0029034719657580607,0.034778003002666084,0.11616161616161616,0.004790472563934181,0.023255813953488372,0.001359153623533395,0.013934726806013934,0.3470268592140113,0.037045617629350436,0.0,0.0,0.015102481121898596,0.23243555772314067,0.04282238442822384
0.04011461318051576,0.031202026883666363,0.02678740216055128,0.03436424225164118,0.0,0.0013335873499714232,0.0,0.21887990414950312,0.5957301253799765,0.006584599961943208,0.03323469155474618,0.0,0.0029034719657580607,0.034778003002666084,0.11616161616161616,0.004790472563934181,0.023255813953488372,0.001359153623533395,0.013934726806013934,0.3470268592140113,0.037045617629350436,0.0,0.0,0.015102481121898596,0.23243555772314067,0.03649635036496351
0.4727793696275073,0.2937483618935886,0.38526520572693074,0.36017546702455794,0.14358108108108109,0.2313774052200419,0.4444444444444444,0.6802163257030815,0.934755819405221,0.34045663792491127,0.3635784202139768,0.5454545454545454,0.3078599312165237,0.36671794144864983,0.712121212121212,0.4277920550591567,0.40697674418604646,0.09088978156370883,0.39200586725339204,0.7047495953061893,0.8146612214020271,0.5811195885573832,0.036764706,0.3160733549083063,0.6690171448709561,0.42919708029197073
0.07593123209169056,0.033947805249429,0.07019576099659343,0.05319947206725158,0.05067567567567568,0.011811773671175464,0.1388888994444442,0.23418402165120136,0.5986520157372159,0.048462008278449875,0.03801502390166173,0.0,0.01967956427186551,0.03978031850304956,0.11616161616161616,0.19429493309602852,0.08139534883720931,0.00480956043494524,0.021268793546021268,0.3650294879906933,0.8358059488487667,0.05628426613179781,0.0,0.042071197411003236,0.24011386904968457,0.09099756690997568
