feature,score,rank
Constraint Coefficients,0.0017109679754165885,1
LGC Scores,0.0017974068812590671,2
MDD Value,0.0021317921245082028,3
MCGM Values,0.002160959420196007,4
Gravity Model Centrality,0.002275151418258403,5
Local Gravity Model Centrality,0.00234133021893701,6
Improved Gravity Index Values,0.002342626856164598,7
HVGc Index,0.0024023103835415505,8
K-Shell Value,0.0024294817480490227,9
Laplacian Centrality,0.002436287971694151,10
H Values,0.002535721605419594,11
Gravity Index Centrality,0.0026143067652627527,12
Extended Degree,0.002706914447833997,13
Extended Coreness,0.002734178781272578,14
EIGSM Values,0.0027822559106581712,15
Local-Global Centrality,0.002842830148241826,16
Societal Capital Scores,0.0028710350464212775,17
Subgraph centrality,0.0031210672933337236,18
Density Centrality,0.0031402896436681926,19
H-GSM_1,0.003265723451508884,20
PE Values,0.003359806758362227,21
Centrality Values,0.003414319666225407,22
Clustered Local Degree,0.0034450225703896997,23
Node H-Index,0.0034866374085245067,24
I-GSM Values,0.0035158473801205625,25
Extended Improved Gravity Index Values,0.0035188696876180536,26
Degree Centrality,0.003589348771061096,27
Coreness Centrality,0.003815702809277788,28
Second order centrality,0.004020978529184371,29
EHCC Value,0.004121521300633368,30
GGC Values,0.00414309969813742,31
Semi local centrality,0.004387362247774584,32
DNC Scores,0.004547668765419566,33
PageRank Centrality,0.005034416037249523,34
Isolating Centrality,0.005225906184142204,35
HCC Value,0.006188460766718307,36
Global Relative Change in Avg Degree,0.0075707807090371615,37
DIL Centrality,0.007596439219157425,38
CLC Values,0.007907102365244167,39
GSM,0.010255145489373785,40
GIN Values,0.01089513375353901,41
Clustering Coefficient,0.01120519552754029,42
Eigenvector Centrality,0.011442044981263555,43
Leverage Centrality,0.01235593456506967,44
P Value,0.012390047665161497,45
Volume Centrality,0.012431952872963392,46
Betweenness Centrality,0.012904891866135637,47
Closeness Centrality,0.02165476780154374,48
Global Relative Change in Avg Clustering,0.05560201421407063,49
Eccentricity Centrality,0.0662224087054567,50
