Lambda,Kendall_Tau,P_Value
0.0526,0.6529777804032619,1.699735419616985e-09
0.0643,0.6804342980609916,3.5090923081478424e-10
0.076,0.6368141495700957,4.547426304203747e-09
0.0877,0.6498265268679366,2.073301499495401e-09
0.0993,0.6459185611556592,2.5370913601262805e-09
0.111,0.6373119517120631,4.035527634490055e-09
0.1227,0.6052121740420059,2.2791094647023377e-08
0.1344,0.6020363824291076,2.7426519515464332e-08
0.1461,0.6099128511219438,1.773376266446805e-08
0.1578,0.6161466101422899,1.2901598398003761e-08
