Leverage Centrality,Global Relative Change in Avg Clustering,Betweenness Centrality,Volume Centrality,Isolating Centrality,Closeness Centrality,Eccentricity Centrality,Constraint Coefficients,GSM,Clustering Coefficient,P Value,GIN Values,Second order centrality,PageRank Centrality,HCC Value,DIL Centrality,Centrality Values,Node H-Index,DNC Scores,K-Shell Value,Global Relative Change in Avg Degree,Degree Centrality,PE Values,I-GSM Values,MDD Value,Average Spreading Ability
0.5878870942869101,0.016971900125593926,0.05200394098338467,0.806070826306914,0.0,0.7262310172870463,1.0,0.9636605848716447,0.6153368272137945,0.011379801,0.9638297872340427,0.6836921235513452,0.8997860797166944,0.12525593041704136,0.6921381042081143,0.07371096101713377,0.17651414499313695,0.3658536585365854,0.15442022690821455,0.2631578947368421,0.1599998618706661,0.17647058787283737,0.19875687313788304,0.4637794080373612,0.19831223628691982,0.36405529953917043
0.18965103088079993,0.04405837606810242,0.0015459218859900647,0.39093343914294215,0.0,0.5434152787896245,0.5555555599999997,0.6135855551060033,0.3798579292211887,0.466666667,0.6787234042553192,0.4178368464328357,0.6374444617047479,0.016793007021187797,0.3863574552252466,0.00016008863658748343,0.028256449653297107,0.09756097560975611,0.018871111330519545,0.07894736842105263,0.0,0.019607844466262975,0.029927487097332735,0.14987819750704207,0.026019690576652606,0.015053763440860214
0.2761911876968989,0.041536545056021626,0.003837420596428988,0.5037198690606091,0.0,0.5778368884446174,0.5555555599999997,0.6698077125031102,0.3958169428605656,0.380952381,0.6829787234042554,0.454586619176061,0.6664721266798532,0.020707132096138395,0.3845877813499956,0.00024181540888081304,0.02948870510198999,0.09756097560975611,0.023708822795070743,0.07894736842105263,0.004999869002343621,0.02450980558282873,0.03163490476980934,0.1583840885571479,0.030942334739803103,0.014439324116743472
0.16317083585768655,0.005415437700012284,0.009667640143818936,0.462652514631485,0.7777777777777777,0.5273198583603003,0.5555555599999997,0.8798799068657721,0.3906082799353941,0.120879121,0.9765957446808511,0.4997092412871399,0.7898660575304272,0.042764193258807176,0.641864012001331,0.004036785430282897,0.08421836794581729,0.2439024390243903,0.050555677767086166,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.0923437583987435,0.32413701000982764,0.08016877637130802,0.1400921658986175
0.16317083585768655,0.001426329770276278,0.00967028938848913,0.4706874318024006,0.7777777777777777,0.5316402080544873,0.5555555599999997,0.8828227779953042,0.39264211939665233,0.10989011,0.9765957446808511,0.5031819876099987,0.7899832765428109,0.042903128732299636,0.641864012001331,0.004333914912745486,0.08464842222631108,0.2439024390243903,0.050408813410316285,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09278284958397832,0.32529730100054294,0.08016877637130802,0.10568356374807986
0.16317083585768655,0.001426329770276278,0.009845706495697952,0.4676123400456304,0.7777777777777777,0.5299741908521536,0.5555555599999997,0.8828227779953042,0.39210689856615294,0.10989011,0.9765957446808511,0.5013682861742669,0.7899444461926923,0.04309007332228687,0.641864012001331,0.004333914912745486,0.08417228606788593,0.2439024390243903,0.050408813410316285,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09239070322404207,0.3247826241267738,0.08016877637130802,0.11520737327188937
0.15872735922696402,0.001426329770276278,0.007073478115241782,0.4687035016367424,0.0,0.5309738011735539,0.5555555599999997,0.8828227779953042,0.3923423956196073,0.10989011,0.9765957446808511,0.5012979875914015,0.7921973152332706,0.04128471231882651,0.6420085942218489,0.004374720112549809,0.08430814193402586,0.2439024390243903,0.050408813410316285,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.0925831975486579,0.3250765161054354,0.08016877637130802,0.17173579109062975
0.15872735922696402,0.001426329770276278,0.007319368223181236,0.46830671560361076,0.0,0.5296466349276272,0.5555555599999997,0.8828227779953042,0.3922995779735246,0.10989011,0.9765957446808511,0.500890256311331,0.792309492832416,0.04096632458716343,0.6420085942218489,0.004374720112549809,0.08426028548674275,0.2439024390243903,0.050408813410316285,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09257606551406787,0.3249847955071441,0.08016877637130802,0.11889400921658985
0.15872735922696402,0.001426329770276278,0.00617822927527206,0.4651324273385577,0.0,0.5293134314871604,0.5555555599999997,0.8828227779953042,0.3919998544509465,0.10989011,0.9765957446808511,0.4999763755683294,0.7923436920244286,0.04065666578577212,0.6420085942218489,0.004374720112549809,0.08434062743836429,0.2439024390243903,0.050408813410316285,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09270638957122342,0.32459315430907354,0.08016877637130802,0.08509984639016896
0.15872735922696402,0.00019964774731246807,0.00249826349485419,0.4685051086201766,0.0,0.5289802280466935,0.5555555599999997,0.8828227779953042,0.3923423956196073,0.10989011,0.9765957446808511,0.5009183755776278,0.7927622797857743,0.039536234844303894,0.6420085942218489,0.004374720112549809,0.08752450943152286,0.2439024390243903,0.050599737066098334,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09613169385811639,0.325005047909962,0.08016877637130802,0.19047619047619044
0.15872735922696402,0.001426329770276278,0.004416574344699151,0.4689018946533082,0.0,0.5286470246062269,0.5555555599999997,0.8828227779953042,0.39236380469711557,0.10989011,0.9765957446808511,0.5009886741604931,0.7924842104472198,0.03983367314331471,0.6420085942218489,0.004374720112549809,0.08446013374116267,0.2439024390243903,0.050408813410316285,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09284528105652709,0.32504760114565384,0.08016877637130802,0.10783410138248845
0.15872735922696402,0.003879723599557549,0.005686057342282385,0.46691796448765005,0.0,0.533311872772761,0.5555555599999997,0.8828227779953042,0.3945731964055255,0.10989011,0.9765957446808511,0.5033872592050063,0.7925498212600078,0.04048339651987734,0.6420085942218489,0.004374720112549809,0.08414207253005784,0.2439024390243903,0.05002696613884614,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09278259726677564,0.32522380670057255,0.08016877637130802,0.08325652841781875
0.15872735922696402,0.003879723599557549,0.00769168502862099,0.46612439242138676,0.0,0.5346503340505679,0.5555555599999997,0.8828227779953042,0.3955965387576204,0.10989011,0.9765957446808511,0.5043545667375061,0.7923678562505148,0.04106816210700083,0.6420085942218489,0.004374720112549809,0.0839871259375889,0.2439024390243903,0.05002696613884614,0.2631578947368421,0.03999985286223124,0.058823527237024206,0.09258788442710768,0.3252988964378044,0.08016877637130802,0.060829493087557605
0.29035827481170345,0.008766665616803452,0.01630323522511995,0.5566908044836821,0.0,0.5828462350834986,1.0,0.896688586017379,0.46103321710428885,0.0,0.8702127659574469,0.5017619577377644,0.7904079712645029,0.043893207648375995,0.5085588991227177,0.005970027357153752,0.07788413310732371,0.21951219512195125,0.04925894176836097,0.2368421052631579,0.03999985286223124,0.058823527237024206,0.08605792410964148,0.21290289992335623,0.07805907172995781,0.11459293394777265
0.28406628498408937,0.004664073181869592,0.010698191166351356,0.5635353635552028,0.0,0.56058937476351,0.5555555599999997,0.896688586017379,0.4601818224733821,0.0,0.8680851063829788,0.5015370026062941,0.7906361524779996,0.04086936072006109,0.5082147874372259,0.0060196439672537865,0.07591349242800828,0.2439024390243903,0.048799253465754575,0.2368421052631579,0.03999985286223124,0.058823527237024206,0.084673192488192,0.21455434548282204,0.08016877637130802,0.10629800307219658
0.28897526923141525,0.004750643463150782,0.01490441342256821,0.5664120622954072,0.0,0.5721611349248032,0.5555555599999997,0.896688586017379,0.46297987309576355,0.0,0.8659574468085107,0.5056902384771512,0.78956029792002,0.04250785367315932,0.5068585997055418,0.005976302078122899,0.07624729459595248,0.2439024390243903,0.04884611653578881,0.2368421052631579,0.03999985286223124,0.058823527237024206,0.08484025264625197,0.214960518051182,0.07805907172995781,0.11889400921658985
0.3462236981864931,0.00478997734554024,0.017141705700718386,0.5884336871342128,0.0,0.586443702737351,0.5555555599999997,0.9110162354092401,0.47317787709158504,0.0,0.8723404255319149,0.5187253645089681,0.8069003920065545,0.05158390440541111,0.5152646285109919,0.008384082121952205,0.0847221655240537,0.2682926829268293,0.05692370984395229,0.2631578947368421,0.04999985361293414,0.0686274494701557,0.09464816351047474,0.22611712740616755,0.09212376933895922,0.04393241167434716
