Starting Node,Average Spreading Ability,Node,Rank
186,11.21,186,1.0
1,1.46,1,108.0
2,1.44,2,110.0
3,1.45,3,109.0
5,1.48,5,106.0
13,1.35,13,119.0
24,1.49,24,105.0
25,1.37,25,117.0
26,1.87,26,67.0
27,1.66,27,88.0
28,1.74,28,80.0
29,1.85,29,69.0
31,1.39,31,115.0
32,1.69,32,85.0
34,1.41,34,113.0
40,1.48,40,106.0
41,1.16,41,138.0
42,1.2,42,134.0
43,1.98,43,57.0
45,1.8,45,74.0
46,1.57,46,97.0
47,1.6,47,94.0
48,1.78,48,76.0
50,1.34,50,120.0
51,1.24,51,130.0
52,1.47,52,107.0
57,1.64,57,90.0
61,2.07,61,49.0
64,1.22,64,132.0
66,1.6,66,94.0
67,1.49,67,105.0
69,1.18,69,136.0
70,1.52,70,102.0
71,1.26,71,128.0
72,1.32,72,122.0
75,1.3,75,124.0
76,1.63,76,91.0
79,1.38,79,116.0
80,1.41,80,113.0
81,1.7,81,84.0
82,2.12,82,45.0
83,2.14,83,43.0
84,1.61,84,93.0
85,2.04,85,52.0
88,2.15,88,42.0
89,4.07,89,13.0
91,1.46,91,108.0
92,2.29,92,36.0
94,1.28,94,126.0
95,1.84,95,70.0
97,1.32,97,122.0
98,1.59,98,95.0
100,1.76,100,78.0
111,1.83,111,71.0
112,1.6,112,94.0
113,1.28,113,126.0
115,1.23,115,131.0
116,2.02,116,54.0
117,1.25,117,129.0
118,1.49,118,105.0
125,1.9,125,64.0
127,1.68,127,86.0
128,2.3,128,35.0
129,1.76,129,78.0
130,2.28,130,37.0
132,1.56,132,98.0
135,2.22,135,39.0
136,1.87,136,67.0
137,1.82,137,72.0
140,1.19,140,135.0
141,1.39,141,115.0
144,1.52,144,102.0
145,6.66,145,3.0
146,4.21,146,10.0
147,7.04,147,2.0
148,1.17,148,137.0
149,1.7,149,84.0
153,5.36,153,5.0
155,5.08,155,6.0
157,1.83,157,71.0
159,2.0,159,55.0
160,1.73,160,81.0
161,1.54,161,100.0
162,1.93,162,61.0
166,1.82,166,72.0
173,2.67,173,25.0
174,2.59,174,26.0
176,3.27,176,18.0
179,1.34,179,120.0
182,1.94,182,60.0
183,2.34,183,33.0
184,2.3,184,35.0
185,1.83,185,71.0
187,1.9,187,64.0
188,1.84,188,70.0
190,1.18,190,136.0
191,1.73,191,81.0
194,1.17,194,137.0
195,1.42,195,112.0
197,1.9,197,64.0
198,3.0,198,20.0
201,1.36,201,118.0
202,2.47,202,29.0
203,1.61,203,93.0
204,1.75,204,79.0
205,4.64,205,8.0
207,1.49,207,105.0
208,3.07,208,19.0
210,1.38,210,116.0
211,2.34,211,33.0
213,1.22,213,132.0
215,2.38,215,31.0
216,1.53,216,101.0
217,1.35,217,119.0
219,1.49,219,105.0
220,3.39,220,17.0
221,1.82,221,72.0
226,1.32,226,122.0
227,4.74,227,7.0
228,3.94,228,14.0
229,3.94,229,14.0
230,4.14,230,11.0
231,4.42,231,9.0
233,2.83,233,21.0
238,2.74,238,24.0
239,1.83,239,71.0
243,2.04,243,52.0
246,2.56,246,27.0
247,1.39,247,115.0
251,1.22,251,132.0
252,1.28,252,126.0
253,1.44,253,110.0
254,1.31,254,123.0
255,1.2,255,134.0
256,1.37,256,117.0
259,1.45,259,109.0
260,1.36,260,118.0
261,1.22,261,132.0
262,1.27,262,127.0
269,2.16,269,41.0
272,1.61,272,93.0
273,2.41,273,30.0
279,1.26,279,128.0
283,1.56,283,98.0
284,1.59,284,95.0
285,3.07,285,19.0
286,1.52,286,102.0
287,1.7,287,84.0
288,1.54,288,100.0
289,1.38,289,116.0
290,1.51,290,103.0
291,1.59,291,95.0
292,1.22,292,132.0
293,2.28,293,37.0
294,1.44,294,110.0
295,3.6,295,15.0
296,1.07,296,146.0
297,1.62,297,92.0
298,2.82,298,22.0
299,1.5,299,104.0
300,1.98,300,57.0
302,2.31,302,34.0
305,1.69,305,85.0
306,1.88,306,66.0
307,1.12,307,142.0
308,1.38,308,116.0
310,1.43,310,111.0
311,2.37,311,32.0
312,1.51,312,103.0
313,1.4,313,114.0
314,1.26,314,128.0
315,1.38,315,116.0
317,1.81,317,73.0
318,1.22,318,132.0
319,1.62,319,92.0
323,1.63,323,91.0
324,1.71,324,83.0
330,1.45,330,109.0
331,1.04,331,149.0
334,1.36,334,118.0
335,2.25,335,38.0
336,1.67,336,87.0
338,1.42,338,112.0
339,1.54,339,100.0
341,1.81,341,73.0
342,2.08,342,48.0
345,1.62,345,92.0
346,1.7,346,84.0
347,1.75,347,79.0
359,1.17,359,137.0
363,1.52,363,102.0
365,2.21,365,40.0
369,1.2,369,134.0
371,1.6,371,94.0
373,1.31,373,123.0
375,1.51,375,103.0
376,2.13,376,44.0
381,1.63,381,91.0
382,2.16,382,41.0
383,1.96,383,59.0
384,1.96,384,59.0
386,1.57,386,97.0
387,2.03,387,53.0
389,1.76,389,78.0
392,2.12,392,45.0
393,1.2,393,134.0
396,1.15,396,139.0
400,1.19,400,135.0
404,1.35,404,119.0
408,6.51,408,4.0
409,2.74,409,24.0
410,2.06,410,50.0
411,1.24,411,130.0
412,1.44,412,110.0
413,1.71,413,83.0
416,1.69,416,85.0
417,1.92,417,62.0
418,1.44,418,110.0
419,1.36,419,118.0
420,1.39,420,115.0
426,4.12,426,12.0
427,3.49,427,16.0
429,1.79,429,75.0
431,1.76,431,78.0
435,2.81,435,23.0
436,1.99,436,56.0
438,1.7,438,84.0
439,1.8,439,74.0
440,1.5,440,104.0
442,1.52,442,102.0
443,1.58,443,96.0
446,1.82,446,72.0
447,1.22,447,132.0
448,1.19,448,135.0
449,2.31,449,34.0
450,1.57,450,97.0
451,1.9,451,64.0
452,1.63,452,91.0
218,1.3,218,124.0
206,1.74,206,80.0
232,1.09,232,144.0
6,2.38,6,31.0
7,2.29,7,36.0
30,1.3,30,124.0
39,1.94,39,60.0
44,1.21,44,133.0
49,1.61,49,93.0
65,1.17,65,137.0
68,1.84,68,70.0
77,1.74,77,80.0
86,1.27,86,127.0
87,1.5,87,104.0
99,1.19,99,135.0
102,1.44,102,110.0
103,1.54,103,100.0
104,1.27,104,127.0
105,1.58,105,96.0
106,1.99,106,56.0
107,1.93,107,61.0
108,1.86,108,68.0
109,1.73,109,81.0
121,1.46,121,108.0
199,2.05,199,51.0
282,1.69,282,85.0
357,1.27,357,127.0
374,1.98,374,57.0
406,1.5,406,104.0
421,1.36,421,118.0
422,1.97,422,58.0
36,1.41,36,113.0
96,1.24,96,130.0
122,1.72,122,82.0
139,1.14,139,140.0
142,1.47,142,107.0
143,1.91,143,63.0
164,2.03,164,53.0
168,1.58,168,96.0
172,1.46,172,108.0
177,1.39,177,115.0
178,1.17,178,137.0
180,1.09,180,144.0
181,1.11,181,143.0
432,1.3,432,124.0
445,1.6,445,94.0
10,1.42,10,112.0
11,1.24,11,130.0
14,2.1,14,47.0
33,1.44,33,110.0
58,2.05,58,51.0
59,1.81,59,73.0
60,1.72,60,82.0
62,1.52,62,102.0
63,2.04,63,52.0
74,1.24,74,130.0
110,1.58,110,96.0
126,1.73,126,81.0
133,1.47,133,107.0
154,2.52,154,28.0
200,1.7,200,84.0
245,1.57,245,97.0
248,1.58,248,96.0
266,1.4,266,114.0
316,1.47,316,107.0
340,1.25,340,129.0
349,1.99,349,56.0
360,1.27,360,127.0
364,1.44,364,110.0
368,2.3,368,35.0
370,2.03,370,53.0
390,1.7,390,84.0
399,1.3,399,124.0
428,1.13,428,141.0
437,1.46,437,108.0
441,1.48,441,106.0
444,1.76,444,78.0
163,1.27,163,127.0
240,1.09,240,144.0
244,1.39,244,115.0
249,1.44,249,110.0
257,1.3,257,124.0
378,1.18,378,136.0
379,1.21,379,133.0
4,1.65,4,89.0
241,1.11,241,143.0
158,1.6,158,94.0
167,2.11,167,46.0
169,1.11,169,143.0
170,1.21,170,133.0
222,1.54,222,100.0
350,1.02,350,150.0
37,1.35,37,119.0
53,1.3,53,124.0
54,1.61,54,93.0
93,1.56,93,98.0
152,1.45,152,109.0
175,1.42,175,112.0
235,1.4,235,114.0
236,1.22,236,132.0
237,1.37,237,117.0
258,1.27,258,127.0
303,1.48,303,106.0
320,1.18,320,136.0
321,1.19,321,135.0
322,1.36,322,118.0
325,1.28,325,126.0
326,1.11,326,143.0
327,1.18,327,136.0
328,1.33,328,121.0
329,1.27,329,127.0
332,1.32,332,122.0
333,1.46,333,108.0
405,1.42,405,112.0
424,1.42,424,112.0
425,1.82,425,72.0
430,1.57,430,97.0
73,1.44,73,110.0
196,1.55,196,99.0
348,1.98,348,57.0
414,1.64,414,90.0
193,1.53,193,101.0
267,1.42,267,112.0
55,1.19,55,135.0
101,1.18,101,136.0
119,1.57,119,97.0
124,1.65,124,89.0
131,1.08,131,145.0
150,1.46,150,108.0
151,1.25,151,129.0
250,1.23,250,131.0
278,1.15,278,139.0
281,1.2,281,134.0
304,1.58,304,96.0
351,1.22,351,132.0
358,1.04,358,149.0
366,1.05,366,148.0
407,1.49,407,105.0
15,1.24,15,130.0
8,1.12,8,142.0
352,1.4,352,114.0
353,1.11,353,143.0
356,1.13,356,141.0
23,1.11,23,143.0
22,1.11,22,143.0
354,1.15,354,139.0
18,1.15,18,139.0
19,1.14,19,140.0
20,1.16,20,138.0
21,1.19,21,135.0
355,1.12,355,142.0
12,1.09,12,144.0
9,1.07,9,146.0
16,1.14,16,140.0
17,1.17,17,137.0
90,1.49,90,105.0
114,1.35,114,119.0
165,1.14,165,140.0
171,1.35,171,119.0
212,1.61,212,93.0
214,1.3,214,124.0
223,1.4,223,114.0
224,1.25,224,129.0
268,1.11,268,143.0
277,1.49,277,105.0
395,1.6,395,94.0
38,1.31,38,123.0
56,1.38,56,116.0
265,1.05,265,148.0
270,1.23,270,131.0
271,1.87,271,67.0
276,1.15,276,139.0
385,1.42,385,112.0
391,1.15,391,139.0
415,1.21,415,133.0
263,1.27,263,127.0
397,1.36,397,118.0
209,1.21,209,133.0
275,1.33,275,121.0
344,1.37,344,117.0
192,1.27,192,127.0
402,1.26,402,128.0
337,1.46,337,108.0
309,1.89,309,65.0
280,1.68,280,86.0
78,1.53,78,101.0
264,1.11,264,143.0
343,1.29,343,125.0
388,1.64,388,90.0
394,1.57,394,97.0
401,1.77,401,77.0
434,1.23,434,131.0
367,1.07,367,146.0
403,1.02,403,150.0
