EHCC Value,Extended Improved Gravity Index Values,Coreness Centrality,Subgraph centrality,Degree Centrality,Local Gravity Model Centrality,GIN Values,Leverage Centrality,Constraint Coefficients,Betweenness Centrality,Clustering Coefficient,Eccentricity Centrality,Isolating Centrality,H-GSM_1,DIL Centrality,MDD Value,Local-Global Centrality,H Values,I-GSM Values,DNC Scores,Global Relative Change in Avg Degree,CLC Values,LGC Scores,Extended Degree,PE Values,Average Spreading Ability
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.23094958968347024
0.9633787827563309,0.9459483611341915,0.9381199811053378,0.9300411522633742,0.9285714285714284,0.9257695355940494,0.9214205637166581,0.9254787282584731,0.8649556406947099,0.35211267605633806,0.612151179576415,0.0,0.0,0.06264150943396228,0.6742143964099752,0.9358600583090375,0.9246889332401411,0.9311508108638022,0.9222612941140089,0.9284974680419871,0.9285715400727494,0.9167112933826584,0.9274630801103443,0.9408578213119623,0.9286310699950282,0.18405627198124275
0.989974482356871,0.9844169762330996,0.9809478822232718,0.9794238683127572,0.9761904774841268,0.9760806603944072,0.9742637682753204,0.9735807081854256,0.9392248723759593,0.686619718309859,0.27839005406791273,0.0,0.0,0.39811320754716994,0.7079580089120521,0.7317784256559765,0.9751369383851685,0.9787861150977271,0.9748708721868353,0.9761425952297045,0.9761904092896834,0.9706853270163012,0.9771489979282764,0.9819679430097952,0.9762291033468786,0.25439624853458387
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.38100820633059784
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.20867526377491208
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.26494724501758504
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.7022274325908558
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.6787807737397423
1.0000000000000004,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,0.0008538901239205643,1.0,1.0,1.0,0.6984645992581893,0.5072886297376096,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.4032825322391559
0.9764602399225124,0.9644919185646232,0.9590615651078571,0.9547325102880657,0.9523809510873016,0.9506003275990405,0.9475629958741325,0.950083105906741,0.9076584587555061,0.5446009389671362,0.42202194247116154,0.0,0.0,0.15786163522012583,0.7083003512534232,0.8513119533527691,0.9497753643961186,0.9543891304436094,0.9481821208188297,0.9523417697392067,0.9523811307830659,0.9441884753945793,0.9518252218516998,0.9609676461858117,0.952412610491292,0.16529894490035169
