Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.09265536723163842,0.8061542723974015,2.783009883216026e-157,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.11324544883866917,0.826947399561264,9.333209372528292e-166,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.13383553044569993,0.8380709449929284,1.9174562463498835e-170,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.1544256120527307,0.8287963186869618,6.167602984122265e-167,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.17501569365976144,0.837962942271326,8.95411407064904e-171,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.1956057752667922,0.8164096092339959,2.8800042810230226e-162,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.21619585687382298,0.7902532764441671,3.035845441510828e-152,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.23678593848085372,0.7614315923246271,1.4887878904998196e-141,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.2573760200878845,0.7384714482923629,2.771968130409621e-133,0.18531073446327684,0.09265536723163842,0.27796610169491526
0.27796610169491526,0.7193560893474269,1.3983709222246448e-126,0.18531073446327684,0.09265536723163842,0.27796610169491526
