Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.06928359816859682,0.6749945715261746,3.299455499832663e-167,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.0846799533171739,0.7231452133524391,6.410424607967429e-193,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.10007630846575097,0.7429863889381317,2.322424608940746e-204,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.11547266361432804,0.7807235591417093,5.193432577682673e-226,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.13086901876290513,0.8117744319139951,1.143030345761946e-244,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.1462653739114822,0.7977555388063025,1.1767034276552456e-236,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.16166172906005927,0.7554693952810599,1.0134527456390982e-212,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.17705808420863633,0.733749025080185,6.740974639298743e-201,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.1924544393572134,0.7186662741321377,6.599641243370263e-193,0.13856719633719364,0.06928359816859682,0.20785079450579047
0.20785079450579047,0.7166382065369119,7.111211596359129e-192,0.13856719633719364,0.06928359816859682,0.20785079450579047
