Starting Node,Average Spreading Ability
245,6.94
1,4.9
19,4.89
26,2.04
139,15.36
170,1.65
345,2.37
439,3.08
528,3.28
603,2.95
659,6.35
736,2.69
753,2.36
512,20.09
4,6.14
10,31.32
15,9.21
43,3.19
49,4.02
50,14.74
81,4.72
213,3.37
228,23.0
239,6.13
273,7.26
393,18.07
527,4.22
562,5.49
657,28.45
209,5.33
2,2.88
302,13.12
725,1.42
255,15.66
77,37.53
686,35.46
520,31.54
3,4.98
134,10.48
137,35.07
157,13.65
158,43.36
430,7.99
521,32.33
639,24.95
711,7.69
728,32.28
761,25.94
493,18.09
5,3.76
25,7.88
83,4.92
87,2.64
99,11.92
121,4.56
160,2.55
220,5.42
277,3.08
312,3.83
507,2.9
598,4.24
612,3.14
661,17.4
671,4.03
695,3.51
696,15.52
734,4.54
483,1.62
6,1.23
95,1.47
143,2.48
55,5.67
7,20.59
279,4.86
358,36.41
503,5.56
735,28.47
452,4.03
583,2.31
604,4.43
67,18.22
91,8.43
124,18.57
141,15.87
180,25.72
181,16.07
200,11.53
243,15.09
252,23.39
253,6.19
295,8.93
303,6.06
351,28.6
353,9.38
402,6.82
477,10.41
494,11.04
567,18.54
669,16.77
673,8.32
693,35.86
755,10.66
599,8.6
46,5.97
120,9.43
172,9.83
289,9.29
383,13.46
397,35.24
408,6.71
419,14.74
536,20.02
579,5.74
587,16.16
623,32.45
171,15.3
286,8.98
336,6.79
347,3.43
547,16.66
620,16.52
11,1.19
8,2.09
34,2.42
306,2.03
373,2.1
492,2.34
640,1.86
750,5.58
378,8.35
9,5.11
56,4.27
84,2.41
105,4.38
142,10.15
193,2.42
256,3.45
271,4.98
296,4.33
409,10.07
462,3.24
610,6.87
611,4.14
624,2.35
644,3.3
12,2.57
191,1.96
250,3.34
293,1.96
361,6.09
411,1.95
496,2.18
569,1.61
588,3.01
630,1.83
22,15.21
88,5.9
192,9.5
280,10.51
315,5.92
357,4.41
377,18.63
491,3.18
677,3.09
94,6.78
144,6.53
152,9.79
223,13.08
233,4.8
248,3.22
285,5.88
441,14.87
464,4.68
542,3.59
572,10.63
580,6.27
606,8.19
618,14.25
651,16.53
703,7.68
708,13.04
737,8.77
672,8.06
688,2.35
93,8.18
135,4.66
425,4.05
435,12.63
513,5.54
535,3.42
565,4.93
577,6.63
595,4.56
176,3.37
720,3.06
346,4.14
362,7.84
499,3.5
741,8.92
399,6.19
480,2.32
509,9.83
643,3.05
