Starting Node,Average Spreading Ability,Node,Rank
245,3.45,245,140.0
1,2.26,1,216.0
19,1.45,19,294.0
26,1.7,26,269.0
139,7.48,139,32.0
170,1.27,170,312.0
345,1.3,345,309.0
439,1.91,439,248.0
528,1.79,528,260.0
603,2.33,603,209.0
659,2.76,659,180.0
736,1.4,736,299.0
753,1.5,753,289.0
512,9.82,512,21.0
4,2.0,4,240.0
10,10.4,10,17.0
15,4.11,15,105.0
43,2.41,43,203.0
49,2.08,49,232.0
50,5.82,50,57.0
81,1.92,81,247.0
213,1.79,213,260.0
228,9.86,228,20.0
239,2.91,239,169.0
273,3.91,273,113.0
393,9.0,393,26.0
527,1.52,527,287.0
562,2.43,562,201.0
657,13.68,657,11.0
209,1.71,209,268.0
2,2.45,2,199.0
302,5.5,302,64.0
725,1.2,725,319.0
255,5.69,255,59.0
77,16.91,77,3.0
686,12.93,686,12.0
520,13.99,520,10.0
3,3.75,3,122.0
134,3.59,134,132.0
137,15.76,137,6.0
157,5.33,157,66.0
158,21.59,158,1.0
430,3.17,430,156.0
521,14.85,521,8.0
639,10.45,639,16.0
711,4.19,711,103.0
728,11.0,728,15.0
761,9.98,761,19.0
493,8.15,493,29.0
5,1.59,5,280.0
25,3.26,25,151.0
83,1.71,83,268.0
87,1.84,87,255.0
99,5.8,99,58.0
121,2.1,121,231.0
160,2.27,160,215.0
220,5.02,220,77.0
277,2.63,277,187.0
312,1.96,312,243.0
507,2.27,507,215.0
598,1.95,598,244.0
612,2.06,612,234.0
661,6.99,661,40.0
671,1.73,671,266.0
695,1.56,695,283.0
696,4.24,696,100.0
734,1.91,734,248.0
483,1.45,483,294.0
6,1.21,6,318.0
95,1.34,95,305.0
143,1.51,143,288.0
55,2.26,55,216.0
7,7.4,7,34.0
279,2.24,279,218.0
358,16.84,358,4.0
503,3.39,503,144.0
735,14.42,735,9.0
452,1.74,452,265.0
583,1.17,583,322.0
604,1.46,604,293.0
67,7.06,67,39.0
91,3.96,91,111.0
124,6.84,124,44.0
141,7.39,141,35.0
180,10.1,180,18.0
181,6.58,181,47.0
200,4.0,200,110.0
243,5.19,243,71.0
252,9.47,252,23.0
253,4.34,253,95.0
295,4.08,295,106.0
303,2.87,303,173.0
351,14.91,351,7.0
353,2.59,353,189.0
402,4.18,402,104.0
477,4.21,477,102.0
494,2.48,494,196.0
567,7.48,567,32.0
669,3.9,669,114.0
673,5.96,673,54.0
693,17.23,693,2.0
755,3.07,755,161.0
599,5.31,599,67.0
46,2.67,46,185.0
120,3.44,120,141.0
172,4.29,172,97.0
289,3.54,289,136.0
383,6.12,383,52.0
397,11.42,397,13.0
408,3.96,408,111.0
419,7.58,419,31.0
536,9.75,536,22.0
579,2.69,579,183.0
587,8.29,587,27.0
623,16.77,623,5.0
171,7.06,171,39.0
286,5.03,286,76.0
336,3.96,336,111.0
347,2.1,347,231.0
547,7.37,547,36.0
620,5.93,620,55.0
11,1.13,11,326.0
8,1.43,8,296.0
34,1.57,34,282.0
306,1.3,306,309.0
373,1.65,373,274.0
492,1.35,492,304.0
640,2.05,640,235.0
750,3.63,750,130.0
378,4.61,378,85.0
9,2.29,9,213.0
56,2.62,56,188.0
84,1.62,84,277.0
105,3.15,105,158.0
142,4.72,142,82.0
193,1.6,193,279.0
256,1.39,256,300.0
271,2.01,271,239.0
296,1.77,296,262.0
409,5.18,409,72.0
462,2.42,462,202.0
610,3.02,610,165.0
611,1.86,611,253.0
624,2.43,624,201.0
644,2.29,644,213.0
12,1.93,12,246.0
191,1.61,191,278.0
250,2.45,250,199.0
293,2.26,293,216.0
361,2.33,361,209.0
411,1.59,411,280.0
496,1.7,496,269.0
569,1.38,569,301.0
588,2.26,588,216.0
630,1.7,630,269.0
22,6.96,22,42.0
88,2.64,88,186.0
192,4.61,192,85.0
280,4.62,280,84.0
315,2.83,315,177.0
357,2.47,357,197.0
377,7.22,377,37.0
491,2.13,491,228.0
677,1.6,677,279.0
94,2.02,94,238.0
144,4.18,144,104.0
152,1.48,152,291.0
223,4.23,223,101.0
233,1.92,233,247.0
248,2.43,248,201.0
285,2.4,285,204.0
441,4.95,441,79.0
464,1.85,464,254.0
542,2.04,542,236.0
572,3.41,572,143.0
580,2.46,580,198.0
606,4.94,606,80.0
618,4.39,618,92.0
651,7.16,651,38.0
703,3.05,703,163.0
708,6.79,708,45.0
737,1.9,737,249.0
672,2.06,672,234.0
688,1.48,688,291.0
93,3.58,93,133.0
135,3.5,135,138.0
425,2.86,425,174.0
435,6.99,435,40.0
513,2.7,513,182.0
535,2.28,535,214.0
565,2.22,565,220.0
577,1.94,577,245.0
595,2.29,595,213.0
176,2.53,176,192.0
720,1.72,720,267.0
346,1.38,346,301.0
362,3.77,362,121.0
499,1.67,499,272.0
741,4.8,741,81.0
399,2.63,399,187.0
480,1.93,480,246.0
509,3.02,509,165.0
643,1.4,643,299.0
687,1.86,687,253.0
692,2.03,692,237.0
705,3.73,705,123.0
691,1.52,691,287.0
18,2.03,18,237.0
329,3.25,329,152.0
461,9.2,461,24.0
508,3.24,508,153.0
561,3.55,561,135.0
756,2.39,756,205.0
385,1.23,385,316.0
749,1.51,749,288.0
42,3.39,42,144.0
69,2.02,69,238.0
72,5.65,72,61.0
226,2.14,226,227.0
291,3.03,291,164.0
298,2.01,298,239.0
600,3.31,600,148.0
740,2.24,740,218.0
17,1.13,17,326.0
201,1.76,201,263.0
257,1.31,257,308.0
423,1.36,423,303.0
300,4.62,300,84.0
13,2.04,13,236.0
545,1.21,545,318.0
585,2.07,585,233.0
679,2.39,679,205.0
90,5.01,90,78.0
14,3.69,14,125.0
28,1.4,28,299.0
265,1.37,265,302.0
288,5.16,288,73.0
324,1.82,324,257.0
371,2.12,371,229.0
529,1.28,529,311.0
712,1.51,712,288.0
161,3.24,161,153.0
211,2.85,211,175.0
284,3.66,284,127.0
297,3.79,297,119.0
330,3.75,330,122.0
417,2.0,417,240.0
440,5.6,440,62.0
475,2.44,475,200.0
478,7.96,478,30.0
514,6.98,514,41.0
538,6.66,538,46.0
544,3.29,544,150.0
564,2.59,564,189.0
571,3.75,571,122.0
589,3.65,589,128.0
645,4.4,645,91.0
676,4.06,676,107.0
684,3.65,684,128.0
506,1.72,506,267.0
533,2.27,533,215.0
145,1.74,145,265.0
206,1.28,206,311.0
308,1.19,308,320.0
498,1.61,498,278.0
184,4.25,184,99.0
448,1.21,448,318.0
61,1.58,61,281.0
16,2.16,16,225.0
586,5.87,586,56.0
229,9.11,229,25.0
525,3.47,525,139.0
374,1.71,374,268.0
20,3.78,20,120.0
548,1.13,548,326.0
21,2.44,21,200.0
31,3.65,31,128.0
33,2.32,33,210.0
149,5.51,149,63.0
189,2.48,189,196.0
337,2.84,337,176.0
376,3.8,376,118.0
