P Value,GGC Values,I-GSM Values,Improved Gravity Index Values,H Values,Clustering Coefficient,HCC Value,K-Shell Value,Leverage Centrality,GSM,Constraint Coefficients,Betweenness Centrality,Second order centrality,Extended Improved Gravity Index Values,HVGc Index,Closeness Centrality,DIL Centrality,Node H-Index,EIGSM Values,EHCC Value,H-GSM_1,Subgraph centrality,Global Relative Change in Avg Clustering,Isolating Centrality,MDD Value,Average Spreading Ability
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.23094958968347024
0.9999999999999999,0.8959991891607664,0.9222612941140089,0.9683913930360106,0.9311508108638022,0.612151179576415,0.9871538354809432,1.0,0.9254787282584731,0.9713797987230071,0.8649556406947099,0.35211267605633806,0.9382448336380782,0.9459483611341915,0.9635271259703704,0.9117899309423034,0.6742143964099752,1.0,0.9499709990920473,0.9633787827563309,0.06264150943396228,0.9300411522633742,0.004169033923961255,0.0,0.9358600583090375,0.18405627198124275
0.9999999999999999,0.9618470874806198,0.9748708721868353,0.9903753266326782,0.9787861150977271,0.27839005406791273,0.9960846705029561,1.0,0.9735807081854256,0.9911881820062494,0.9392248723759593,0.686619718309859,0.9795285608216031,0.9844169762330996,0.9887648710508394,0.9702383604366229,0.7079580089120521,1.0,0.9858744221728855,0.989974482356871,0.39811320754716994,0.9794238683127572,0.032953108569183126,0.0,0.7317784256559765,0.25439624853458387
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.38100820633059784
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.20867526377491208
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.26494724501758504
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.7022274325908558
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.6787807737397423
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.4032825322391559
0.9999999999999999,0.929743950593731,0.9481821208188297,0.9791420727582836,0.9543891304436094,0.42202194247116154,0.9915221788374388,1.0,0.950083105906741,0.9810655157503523,0.9076584587555061,0.5446009389671362,0.9589545334093694,0.9644919185646232,0.975886112856702,0.9408371256722781,0.7083003512534232,1.0,0.9672584048778154,0.9764602399225124,0.15786163522012583,0.9547325102880657,0.007140579380401726,0.0,0.8513119533527691,0.16529894490035169
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.6822977725674092
0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0008538901239205643,1.0,1.0,1.0,1.0,0.9978049003567051,1.0,1.0,1.0,0.9999999999999998,1.0,0.6984645992581893,1.0,1.0,1.0000000000000004,1.0,0.9999999999999998,0.05079302564975945,1.0,0.5072886297376096,0.3528722157092615
0.9999999999999999,0.8641057129749052,0.8960431787274721,0.9571581391616155,0.9070179060217869,0.7638008130653304,0.9825913438154256,1.0,0.9016403624525969,0.9612571324671104,0.8293835089751838,0.210093896713615,0.9174113943143936,0.926023303465715,0.9506320808100919,0.8830912070776185,0.6340965494120727,1.0,0.9313500359648295,0.9498645403219719,0.024779874213836484,0.9094650205761312,0.028606668946329898,0.0,0.9766763848396494,0.3200468933177022
