Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.06944444444444445,0.0,0.0,0.0,0.6666666666666666
10,0.009624639076034648,0.05263157894736842,0.17647058823529413,0.0,0.6666666666666666
15,0.014436958614051972,0.07142857142857142,0.2,0.0,0.42857142857142855
20,0.019249278152069296,0.08108108108108109,0.21212121212121213,0.045454545454545456,0.3333333333333333
25,0.025024061597690085,0.0625,0.21428571428571427,0.07272727272727272,0.275
30,0.029836381135707413,0.05172413793103448,0.22,0.06060606060606061,0.35555555555555557
35,0.03464870067372473,0.05970149253731343,0.2033898305084746,0.06329113924050633,0.3148148148148148
40,0.04042348411934552,0.05128205128205128,0.18840579710144928,0.054945054945054944,0.3225806451612903
45,0.04523580365736285,0.045454545454545456,0.1794871794871795,0.05714285714285714,0.2777777777777778
50,0.05004812319538017,0.05154639175257732,0.1724137931034483,0.06779661016949153,0.2911392405063291
55,0.0548604427333975,0.06666666666666667,0.17894736842105263,0.10236220472440945,0.28735632183908044
60,0.059672762271414825,0.07964601769911504,0.17307692307692307,0.12318840579710146,0.28421052631578947
65,0.06448508180943215,0.09090909090909091,0.15789473684210525,0.12751677852348994,0.2815533980582524
70,0.07025986525505294,0.0916030534351145,0.18181818181818182,0.1524390243902439,0.2767857142857143
75,0.07507218479307026,0.09285714285714286,0.17692307692307693,0.18181818181818182,0.2966101694915254
80,0.07988450433108758,0.09395973154362416,0.17266187050359713,0.17989417989417988,0.29365079365079366
