Starting Node,Average Spreading Ability,Node,Rank
1,12.86,1,97.0
2,1.5,2,419.0
3,1.48,3,421.0
4,5.57,4,163.0
5,4.45,5,214.0
6,4.76,6,192.0
7,6.6,7,137.0
8,4.88,8,185.0
9,3.78,9,242.0
10,7.21,10,129.0
11,4.52,11,208.0
12,3.72,12,245.0
13,2.99,13,288.0
14,4.74,14,194.0
15,4.47,15,213.0
16,4.88,16,185.0
17,2.44,17,331.0
18,29.42,18,10.0
19,7.83,19,121.0
20,28.49,20,14.0
21,25.48,21,40.0
22,23.15,22,56.0
23,28.3,23,18.0
24,27.07,24,26.0
25,29.1,25,12.0
26,33.56,26,1.0
27,13.76,27,92.0
28,26.62,28,32.0
29,13.35,29,96.0
30,6.67,30,136.0
31,3.43,31,260.0
32,5.15,32,179.0
33,4.23,33,219.0
34,7.32,34,127.0
35,5.68,35,161.0
36,5.81,36,158.0
37,18.4,37,88.0
38,1.91,38,378.0
39,2.04,39,365.0
40,4.55,40,206.0
41,1.32,41,437.0
42,1.01,42,468.0
43,5.83,43,157.0
44,11.53,44,103.0
45,8.29,45,117.0
46,9.69,46,113.0
47,13.68,47,93.0
48,13.49,48,95.0
49,7.9,49,120.0
50,10.83,50,107.0
51,10.55,51,110.0
52,10.91,52,106.0
53,11.85,53,102.0
54,2.67,54,313.0
55,1.16,55,453.0
56,7.76,56,122.0
57,3.3,57,268.0
58,1.05,58,464.0
59,3.19,59,276.0
60,1.8,60,389.0
61,1.97,61,372.0
62,4.59,62,204.0
63,1.75,63,394.0
64,1.3,64,439.0
65,5.41,65,167.0
66,3.83,66,238.0
67,1.27,67,442.0
68,4.48,68,212.0
69,1.37,69,432.0
70,1.58,70,411.0
71,3.53,71,253.0
72,2.2,72,349.0
73,1.1,73,459.0
74,3.27,74,270.0
75,2.5,75,326.0
76,1.38,76,431.0
77,5.38,77,168.0
78,1.83,78,386.0
79,1.34,79,435.0
80,4.29,80,217.0
81,15.08,81,90.0
82,12.14,82,99.0
83,13.59,83,94.0
84,14.94,84,91.0
85,12.01,85,101.0
