Betweenness Centrality,Eccentricity Centrality,Closeness Centrality,GIN Values,H-GSM_1,GSM,Second order centrality,I-GSM Values,Leverage Centrality,Volume Centrality,PageRank Centrality,Eigenvector Centrality,EIGSM Values,Extended Improved Gravity Index Values,PE Values,Centrality Values,Local-Global Centrality,CLC Values,Improved Gravity Index Values,Semi local centrality,P Value,Extended Coreness,EHCC Value,Gravity Model Centrality,HCC Value,Average Spreading Ability
0.43077588175115,0.881481510763457,0.7217044167802967,0.5673058674689953,0.5410144825445976,0.5989456201510979,0.8155484509629576,0.37343976897187625,0.5471264369525168,0.2727272727272727,0.26069564523340116,5.618840712005173e-05,0.2097550416899971,0.17664670658682635,0.1968061769335861,0.15891032917139614,0.23615636674543228,0.19521831068465556,0.2804878048780488,0.15853658536585366,0.5555555555555556,0.25,0.28337486645900145,0.16445916729429091,0.4169811322936703,0.3896041964711492
0.4035753061549623,0.7754386099798831,0.6408224888891912,0.46505574901309304,0.4634236087487579,0.5245210160797407,0.7499148910189635,0.2668576215026709,0.6436781610638129,0.1515151515151515,0.2993543772221996,2.2096383284387962e-05,0.15588661671820503,0.1227544910179641,0.15635167895883062,0.11918274687854709,0.20915696488526903,0.09760915534232778,0.1951219512195122,0.07926829268292683,0.5185185185185186,0.1875,0.22321110708043018,0.125642810636825,0.36981132049594867,0.4315689079637577
0.4588125435977776,0.9999999999999998,0.8160825345225667,0.7160276211265346,0.6873058040353166,0.7249447196435991,0.9026870871573832,0.5757523178451419,0.7080459774598494,0.5151515151515151,0.45002601609800374,0.0001426811342586802,0.45142931740039277,0.3982035928143713,0.46622923930757953,0.39727582292849034,0.4498969714662859,0.4279786041932833,0.48780487804878053,0.3475609756097561,0.8518518518518519,0.4375,0.5318618724888838,0.3684758742540195,0.688679245156924,0.6776347162613257
0.3770435929281161,0.6800000101546668,0.5707946396085458,0.4001333907057623,0.4091991151748625,0.4726360993575699,0.6986004075319225,0.22424856941658997,0.6436781610638129,0.12121212121212122,0.3208207165593582,8.775240637489708e-06,0.12724661701240741,0.10179640718562875,0.13457224382968816,0.09931895573212259,0.19105881920800705,0.08259236221273888,0.18292682926829268,0.06707317073170732,0.5185185185185186,0.1875,0.21431114269867302,0.11012493826379549,0.36981132049594867,0.3977110157367668
0.3511807497217775,0.5936508163318521,0.509629934406273,0.3536892968554533,0.368733382476386,0.43407295261114553,0.6581148502994226,0.20061427621391112,0.6436781610638129,0.12121212121212122,0.33257314185282705,3.4720369297197883e-06,0.11463901430506301,0.09880239520958084,0.13457224382968816,0.09931895573212259,0.1777891929685706,0.07508396564794445,0.18292682926829268,0.06097560975609756,0.5185185185185186,0.1875,0.21431114269867302,0.10151751962878153,0.36981132049594867,0.24558893657606104
0.17623495498017022,0.9999999999999998,0.8383262548328193,0.7518947481339149,0.7132029890614031,0.7385437371227382,0.9179214991532725,0.6311082314934179,0.6436781610638129,0.5757575757575758,0.4311335281819687,0.00016225248127545017,0.4763586519297683,0.4251497005988024,0.48769283642555605,0.41713961407491484,0.4636520281847731,0.5030625698412278,0.5487804878048781,0.4085365853658537,0.9259259259259258,0.46875,0.578141687471387,0.39847518173175106,0.7566037735180206,0.8693371483071053
0.5151945535777697,0.881481510763457,0.8040145129096207,0.7133256969645392,0.683883687398593,0.6826764612116715,0.8950988970540599,0.5751213855903217,0.7080459774598494,0.5151515151515151,0.4500932605608188,0.0001426811342586802,0.45111582469639144,0.35628742514970063,0.46622923930757953,0.39727582292849034,0.44878438714769736,0.4279786041932833,0.48780487804878053,0.3475609756097561,0.8518518518518519,0.40625,0.5240299038636388,0.3681339498967873,0.688679245156924,0.8869814020028612
0.20179123637349355,0.9999999999999998,0.9093844254853222,0.8508250231712076,0.7948143359097612,0.8337904854456396,0.9388578214704536,0.7463617507124584,0.6275862067234245,0.7575757575757576,0.43712081653170953,0.00019234605787112866,0.5117967254846959,0.45508982035928147,0.5320421218817033,0.4767309875141884,0.5033442060646223,0.5931633286187611,0.6585365853658536,0.4817073170731707,0.962962962962963,0.5625,0.5824136702781405,0.46093509867812327,0.8037735847346101,0.9237005245588936
0.7498924367223142,0.9999999999999998,0.9177086060737955,0.8635755568515573,0.7991745763200495,0.825965554121901,0.9351478005701036,0.7793421586248864,0.5632183912929053,0.7575757575757576,0.4185292834448604,0.0002016056199005682,0.5277690728794843,0.4850299401197605,0.5535057189996799,0.49659477866061297,0.5070088612955925,0.6532305011371167,0.6951219512195121,0.5304878048780488,0.962962962962963,0.59375,0.6258454966497095,0.47880833630363206,0.8301886793878247,0.9651883643299952
1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999999,0.9801076344913376,0.9195402302290924,1.0,0.8722617603351659,0.0003095068753404441,0.936128397828476,0.8203592814371258,0.9999999999999999,0.8740068104426787,1.0,0.9085159843401278,0.902439024390244,0.7378048780487805,1.0,0.8125,0.9590601638000579,0.9823179068820775,0.9830188680550089,0.8893657606103957
0.4825873045780978,0.7754386099798831,0.6966791688060853,0.561219328301608,0.5191155971503659,0.5403244576227955,0.7892028297673137,0.37201442314117983,0.5471264369525168,0.2727272727272727,0.2608392463321605,5.618840712005173e-05,0.20907961088977767,0.14520958083832336,0.1968061769335861,0.15891032917139614,0.23442840377799629,0.19521831068465556,0.10975609756097562,0.15853658536585366,0.48148148148148145,0.15625,0.2677109290988638,0.16394006793339064,0.3754716980046564,0.5703385789222698
0.16182645285368044,0.881481510763457,0.8370715070235274,0.6737066805798033,0.6313414751456465,0.6912467777304035,0.8604218992845536,0.4471445832418779,0.5471264369525168,0.33333333333333337,0.2475457669441914,9.953999298515505e-05,0.26274877620523884,0.218562874251497,0.2518078986190976,0.2185017026106697,0.26583603440243997,0.22525189694383335,0.3048780487804878,0.18292682926829268,0.5555555555555556,0.25,0.3050907795899621,0.19130186507937885,0.4169811322936703,0.6638054363376251
0.3131182551673353,0.5151515063595957,0.6765266948446526,0.6217078998623087,0.5860578793145785,0.6573401435690768,0.821277118160531,0.4411285768083545,0.4827586205564804,0.36363636363636365,0.26619787910795534,0.0037533736920315783,0.2354642236494086,0.2005988023952096,0.2518078986190976,0.2185017026106697,0.2505182323584122,0.24026869007342222,0.3536585365853659,0.1951219512195122,0.5925925925925926,0.3125,0.2837308650079563,0.1891108840703108,0.4641509435102599,0.6776347162613257
0.39221173850691016,0.5936508163318521,0.7521261004546335,0.7444526551035613,0.7706701366899662,0.81181555998635,0.9071084823233022,0.6457847184212021,0.8735632183797066,0.5454545454545455,0.752493972255289,0.002126761161441344,0.5301660978364044,0.44011976047904194,0.6047811364337936,0.49659477866061297,0.6511404323769677,0.4655205870172555,0.5731707317073171,0.3780487804878049,0.6296296296296295,0.5625,0.5443218226891324,0.546918767669741,0.6433962262495265,0.8125894134477823
0.29048826417380325,0.4434782722226087,0.6123849389458079,0.5372587148233032,0.5195764106743768,0.5887110374267526,0.7708202852489405,0.3137162198198592,0.6436781610638129,0.18181818181818182,0.29050941013275333,0.01024232534660279,0.18602282919542923,0.1407185628742515,0.17703478638693676,0.13904653802497163,0.22774531405299897,0.12013434503671111,0.20731707317073172,0.0975609756097561,0.5185185185185186,0.1875,0.23211107157183497,0.1427083333859265,0.36981132049594867,0.5603242727706246
0.12799294640039258,0.5936508163318521,0.7101175518476076,0.6217652056001739,0.5887166961928925,0.6576582023278833,0.8444337924849323,0.4407006409229334,0.4827586205564804,0.36363636363636365,0.26233929564757896,0.0007234682225420335,0.2390136944504901,0.2005988023952096,0.2518078986190976,0.2185017026106697,0.25123141195857607,0.24026869007342222,0.3536585365853659,0.1951219512195122,0.5925925925925926,0.3125,0.2837308650079563,0.18895503336020106,0.4641509435102599,0.7048164043872197
0.390167449003902,0.5936508163318521,0.7610742545471855,0.6934364982139649,0.6901931468804945,0.7483428419625228,0.8759386176131403,0.5468965879037485,0.7264367820065002,0.4545454545454546,0.5136550554800567,0.001316644183931594,0.3715143020781382,0.3023952095808383,0.40678384047604516,0.3376844494892168,0.44603994104831807,0.34538624198054446,0.4634146341463415,0.2804878048780488,0.5925925925925926,0.4375,0.40512637952161085,0.35283794410728514,0.5433962263076396,0.6633285646161181
0.3984576784954448,0.5936508163318521,0.77356732623103,0.7077081210851357,0.701552252283731,0.7572400596595806,0.877399548603788,0.5556226123583876,0.7264367820065002,0.4545454545454546,0.5116614301201363,0.0012114471414934975,0.3760499894369621,0.3023952095808383,0.40678384047604516,0.3376844494892168,0.4517500657438475,0.34538624198054446,0.4634146341463415,0.2804878048780488,0.5925925925925926,0.4375,0.40512637952161085,0.35756688210604587,0.5433962263076396,0.680495946590367
0.13574065212370975,0.6800000101546668,0.7454919189480519,0.5727184834718704,0.557096172015559,0.622838361451206,0.8186537484226307,0.3298544691089986,0.6436781610638129,0.18181818181818182,0.2814704718764166,0.00025447771908866803,0.19552121237313227,0.14371257485029942,0.17703478638693676,0.13904653802497163,0.23955334386137223,0.12764274160150557,0.20731707317073172,0.10365853658536586,0.5185185185185186,0.1875,0.23211107157183497,0.14858575339811006,0.36981132049594867,0.5121602288984262
0.2283574512576039,0.5151515063595957,0.6815065814752977,0.5738969982668018,0.5526555257935244,0.6239850552175253,0.7985260154977787,0.3706129629959022,0.5471264369525168,0.2727272727272727,0.2802944109389276,0.0017546172590322527,0.2070362953241257,0.17065868263473055,0.2157970814194356,0.17877412031782064,0.23869603053640387,0.17269312099027223,0.2804878048780488,0.1402439024390244,0.5555555555555556,0.25,0.25596297610617247,0.16342966743422851,0.4169811322936703,0.6466380543633762
0.37093753155388626,0.6800000101546668,0.7992437509138576,0.6341289715518181,0.6079777445679353,0.678605842166666,0.8414948891779946,0.4041457954513208,0.5471264369525168,0.2727272727272727,0.2657356894375654,0.00045444217000624654,0.22550937647920977,0.17365269461077845,0.2157970814194356,0.17877412031782064,0.2566022614333357,0.18020151755506666,0.2804878048780488,0.14634146341463414,0.5555555555555556,0.25,0.25596297610617247,0.17564205394662466,0.4169811322936703,0.7610872675250356
0.2531856757616934,0.5151515063595957,0.6875337914806364,0.5804178727455804,0.5578282816612858,0.6273625859584949,0.799073861640468,0.37420173162546666,0.5471264369525168,0.2727272727272727,0.27985812346437733,0.0014359283873299328,0.20903012451568515,0.17065868263473055,0.2157970814194356,0.17877412031782064,0.24047140442851545,0.17269312099027223,0.2804878048780488,0.1402439024390244,0.5555555555555556,0.25,0.25596297610617247,0.164736667961119,0.4169811322936703,0.45588936576061034
