Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.060240963855421686,0.1111111111111111,0.0,0.42857142857142855,0.42857142857142855
10,0.12048192771084337,0.16666666666666666,0.0,0.6153846153846154,0.5384615384615384
15,0.18072289156626506,0.34782608695652173,0.0,0.7222222222222222,0.6666666666666666
20,0.24096385542168675,0.4642857142857143,0.05128205128205128,0.64,0.6
25,0.30120481927710846,0.59375,0.1590909090909091,0.6451612903225806,0.6129032258064516
30,0.3614457831325301,0.6944444444444444,0.2978723404255319,0.6486486486486487,0.6216216216216216
35,0.42168674698795183,0.8,0.42,0.6136363636363636,0.627906976744186
40,0.4819277108433735,0.7291666666666666,0.44642857142857145,0.6530612244897959,0.6326530612244898
45,0.5421686746987951,0.6440677966101694,0.5081967213114754,0.6545454545454545,0.6363636363636364
50,0.6024096385542169,0.7833333333333333,0.6451612903225806,0.7413793103448276,0.6557377049180327
55,0.6626506024096386,0.6626506024096386,0.7777777777777778,0.7230769230769231,0.7076923076923077
60,0.7228915662650602,0.7228915662650602,0.7714285714285715,0.782608695652174,0.8088235294117647
65,0.7831325301204819,0.7831325301204819,0.7435897435897436,0.8873239436619719,0.8356164383561644
70,0.8554216867469879,0.8554216867469879,0.7831325301204819,0.85,0.8717948717948718
75,0.9156626506024096,0.9156626506024096,0.9036144578313253,0.9156626506024096,0.9382716049382716
80,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9759036144578314
