Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.0,0.0,0.0,0.0,0.0
10,0.12048192771084337,0.0,0.0,0.0,0.030303030303030304
15,0.1048951048951049,0.0,0.0,0.0,0.022222222222222223
20,0.10582010582010581,0.0,0.0,0.023255813953488372,0.24390243902439024
25,0.11467889908256881,0.0,0.0,0.028368794326241134,0.22321428571428573
30,0.1056338028169014,0.0,0.0,0.16666666666666666,0.25210084033613445
35,0.09814323607427056,0.0,0.0,0.193717277486911,0.2890625
40,0.07749077490774908,0.0,0.014184397163120567,0.17721518987341772,0.31343283582089554
45,0.04088586030664395,0.0,0.0189873417721519,0.18823529411764706,0.3404255319148936
50,0.04514480408858603,0.0,0.029585798816568046,0.1872791519434629,0.36054421768707484
55,0.049403747870528106,0.005649717514124294,0.03333333333333333,0.19269102990033224,0.3790849673202614
60,0.054514480408858604,0.009708737864077669,0.052083333333333336,0.20846905537459284,0.3855421686746988
65,0.05877342419080068,0.00904977375565611,0.05263157894736842,0.22044728434504793,0.33014354066985646
70,0.06303236797274275,0.016736401673640166,0.058823529411764705,0.2032967032967033,0.34418604651162793
75,0.06729131175468483,0.01838235294117647,0.08536585365853659,0.20789473684210527,0.35267857142857145
80,0.07155025553662692,0.028469750889679714,0.11764705882352941,0.2159383033419023,0.3559322033898305
