Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.013283339146610859,0.7860428919723108,2.1059260126116996e-60,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.01623519229030216,0.7963019027042949,4.491351825155408e-62,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.019187045433993462,0.8061505965453645,1.1249955328111646e-63,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.022138898577684765,0.835831011411416,2.3320825602375392e-68,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.025090751721376064,0.848253247009047,2.1292060496140723e-70,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.028042604865067364,0.8521958129984182,4.972380637152399e-71,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.03099445800875867,0.8372486707985883,1.1885166972608014e-68,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.03394631115244997,0.8427153616611659,1.5723137409985477e-69,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.03689816429614127,0.8519772283863636,4.9815003403600625e-71,0.026566678293221718,0.013283339146610859,0.039850017439832575
0.039850017439832575,0.8641107837179065,5.1258922822594913e-73,0.026566678293221718,0.013283339146610859,0.039850017439832575
