6.666666699999999057e-01,2.020113763418478758e-01,8.992732034436548005e-01,3.828851957760353031e-01,8.715148695091385900e-01,8.288008080705503433e-01,7.976682751717716346e-01,1.000000000000000000e+00,8.510011776941402983e-01,1.000000000000000000e+00,4.872285525040374043e-01,8.065893954413360101e-01,4.137931034482758563e-01,5.229914098029309066e-01,5.190056753602165784e-01,7.131782945736433454e-01,7.027027027027027417e-01,4.967975965389211934e-01,9.999999999999998890e-01,3.678102636373099532e-01,6.585365853658535773e-01,7.124917382683410016e-01,3.468574052240250838e-01,3.986182747167557050e-01,7.756997868883672709e-01
6.666666699999999057e-01,1.304394813387778351e-01,8.017988711216732511e-01,6.367471045200832069e-01,6.836998669376892490e-01,6.469543124019420111e-01,6.461034193383428104e-01,1.000000000000000000e+00,7.290930508744781768e-01,7.080291970802919943e-01,4.037635405935833255e-01,5.779885595275120469e-01,3.448275862068965192e-01,4.488799056762675099e-01,4.307561196450578334e-01,5.038759689922480689e-01,4.594594594594594295e-01,4.070287922807978576e-01,5.823529411764706287e-01,2.933961264244425715e-01,4.390243902439024404e-01,5.280898876404493958e-01,2.636252624111705134e-01,2.996971560962756742e-01,7.943151780367641024e-01
6.666666699999999057e-01,4.943186346469167214e-01,9.241850537438739410e-01,7.449514609415446298e-01,7.714120115266245303e-01,7.755546480112057717e-01,7.759635993173368274e-01,1.000000000000000000e+00,8.442285039529648927e-01,8.102189781021897907e-01,5.400659758030584845e-01,7.450830079776553649e-01,5.862068965517241992e-01,6.282634327101230820e-01,5.990472681363966378e-01,6.976744186046510698e-01,6.891891891891892552e-01,6.680629658832234474e-01,7.436974789705882438e-01,4.684391663472785017e-01,6.646341463414632278e-01,7.382683410442828498e-01,4.340560076419489044e-01,4.737850754703425982e-01,8.853746920997117575e-01
4.285714299999998644e-01,1.000000000000000000e+00,8.551346579869366638e-01,9.334388938256680257e-01,6.793830970048733153e-01,6.918244595518404649e-01,7.451653447610642189e-01,7.272727272727272929e-01,6.540047112980569288e-01,7.007299270072993025e-01,5.107198019092469288e-01,6.299731830776423847e-01,6.551724137931035363e-01,4.594913255853124712e-01,2.778007743728243550e-01,4.728682170542635177e-01,5.810810810810811411e-01,4.438640226723634674e-01,5.133689839705882774e-01,4.674910244275450322e-01,5.853658536585365502e-01,4.487772637144745169e-01,4.468700540969354207e-01,4.872001134449317483e-01,9.448378941311518231e-01
1.000000000000000000e+00,6.754033068192921707e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999998890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.562043795620438491e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.918685120588234483e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999998890e-01,9.999999999999998890e-01
1.000000000000000000e+00,8.132123408561456324e-02,8.578191767416019076e-01,8.981710835839880058e-01,7.813227046751400895e-01,7.089709122793218521e-01,7.314869510261894359e-01,9.545454545454545858e-01,7.538280331882062368e-01,7.007299270072993025e-01,4.892796364675086052e-01,6.366310148286626891e-01,4.827586206896551935e-01,4.588175846387064216e-01,4.393059300664152733e-01,5.116279069767442067e-01,5.540540540540540571e-01,5.440682019407655501e-01,5.138888888235293440e-01,4.040164536126548689e-01,5.487804878048778701e-01,5.505617977528090012e-01,4.139236847174043721e-01,4.249278377764616477e-01,9.453689613173779094e-01
4.285714299999998644e-01,8.987081692808535083e-02,4.216461139344747089e-01,1.414553920826598366e-01,3.720389554200442817e-01,2.975010305880377848e-01,3.237987275740263349e-01,1.363636363636363535e-01,8.833922232553054199e-02,2.262773722627737238e-01,1.502080198453705218e-01,1.885525918367013110e-01,6.896551724137930939e-02,9.617652012801078398e-02,8.091374813586531267e-02,6.976744186046511531e-02,4.054054054054054279e-02,7.808039608789162089e-02,4.411764705882353227e-02,4.904106090851123589e-02,3.658536585365853439e-02,7.468605419695967251e-02,3.760271343198426375e-02,6.222495624631597250e-02,0.000000000000000000e+00
4.285714299999998644e-01,8.987081692808535083e-02,4.216461139344747089e-01,1.414553920826598366e-01,3.720389554200442817e-01,2.975010305880377848e-01,3.237987275740263349e-01,1.363636363636363535e-01,8.833922232553054199e-02,2.262773722627737238e-01,1.502080198453705218e-01,1.885525918367013110e-01,6.896551724137930939e-02,9.617652012801078398e-02,8.091374813586531267e-02,6.976744186046511531e-02,4.054054054054054279e-02,7.808039608789162089e-02,4.411764705882353227e-02,4.904106090851123589e-02,3.658536585365853439e-02,7.468605419695967251e-02,3.760271343198426375e-02,6.222495624631597250e-02,0.000000000000000000e+00
4.285714299999998644e-01,3.484594682231170054e-02,7.103356761286879761e-01,7.616828814733633823e-01,5.406978832480262565e-01,4.989441948575484842e-01,5.138288598643656613e-01,4.999999999999999445e-01,3.916372201411928433e-01,5.182481751824817851e-01,3.118974975862109922e-01,4.050970325121261428e-01,2.413793103448275690e-01,2.326090618157318768e-01,2.118877995151786098e-01,2.790697674418604057e-01,2.837837837837837718e-01,2.625712434814054252e-01,2.500000000000000000e-01,2.002703413772008167e-01,2.804878048780487521e-01,2.511566424322537738e-01,2.062987604766600980e-01,1.938674111433771607e-01,8.700866678973462331e-01
6.666666699999999057e-01,3.566010219984827589e-01,7.079251115470542866e-01,1.235873428177493571e-01,5.985771312418874945e-01,5.549892389232847778e-01,5.439941389047493470e-01,9.545454545454545858e-01,6.386925795882236745e-01,6.350364963503649651e-01,2.813341951980139477e-01,4.767760860779891585e-01,1.724137931034482873e-01,2.841502442310931409e-01,3.017761896573349367e-01,3.565891472868216727e-01,3.243243243243243423e-01,1.466963569791210342e-01,7.058823529411764053e-01,1.695008570439718865e-01,2.987804878048779811e-01,3.939193654990085780e-01,1.510333446507433341e-01,1.994984147955866927e-01,4.386508579256840346e-01
4.285714299999998644e-01,3.018282078108959487e-02,5.959433062756028798e-01,3.112018629637812173e-01,4.573200597555897584e-01,3.960436367754063269e-01,4.322785882886278075e-01,3.636363636363636465e-01,2.491166078862588062e-01,3.868613138686131103e-01,2.152588408629311778e-01,2.900158889785315330e-01,1.379310344827586188e-01,1.352534950311605477e-01,1.172994323492765750e-01,1.627906976744185885e-01,1.351351351351351426e-01,1.416502760886529377e-01,1.323529411764705899e-01,7.985924752124826109e-02,1.280487804878048530e-01,1.354923992068737537e-01,7.614692227973056393e-02,9.603463776589724055e-02,5.438041674358413680e-01
4.285714299999998644e-01,3.018282078108959487e-02,4.807453318099734751e-01,7.072769604132994603e-02,4.226658993134635445e-01,3.580784764014569577e-01,3.765556337586018487e-01,3.636363636363636465e-01,2.220259129215570726e-01,3.503649635036495957e-01,1.764579593802187429e-01,2.494391571841028665e-01,6.896551724137930939e-02,1.244736398854640463e-01,1.127128866823366438e-01,1.240310077519379828e-01,8.108108108108108558e-02,1.271397600015226337e-01,8.823529411764705066e-02,6.800609883176243764e-02,7.317073170731705489e-02,1.216126900198281485e-01,5.685415097599592904e-02,8.221738514296142442e-02,0.000000000000000000e+00
