feature,score,rank
Eccentricity Centrality,0.00716433300377226,1
Centrality Values,0.0039381598296362435,2
Second order centrality,0.0024299861187228214,3
Closeness Centrality,0.002205893247762226,4
Extended Improved Gravity Index Values,0.001959233399666322,5
PE Values,0.001889917717326211,6
Eigenvector Centrality,0.0014579488939733987,7
Volume Centrality,0.0012758086034784539,8
MCGM Values,0.001150311221584867,9
EIGSM Values,0.0011060499370573109,10
H Values,0.000967963095862908,11
Betweenness Centrality,0.0007415007904606934,12
P Value,0.0005838932351235079,13
GIN Values,0.000554205453359816,14
I-GSM Values,0.0004810557703783665,15
HCC Value,0.00046026571365264356,16
EHCC Value,0.0004538350190949237,17
Improved Gravity Index Values,0.0004225447990082813,18
GSM,0.00034225363401964065,19
PageRank Centrality,0.00027763299640716266,20
LGC Scores,0.000269102625591629,21
H-GSM_1,0.0002664473605829375,22
Semi local centrality,0.00023679937369243176,23
HVGc Index,0.0002001968418462718,24
Global Relative Change in Avg Clustering,0.0001631212620050609,25
Isolating Centrality,0.00014817594432387762,26
Gravity Model Centrality,0.00010652326531573884,27
CLC Values,0.00010000477322220351,28
GGC Values,9.938377167918589e-05,29
Local-Global Centrality,9.875863911950177e-05,30
Extended Coreness,8.610673375426977e-05,31
Leverage Centrality,6.215425992058469e-05,32
Societal Capital Scores,5.433294399357955e-05,33
Extended Degree,4.420433985611545e-05,34
Clustered Local Degree,3.3825407935437e-05,35
Gravity Index Centrality,2.944636726508322e-05,36
Subgraph centrality,2.0365661142480063e-05,37
Laplacian Centrality,1.8462633299412437e-05,38
Local Gravity Model Centrality,1.664717034616234e-05,39
DNC Scores,1.403037257804376e-05,40
Constraint Coefficients,1.072142285856567e-05,41
Density Centrality,5.033420130028233e-06,42
DIL Centrality,4.958306070393746e-06,43
Clustering Coefficient,3.1811856120314864e-07,44
MDD Value,1.6249709995047205e-07,45
Degree Centrality,5.109842947958499e-17,46
Coreness Centrality,5.1098428422228004e-17,47
Global Relative Change in Avg Degree,5.1098426670980467e-17,48
