Lambda,Kendall_Tau,P_Value
0.2396,0.617351017038983,4.5450315076969637e-194
0.2929,0.6073695589775266,2.7640298872450514e-188
0.3461,0.5906476188650545,2.0078869844147664e-178
0.3994,0.5604833173534687,5.164662601439149e-161
0.4526,0.5351909365308093,4.7517298135644567e-147
0.5059,0.51616009020146,5.836016934379518e-137
0.5591,0.5042035670358515,8.383263600430086e-131
0.6124,0.4965857331527757,5.9665960411598414e-127
0.6656,0.5097590852160199,1.1336603731889677e-133
0.7189,0.5271978710017737,7.801438826493723e-143
