Lambda,Centrality,Kendall_Tau,P_Value
0.0097,Degree_Centrality,0.7677973404301399,2.3746949358161326e-282
0.0097,Betweenness_Centrality,0.1229838598377875,9.571938334942746e-09
0.0097,PageRank_Centrality,0.480926086844148,2.353242328651261e-125
0.0097,Closeness_Centrality,0.4514830177749845,4.4877407305657785e-110
0.0097,Eigenvector_Centrality,0.4352939128214955,1.023310101583569e-102
0.0118,Degree_Centrality,0.7685666832672274,1.6822831364932926e-285
0.0118,Betweenness_Centrality,0.11968814767325374,2.0226367677954642e-08
0.0118,PageRank_Centrality,0.46389491051908965,7.8976148204148785e-118
0.0118,Closeness_Centrality,0.4666065081583813,1.6747078103945082e-118
0.0118,Eigenvector_Centrality,0.4510193996172566,3.9914544826979165e-111
0.014,Degree_Centrality,0.7799520610623131,6.077545479096677e-296
0.014,Betweenness_Centrality,0.1203981024213221,1.4918343887442545e-08
0.014,PageRank_Centrality,0.46657298445728146,5.738166941423777e-120
0.014,Closeness_Centrality,0.4671728322702056,1.4005904197123876e-119
0.014,Eigenvector_Centrality,0.45220032289364204,1.915378777349624e-112
0.0161,Degree_Centrality,0.7827153136815719,7.588832876504442e-300
0.0161,Betweenness_Centrality,0.12469528649319339,4.038774289638577e-09
0.0161,PageRank_Centrality,0.4641292808868475,1.8801674786310713e-119
0.0161,Closeness_Centrality,0.4726399138171148,4.347353703621166e-123
0.0161,Eigenvector_Centrality,0.46048753668460635,3.1044390479523278e-117
0.0183,Degree_Centrality,0.7834762841893502,3.5315359866622777e-302
0.0183,Betweenness_Centrality,0.13013878154855696,7.394126181777618e-10
0.0183,PageRank_Centrality,0.4578787790802325,5.562922623931244e-117
0.0183,Closeness_Centrality,0.4827956205617416,4.320867526351228e-129
0.0183,Eigenvector_Centrality,0.47495966682500934,2.589248383975828e-125
0.0204,Degree_Centrality,0.7862353921189208,2.5297419034825455e-305
0.0204,Betweenness_Centrality,0.1361237949210589,1.1071684593204688e-10
0.0204,PageRank_Centrality,0.4580630225725972,1.824535722772876e-117
0.0204,Closeness_Centrality,0.4840982199744629,3.2665510617161467e-130
0.0204,Eigenvector_Centrality,0.4784087669005656,1.5482704169141926e-127
0.0226,Degree_Centrality,0.7924850684474872,0.0
0.0226,Betweenness_Centrality,0.14153294367800168,1.851453073869077e-11
0.0226,PageRank_Centrality,0.4600888559744359,8.158136402487894e-119
0.0226,Closeness_Centrality,0.48562026289201377,2.2174193410420513e-131
0.0226,Eigenvector_Centrality,0.47980617646211854,1.2656065827981746e-128
0.0247,Degree_Centrality,0.7974148121499978,0.0
0.0247,Betweenness_Centrality,0.14641131103671584,3.454430778790674e-12
0.0247,PageRank_Centrality,0.46130324996328087,9.71807273086041e-120
0.0247,Closeness_Centrality,0.4907597585339274,1.770363101450433e-134
0.0247,Eigenvector_Centrality,0.48161118915543055,6.529947983718118e-130
0.0269,Degree_Centrality,0.7959174248010913,0.0
0.0269,Betweenness_Centrality,0.1436498751944743,8.080947711105412e-12
0.0269,PageRank_Centrality,0.4523960394177321,1.3941441248101445e-115
0.0269,Closeness_Centrality,0.5055941027063682,4.86969159420097e-143
0.0269,Eigenvector_Centrality,0.4988438896207676,1.1935057260387133e-139
0.029,Degree_Centrality,0.7961137744973904,0.0
0.029,Betweenness_Centrality,0.14615825853964973,3.336679372828556e-12
0.029,PageRank_Centrality,0.45350381512760246,2.407015860853988e-116
0.029,Closeness_Centrality,0.5119325042537411,7.395227431494912e-147
0.029,Eigenvector_Centrality,0.5037287071799628,1.303571655893132e-142
