Lambda,Centrality,Kendall_Tau,P_Value
0.0068,Degree_Centrality,0.8307893656050727,6.638118505676879e-253
0.0068,Betweenness_Centrality,0.6594145087034224,4.9635640118131225e-161
0.0068,PageRank_Centrality,0.7981119269991557,3.007977501243481e-236
0.0068,Closeness_Centrality,0.7840933097267795,9.867087938340222e-228
0.0068,Eigenvector_Centrality,0.8182711403682115,3.1698453124728905e-248
0.0083,Degree_Centrality,0.823353049766815,3.512043818167449e-249
0.0083,Betweenness_Centrality,0.644551721069234,2.101229155316991e-154
0.0083,PageRank_Centrality,0.7869846561860832,1.871062745250502e-230
0.0083,Closeness_Centrality,0.7786828309246514,2.651911459267989e-225
0.0083,Eigenvector_Centrality,0.8176613414204527,1.3301567532391545e-248
0.0098,Degree_Centrality,0.8193674028784629,2.8520626134183775e-247
0.0098,Betweenness_Centrality,0.635421214892757,2.09198562703306e-150
0.0098,PageRank_Centrality,0.7793418062441491,1.7766297822516388e-226
0.0098,Closeness_Centrality,0.7718936544624813,7.438524203810184e-222
0.0098,Eigenvector_Centrality,0.8211242349505959,3.5311210718231074e-251
0.0113,Degree_Centrality,0.8029946135506753,6.614688707919129e-238
0.0113,Betweenness_Centrality,0.6239169220571996,2.7678547604336623e-145
0.0113,PageRank_Centrality,0.7642306119721486,3.6327764469941537e-218
0.0113,Closeness_Centrality,0.7581725296720955,2.060785359269082e-214
0.0113,Eigenvector_Centrality,0.8094159756691297,1.8048923405783342e-244
0.0128,Degree_Centrality,0.8018572970905019,1.9067832083777782e-237
0.0128,Betweenness_Centrality,0.6252756275653638,4.902517582933533e-146
0.0128,PageRank_Centrality,0.7625110711202023,2.1953059233598037e-217
0.0128,Closeness_Centrality,0.7625148432113007,4.847491133263837e-217
0.0128,Eigenvector_Centrality,0.8066405218362471,5.04676437858283e-243
0.0143,Degree_Centrality,0.8061009457505334,4.044459209960314e-240
0.0143,Betweenness_Centrality,0.6234143502603052,2.757658574911054e-145
0.0143,PageRank_Centrality,0.7647169729173142,8.586098700409917e-219
0.0143,Closeness_Centrality,0.7696824424219662,2.908415555080327e-221
0.0143,Eigenvector_Centrality,0.8170363788838815,1.8659662454917978e-249
0.0158,Degree_Centrality,0.8149983030572119,1.7082559074538092e-245
0.0158,Betweenness_Centrality,0.6374849323380605,6.984777669556626e-152
0.0158,PageRank_Centrality,0.7746696440248985,1.48977286980192e-224
0.0158,Closeness_Centrality,0.784221237639794,1.0485037491264981e-229
0.0158,Eigenvector_Centrality,0.8302844406302962,1.2282402435363448e-257
0.0173,Degree_Centrality,0.8377495935427375,2.4360681054966214e-259
0.0173,Betweenness_Centrality,0.6404259794359128,2.615072211327953e-153
0.0173,PageRank_Centrality,0.7918859030209986,1.2995295553593195e-234
0.0173,Closeness_Centrality,0.7909437414444752,1.0954873375585476e-233
0.0173,Eigenvector_Centrality,0.847844976034342,1.2472611862973524e-268
0.0188,Degree_Centrality,0.8419140466498432,6.250138083695262e-262
0.0188,Betweenness_Centrality,0.6424990650900136,2.6329118922625395e-154
0.0188,PageRank_Centrality,0.7941789962727018,5.504244727724972e-236
0.0188,Closeness_Centrality,0.802933391575661,8.727241192584414e-241
0.0188,Eigenvector_Centrality,0.8611913336747157,4.0876714117015036e-277
0.0203,Degree_Centrality,0.8593089916367233,8.105441623992169e-273
0.0203,Betweenness_Centrality,0.6450338525509342,1.5596200634460323e-155
0.0203,PageRank_Centrality,0.8087601773997815,1.0898644890296224e-244
0.0203,Closeness_Centrality,0.8071345669119778,2.511401595730313e-243
0.0203,Eigenvector_Centrality,0.8778645373653591,6.5782760604263e-288
