Clustering Coefficient,Volume Centrality,Eccentricity Centrality,H-GSM_1,Leverage Centrality,Constraint Coefficients,Betweenness Centrality,Isolating Centrality,Second order centrality,Global Relative Change in Avg Clustering,Closeness Centrality,P Value,GSM,PageRank Centrality,K-Shell Value,GGC Values,GIN Values,Node H-Index,HCC Value,DIL Centrality,H Values,LGC Scores,Improved Gravity Index Values,Density Centrality,Subgraph centrality,Average Spreading Ability
1.0,0.16340343243896543,0.19999999880000008,2.038948058071072e-07,0.3674740431457407,0.37263334386155667,0.0,0.0,0.5924447661896697,0.03133214370791484,0.28229866958524263,0.09302325581395349,0.19048904541293737,0.04315781133395296,0.07999999999999999,0.0003231547314713997,0.13192324076610076,0.0588235294117647,0.05140354525948425,0.0005597760710541859,2.945252811321019e-05,0.0001654546384316249,0.0064043742982986445,0.001058923658510494,1.4198464771066544e-05,0.003988035892323036
1.0,0.16340343243896543,0.19999999880000008,2.038948058071072e-07,0.3674740431457407,0.37263334386155667,0.0,0.0,0.5924447661896697,0.03133214370791484,0.28229866958524263,0.09302325581395349,0.19048904541293737,0.04315781133395296,0.07999999999999999,0.0003231547314713997,0.13192324076610076,0.0588235294117647,0.05140354525948425,0.0005597760710541859,2.945252811321019e-05,0.0001654546384316249,0.0064043742982986445,0.001058923658510494,1.4198464771066544e-05,0.022931206380857425
0.6,0.5443558133913463,0.19999999880000008,3.3412890671545304e-07,0.4251333933478225,0.6403839070485307,0.003646771932063172,0.0,0.6986118709710267,0.0022636817483297983,0.39259723893873977,0.17674418604651165,0.27583278619848495,0.06975223797210761,0.07999999999999999,0.003390805023143994,0.200857466841783,0.0588235294117647,0.1024207759881836,0.002636036407836781,0.0003671787231087902,0.0015250659997354168,0.020694792296398656,0.004532589117455125,0.0002814210409514739,0.01794616151545364
0.120689655,0.9485134155184917,0.5,0.00010900959932331657,0.8357585169682034,0.9607206608738241,0.8164423738994969,0.020480225988700564,0.8709235518141027,0.9999999999999999,0.6271734728602342,0.6837209302325581,0.4604591902194046,0.48030681601009667,0.32,0.10644706532086093,0.3562753180242195,0.2647058823529412,0.43866066977803225,0.23399710344599742,0.017706137898545644,0.03390241305258636,0.1437786078245099,0.09291807691641456,0.018178421041160568,0.15852442671984046
0.25,0.5441140923374426,0.19999999880000008,3.463109195500826e-07,0.6759834078574433,0.815978095895165,0.07489117325402304,0.005649717514124294,0.7257492493307095,0.038977444646690944,0.3964084702291507,0.17674418604651165,0.2773664470875066,0.1369287588217014,0.07999999999999999,0.011022311750336394,0.20468807474973075,0.08823529411764705,0.10355606910339224,0.011180325479563007,0.0004233470953290114,0.001872706161677341,0.020808144053890667,0.008085426440169395,0.00029874237059156547,0.06281156530408773
0.320175439,1.0,0.5,0.004102513851563512,0.7671465736915137,0.9838353717297048,0.44558696785645074,0.04025423728813559,0.9663604468342393,0.14397377556417668,0.8019315627341604,0.9302325581395349,0.7082973830621836,0.4471692822589767,0.9199999999999999,0.2511366319488899,0.5956254578645255,0.7941176470588235,0.7771396134883636,0.4355985745605749,0.2586966782010844,0.21556204088861122,0.6868468779687366,0.2701343941858312,0.28254847644591136,0.4506480558325025
1.0,0.16364515349286923,0.19999999880000008,1.9984510342523945e-07,0.3201585900711135,0.17516774803597224,0.0,0.0,0.483668067916311,0.14083526442472288,0.2815744143919854,0.06976744186046512,0.18825382163880022,0.03209367322122047,0.04,0.00020825708794801388,0.1304304191271032,0.029411764705882353,0.038801004501633464,0.00027988803552709293,1.9207187634793043e-05,0.00012987134768320836,0.0041562311080404184,0.0006234784157399115,1.1230043718400285e-05,0.005982053838484547
1.0,0.16364515349286923,0.19999999880000008,1.9984510342523945e-07,0.3201585900711135,0.17516774803597224,0.0,0.0,0.483668067916311,0.14083526442472288,0.2815744143919854,0.06976744186046512,0.18825382163880022,0.03209367322122047,0.04,0.00020825708794801388,0.1304304191271032,0.029411764705882353,0.038801004501633464,0.00027988803552709293,1.9207187634793043e-05,0.00012987134768320836,0.0041562311080404184,0.0006234784157399115,1.1230043718400285e-05,0.006979062811565309
1.0,0.16992990089436788,0.19999999880000008,2.0401666822781518e-07,0.290462795081009,0.4503502620511175,0.0,0.0,0.5598716426678734,0.0387585669163233,0.29035600861023025,0.08837209302325581,0.1927444296822613,0.053732435785742654,0.07999999999999999,0.0003496727646528294,0.13382074876727793,0.0588235294117647,0.05035891815768532,0.0005597760710541859,2.6865213486000624e-05,0.00020182641977893788,0.006841588220053546,0.001385507590837257,1.1813783330595469e-05,0.008973080757726834
1.0,0.16992990089436788,0.19999999880000008,2.0401666822781518e-07,0.290462795081009,0.4503502620511175,0.0,0.0,0.5598716426678734,0.0387585669163233,0.29035600861023025,0.08837209302325581,0.1927444296822613,0.053732435785742654,0.07999999999999999,0.0003496727646528294,0.13382074876727793,0.0588235294117647,0.05035891815768532,0.0005597760710541859,2.6865213486000624e-05,0.00020182641977893788,0.006841588220053546,0.001385507590837257,1.1813783330595469e-05,0.003988035892323036
0.120879121,0.16727096930142615,0.19999999880000008,2.369651687787826e-07,0.9375618027716695,0.8692011289687724,0.313479024858973,0.03954802259887005,0.567345381021381,0.01797246638697655,0.298584711587194,0.08837209302325581,0.19951058243659064,0.3582044271869605,0.07999999999999999,0.00945239956549514,0.1452645874475196,0.0588235294117647,0.054190532170756624,0.016329077583600672,7.211930542064703e-05,0.0006524470414544657,0.007141160721996719,0.011291886863868015,1.197015452173303e-05,0.034895314057826546
0.0,0.1641285956006768,0.19999999880000008,1.998486003407092e-07,0.3201585900711135,0.515316399440742,0.004612371221223866,0.0,0.4852793812115207,0.06526200422527516,0.28229866958524263,0.06511627906976744,0.18843370971761214,0.03319220258030521,0.04,0.001651169064147526,0.13050048574855846,0.029411764705882353,0.03647917239446697,0.0006900687771416681,1.8810603353662802e-05,0.0001297415864036223,0.004167026513515848,0.0006432713813090821,1.077120715329797e-05,0.01894317048853439
1.0,0.16364515349286923,0.19999999880000008,1.9984510342523945e-07,0.3201585900711135,0.17516774803597224,0.0,0.0,0.483668067916311,0.14083526442472288,0.2815744143919854,0.06976744186046512,0.18825382163880022,0.03209367322122047,0.04,0.00020825708794801388,0.1304304191271032,0.029411764705882353,0.038801004501633464,0.00027988803552709293,1.9207187634793043e-05,0.00012987134768320836,0.0041562311080404184,0.0006234784157399115,1.1230043718400285e-05,0.006979062811565309
1.0,0.16364515349286923,0.19999999880000008,1.9984510342523945e-07,0.3201585900711135,0.17516774803597224,0.0,0.0,0.483668067916311,0.14083526442472288,0.2815744143919854,0.06976744186046512,0.18825382163880022,0.03209367322122047,0.04,0.00020825708794801388,0.1304304191271032,0.029411764705882353,0.038801004501633464,0.00027988803552709293,1.9207187634793043e-05,0.00012987134768320836,0.0041562311080404184,0.0006234784157399115,1.1230043718400285e-05,0.001994017946161511
0.0,0.163886874546773,0.19999999880000008,1.971105373529135e-07,0.030478526089949498,0.0,0.0,0.0,0.36626869665267237,0.06526200422527516,0.2808517758397845,0.06511627906976744,0.18656579610934837,0.009398027016424827,0.0,0.0008056436161276751,0.12936280341010384,0.0,0.036053437727021576,0.0,1.5333095649941825e-05,0.00011436166890576753,0.0020322350807496334,0.00024741206967684103,1.0691955075734717e-05,0.007976071784646072
1.0,0.16364515349286923,0.19999999880000008,1.9985071018456974e-07,0.2619723136779568,0.29683967510912934,0.0,0.0,0.5028118874083165,0.003616029636347121,0.2815744143919854,0.07441860465116279,0.18825382163880022,0.03008317320613272,0.04,0.00020902326906531817,0.13053551916375497,0.029411764705882353,0.04126474799744319,0.00027988803552709293,1.9218782844574306e-05,0.00013373808115454383,0.004172424216253563,0.0006234784157399115,1.1243617125602658e-05,0.003988035892323036
1.0,0.16364515349286923,0.19999999880000008,1.9984510342523945e-07,0.3201585900711135,0.17516774803597224,0.0,0.0,0.483668067916311,0.14083526442472288,0.2815744143919854,0.06976744186046512,0.18825382163880022,0.03209367322122047,0.04,0.00020825708794801388,0.1304304191271032,0.029411764705882353,0.038801004501633464,0.00027988803552709293,1.9207187634793043e-05,0.00012987134768320836,0.0041562311080404184,0.0006234784157399115,1.1230043718400285e-05,0.001994017946161511
1.0,0.16364515349286923,0.19999999880000008,1.9984510342523945e-07,0.3201585900711135,0.17516774803597224,0.0,0.0,0.483668067916311,0.14083526442472288,0.2815744143919854,0.06976744186046512,0.18825382163880022,0.03209367322122047,0.04,0.00020825708794801388,0.1304304191271032,0.029411764705882353,0.038801004501633464,0.00027988803552709293,1.9207187634793043e-05,0.00012987134768320836,0.0041562311080404184,0.0006234784157399115,1.1230043718400285e-05,0.006979062811565309
0.666666667,0.16340343243896543,0.19999999880000008,2.0200340812856508e-07,0.4547534577354759,0.40063900202325486,4.3925790473403365e-05,0.0,0.5646888120033136,0.07249791840399224,0.28229866958524263,0.07906976744186046,0.1887934858752358,0.05167093741160211,0.04,0.000638934237515468,0.13160698957186304,0.029411764705882353,0.04401231477205507,0.0006530720828032541,2.326506726964098e-05,0.00015316563461350994,0.004199412729942137,0.001058923658510494,1.179591629458418e-05,0.006979062811565309
0.666666667,0.16340343243896543,0.19999999880000008,2.020090487166923e-07,0.4159626071946132,0.4674392762156905,4.3925790473403365e-05,0.0,0.5729791777006656,0.06471748277618404,0.28229866958524263,0.08372093023255814,0.1887934858752358,0.05076831939584061,0.04,0.0006411727128998508,0.131712406566963,0.0588235294117647,0.0464760582678648,0.0007463680948322104,2.327812451629239e-05,0.0001570305361608983,0.004215605838155281,0.001058923658510494,1.1809129590983227e-05,0.01894317048853439
1.0,0.16364515349286923,0.19999999880000008,1.9985071018456974e-07,0.2619723136779568,0.29683967510912934,0.0,0.0,0.5028118874083165,0.003616029636347121,0.2815744143919854,0.07441860465116279,0.18825382163880022,0.03008317320613272,0.04,0.00020902326906531817,0.13053551916375497,0.029411764705882353,0.04126474799744319,0.00027988803552709293,1.9218782844574306e-05,0.00013373808115454383,0.004172424216253563,0.0006234784157399115,1.1243617125602658e-05,0.023928215353938187
0.666666667,0.16340343243896543,0.19999999880000008,2.0200340812856508e-07,0.4547534577354759,0.40063900202325486,4.3925790473403365e-05,0.0,0.5646888120033136,0.07249791840399224,0.28229866958524263,0.07906976744186046,0.1887934858752358,0.05167093741160211,0.04,0.000638934237515468,0.13160698957186304,0.029411764705882353,0.04401231477205507,0.0006530720828032541,2.326506726964098e-05,0.00015316563461350994,0.004199412729942137,0.001058923658510494,1.179591629458418e-05,0.010967098703888345
0.332926829,0.9816291999033115,0.19999999880000008,0.0005105917571004853,0.7353625483019554,0.9637696808235039,0.20934825312411984,0.0,0.9441623948756028,0.16123546969314415,0.6917275668824613,0.8418604651162791,0.58481702893988,0.31755259404300346,0.64,0.13858312550005825,0.4694221752033009,0.5588235294117647,0.6258815274900039,0.20711940076018615,0.1002431115465023,0.10043622391302612,0.38129372139217554,0.15898699596863994,0.10557728530810966,0.32602193419740777
0.310689311,0.9922649262750786,0.5,0.030017736378640213,0.8337708016156304,0.9889188195990647,0.31278669679351806,0.1652542372881356,0.9801286143437828,0.029847451145721734,0.8354736313718897,1.0,0.8400800266348343,0.5380561931330797,1.0,0.38804770177085096,0.7305909492249165,0.9705882352941176,0.9083250879681223,0.522528119546951,0.5549862492738812,0.4009730014445369,0.8803599188185508,0.41445480276114965,0.6038781163388621,0.6979062811565305
0.400828157,0.9879139473048102,0.19999999880000008,0.016095913049795917,0.7765303349991657,0.9807218475650413,0.1541003141198085,0.0,0.9762503039275869,0.13364865470701598,0.7958311677079181,1.0,0.842758250727031,0.4247079461619676,1.0,0.29091425458234116,0.7084091581777806,0.9999999999999999,0.9071897948529136,0.34087496533772105,0.5762220680464758,0.3638818916497056,0.8790968563779256,0.35046414505076473,0.6315789473641166,0.6849451645064807
0.147325618,0.9801788735798888,0.5,1.0,1.0,1.0000000000000002,1.0,0.1963276836158192,1.0,0.8376360225420422,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
0.295733489,0.9886391104665216,0.19999999880000008,0.0032073734478006164,0.8009163942865243,0.9801293450140268,0.23403223346514432,0.0,0.9673336343480075,0.12117128231319066,0.7565985225517385,0.9209302325581395,0.6961022290806198,0.4090171804471938,0.84,0.24870872469313932,0.5767320678858342,0.7058823529411764,0.7485128844720687,0.4317783788452331,0.2425282519767222,0.20178749719615455,0.5963543915709474,0.2708568375313111,0.25368393350928603,0.39581256231306083
0.297190518,0.9956490210297316,0.5,0.013733205889376784,0.8176167214231529,0.9897961540141749,0.45235708432028343,0.192090395480226,0.972064932200476,0.696953782977949,0.8184867754719986,1.0,0.7624405232368445,0.5530797803153038,1.0,0.331047859885978,0.6580671724836008,0.9411764705882353,0.8552501388442441,0.49007839023211397,0.36668021673644324,0.2967645834723417,0.8047165126522152,0.3424677869901812,0.4072022160595561,0.7337986041874378
0.419053185,0.9963741841914431,0.5,0.006798976732134137,0.7271768499894546,0.9807369937446537,0.16864840630751307,0.041666666666666664,0.9694471510091004,0.21169024743917636,0.797858435592616,1.0,0.7731727581934045,0.39378063541131936,1.0,0.227933104481129,0.6426315135575968,0.9411764705882353,0.8612104271975737,0.32672476220706204,0.3965219664314493,0.270225767566688,0.8156630538043009,0.2807830097812326,0.44321329639238677,0.6201395812562314
0.355072464,0.9804205946337926,0.9999999999999998,0.00016246002784784034,0.6050773979011081,0.9453345190268982,0.3270511435899526,0.01694915254237288,0.9008922428013749,0.08166068925506709,0.6798945626703031,0.8,0.509595861243794,0.23663506827162675,0.48000000000000004,0.07033350588874422,0.3953365784998487,0.38235294117647056,0.5489299467295095,0.10771544203595879,0.04272162235384315,0.05227320713791916,0.25160041886173246,0.0821111177049478,0.05185650968421333,0.28215353938185445
0.0,0.0244138264442833,0.0,1.0530669517571393e-08,0.39899160971932157,0.515316399440742,0.00022562974341529596,0.0,0.4637846140120444,0.07291816705394982,0.16505581857407414,0.013953488372093023,0.1099845124539982,0.03467027266828532,0.04,0.0003004715772967934,0.07817466652893282,0.029411764705882353,0.007958877045033496,0.0006647340843768457,1.2961684174028312e-06,5.810023128383318e-06,0.0007070990586406426,0.00022761910410767027,2.4876262791187587e-07,0.006979062811565309
0.0,0.024172105390379506,0.0,9.495604845520637e-09,0.12099051126715854,0.0,0.0,0.0,0.313876567365703,0.07291816705394982,0.16401793501587958,0.004651162790697674,0.1083525361072804,0.011506782693521567,0.0,0.00013029487270230887,0.07719435479131961,0.0,0.002889478664770812,0.0,6.518194293730328e-07,3.915203125769086e-06,0.0003022713533120304,3.958593113834153e-05,1.7569878508553752e-07,0.0009970089730807624
0.666666667,0.5320280396422529,0.19999999880000008,3.289816289282734e-07,0.41945446513949913,0.5781550953312202,0.011542790416803905,0.0,0.6366717789229948,0.060782347852875916,0.36591942822639123,0.15813953488372096,0.26857044887164605,0.0555421893189672,0.07999999999999999,0.0022177262733070616,0.19451942655794466,0.0588235294117647,0.08901801076915986,0.001517799609627338,0.00022800903847514678,0.0010622678162818889,0.0196017574920114,0.0028204975955352343,0.00018694486366505156,0.040877367896311065
0.333333333,0.024172105390379506,0.0,1.1562210920428374e-08,0.49647251459807845,0.5922560009751601,0.0010899548822123927,0.0,0.5345804799457627,0.06801747401212975,0.1655755686736996,0.018604651162790697,0.11079400891593616,0.05038489643892046,0.04,0.00023819445077487126,0.07929901989754692,0.029411764705882353,0.01099026709844754,0.0013310231024087921,3.162045512200121e-06,9.185571991403346e-06,0.0007664737887555057,0.0004651346910621324,5.76457368802131e-07,0.005982053838484547
