Starting Node,Average Spreading Ability,Node,Rank
1,14.41,1,1.0
2,12.62,2,13.0
3,11.54,3,16.0
4,12.82,4,11.0
5,13.53,5,8.0
6,10.67,6,28.0
7,10.84,7,24.0
8,9.86,8,38.0
9,10.02,9,36.0
10,7.93,10,58.0
11,11.67,11,14.0
12,10.2,12,33.0
13,10.68,13,27.0
14,9.8,14,39.0
15,10.65,15,29.0
16,13.93,16,6.0
17,8.67,17,51.0
18,10.75,18,26.0
19,6.38,19,69.0
20,11.51,20,18.0
21,10.19,21,34.0
22,9.58,22,42.0
23,10.38,23,31.0
24,8.45,24,53.0
25,7.98,25,55.0
26,9.07,26,45.0
27,6.25,27,71.0
28,8.91,28,48.0
29,14.36,29,2.0
30,7.2,30,64.0
31,10.54,31,30.0
32,5.8,32,73.0
33,7.11,33,65.0
34,14.11,34,4.0
35,11.39,35,19.0
36,13.1,36,10.0
37,11.61,37,15.0
38,11.29,38,21.0
39,11.07,39,23.0
40,11.15,40,22.0
41,10.34,41,32.0
42,10.1,42,35.0
43,11.31,43,20.0
44,5.99,44,72.0
45,8.81,45,49.0
46,5.59,46,75.0
47,6.66,47,67.0
48,7.95,48,56.0
49,6.32,49,70.0
50,4.84,50,78.0
51,4.72,51,80.0
52,9.68,52,41.0
53,10.82,53,25.0
54,7.94,54,57.0
55,11.52,55,17.0
56,10.0,56,37.0
57,9.75,57,40.0
58,8.93,58,46.0
59,9.41,59,44.0
60,5.45,60,76.0
61,8.68,61,50.0
62,7.22,62,63.0
63,7.42,63,62.0
64,12.75,64,12.0
65,8.66,65,52.0
66,7.79,66,59.0
67,7.49,67,61.0
68,6.38,68,69.0
69,8.92,69,47.0
70,7.73,70,60.0
71,4.11,71,82.0
72,4.75,72,79.0
73,5.65,73,74.0
74,5.23,74,77.0
75,6.49,75,68.0
76,8.21,76,54.0
77,4.18,77,81.0
78,6.73,78,66.0
79,13.98,79,5.0
80,13.37,80,9.0
81,13.56,81,7.0
82,14.21,82,3.0
83,9.54,83,43.0
