Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.20866141732283464,0.32691180853970697,0.008962405865199126,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.2550306211723534,0.4347846089954527,0.0004868054752587159,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.30139982502187224,0.5870493456027079,2.5355906526225674e-06,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.34776902887139105,0.6247580176717714,5.761300190058528e-07,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.39413823272090986,0.639681355898123,2.9424475296549733e-07,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.4405074365704287,0.6814995964254305,4.56217826022058e-08,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.4868766404199475,0.5307772631673958,1.9946567800903675e-05,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.5332458442694663,0.5454556585169168,1.1890050897451103e-05,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.5796150481189851,0.4596774193548388,0.00014114895780388545,0.41732283464566927,0.20866141732283464,0.6259842519685039
0.6259842519685039,0.4919354838709678,4.083690411485741e-05,0.41732283464566927,0.20866141732283464,0.6259842519685039
