Lambda,Centrality,Kendall_Tau,P_Value
0.0861,Degree_Centrality,0.8137482531953093,3.251367578407045e-19
0.0861,Betweenness_Centrality,0.5579776935484763,2.279395884735362e-10
0.0861,PageRank_Centrality,0.7429047447428511,1.804211552101878e-17
0.0861,Closeness_Centrality,0.5456525026682305,5.219564536702273e-10
0.0861,Eigenvector_Centrality,0.5497495111097098,3.08875702965082e-10
0.1053,Degree_Centrality,0.8038779597030099,8.317433133746159e-19
0.1053,Betweenness_Centrality,0.5603571466156652,1.8718333461693805e-10
0.1053,PageRank_Centrality,0.7170524154489522,2.1407313799072362e-16
0.1053,Closeness_Centrality,0.5544340808079266,2.6921755901297383e-10
0.1053,Eigenvector_Centrality,0.5823399054459685,2.5445356652097097e-11
0.1244,Degree_Centrality,0.7998281873512142,1.1035314709522912e-18
0.1244,Betweenness_Centrality,0.5653439067728718,1.2132655562253418e-10
0.1244,PageRank_Centrality,0.6989674589699367,1.0702065840058159e-15
0.1244,Closeness_Centrality,0.6046987165631671,5.265223650637148e-12
0.1244,Eigenvector_Centrality,0.5951813817289462,8.616821365267657e-12
0.1436,Degree_Centrality,0.7991430114306238,1.2263730839395438e-18
0.1436,Betweenness_Centrality,0.5485352729093492,4.285566639606695e-10
0.1436,PageRank_Centrality,0.6929803512766685,1.9259612021447483e-15
0.1436,Closeness_Centrality,0.6060853698166269,4.821713042219982e-12
0.1436,Eigenvector_Centrality,0.6336425841948742,3.713070844938009e-13
0.1627,Degree_Centrality,0.77724536022547,9.554038561494263e-18
0.1627,Betweenness_Centrality,0.5532951920374837,2.908664472299555e-10
0.1627,PageRank_Centrality,0.6700185468775459,1.4689028845444648e-14
0.1627,Closeness_Centrality,0.6650828001290675,3.178829888168385e-14
0.1627,Eigenvector_Centrality,0.6477904434266321,1.044988147073402e-13
0.1818,Degree_Centrality,0.7510514163970168,1.171587326366094e-16
0.1818,Betweenness_Centrality,0.5247331913525143,2.297760762917689e-09
0.1818,PageRank_Centrality,0.6428382539314418,1.6482054025731275e-13
0.1818,Closeness_Centrality,0.6494517493308376,1.2747980582213486e-13
0.1818,Eigenvector_Centrality,0.6788456684844385,6.8244975751054415e-15
0.201,Degree_Centrality,0.7144688381813687,3.2124251724848883e-15
0.201,Betweenness_Centrality,0.5017560760488909,1.1062478874287798e-08
0.201,PageRank_Centrality,0.6078898809829449,3.0873676655572255e-12
0.201,Closeness_Centrality,0.6803526529085149,8.407965597937336e-15
0.201,Eigenvector_Centrality,0.7127349998284355,2.922855784668376e-16
0.2201,Degree_Centrality,0.7286872038162218,8.894814267364556e-16
0.2201,Betweenness_Centrality,0.5277995415474499,1.836761820657177e-09
0.2201,PageRank_Centrality,0.6124933827421917,2.0916844407647267e-12
0.2201,Closeness_Centrality,0.6966841742970319,1.8720491693170597e-15
0.2201,Eigenvector_Centrality,0.7194282689253574,1.5153892819767215e-16
0.2393,Degree_Centrality,0.706701933003123,6.0707304540357965e-15
0.2393,Betweenness_Centrality,0.5131043142422186,5.001433264223683e-09
0.2393,PageRank_Centrality,0.6058201906189963,3.5236139578244682e-12
0.2393,Closeness_Centrality,0.6750215990454481,1.2966595299553123e-14
0.2393,Eigenvector_Centrality,0.7031747016005643,6.873081939540343e-16
0.2584,Degree_Centrality,0.69913303250502,1.1910525687328503e-14
0.2584,Betweenness_Centrality,0.49668390791009637,1.526036428783445e-08
0.2584,PageRank_Centrality,0.5885155008908618,1.4307914682499904e-11
0.2584,Closeness_Centrality,0.6746676603390941,1.3583524508735876e-14
0.2584,Eigenvector_Centrality,0.728235008296606,6.357513650879008e-17
