feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15615579273702695,0.1484511037352272,0.05469009149839616,-0.010290908847549183,0.0006546606555649778
Betweenness Centrality,0.08311956294588425,0.34407198799164546,0.10309452135596087,0.019255818626299957,-0.04126322755876411
Leverage Centrality,0.08259621475738656,0.1968042669986585,0.13685800588553326,-0.22404369056037926,0.24554041108359695
Isolating Centrality,-0.023108560585686035,0.009657157377234327,0.08233606840440309,-0.21401882713138987,0.8720142350562572
GSM,0.14751675438383252,-0.031234042300250568,-0.19140168733092644,-0.0619773299298636,-0.014570000666921823
H-GSM_1,0.13171770951303485,-0.06485058491069563,0.13424629176845734,0.026081264252663806,-0.07100129480637629
Local-Global Centrality,0.15449273553443388,0.16395443008096083,0.07006783499540284,0.0024973838087351437,-0.020777583926194915
PageRank Centrality,0.13388522103158204,0.27739508203086993,0.06289565055658498,-0.0066664482559924305,0.0378053525659496
Coreness Centrality,0.157834358577199,-0.12053940499016744,0.07812368716179297,-0.008031187655673342,0.004528729312770093
Extended Coreness,0.1518536089235759,-0.18940075650540567,0.036561880447007596,0.010000466867151184,0.028532508977511563
Global Relative Change in Avg Degree,0.15178897506231176,0.14465841122509188,0.11877553990868026,0.010098691150337515,-0.010641365619472069
Global Relative Change in Avg Clustering,0.016623197829563875,0.15683326955726262,-0.023865205506515826,0.5580119955175404,0.3331453605453081
Clustering Coefficient,0.0053481571039142636,-0.0007349901669643264,-0.2218949988533774,0.6445494595519173,0.06205685208765425
DIL Centrality,0.13753446385341073,0.16241026381309323,0.1759316138638582,0.010160897861855015,-0.1057654922194658
I-GSM Values,0.15985728592689957,-0.05335068182623446,-0.09596212575764897,0.012182881802777474,0.030082313059602017
Clustered Local Degree,0.15758435133948287,-0.08544771434356932,-0.0684208994705187,0.053856396716623,0.04808216166151639
Gravity Index Centrality,0.15126741401296026,-0.1891097654920859,0.06455813214987746,0.008880359335664103,0.012052166399582454
Gravity Model Centrality,0.15884680001032334,0.11007193207929142,0.08611117348026305,0.012659776333646268,-0.0290962003673846
Local Gravity Model Centrality,0.15852526073672416,0.04940904644549205,0.12387629805766324,0.039010616602666415,-0.03804336075542209
Laplacian Centrality,0.155498755725302,0.13009603515561596,0.07423856049598992,0.05101334029146783,-0.033775630328672916
Closeness Centrality,0.11617693806379983,0.10737757035034215,-0.32365629809056395,-0.017280972126029134,-0.01865773044584743
Semi local centrality,0.16023035824928175,-0.07686030017806687,-0.04258342508581457,0.025160199714097387,0.03476145335555731
Eccentricity Centrality,0.08359378549307075,0.07968006014400032,-0.21092169340010058,-0.2803527209907358,-0.08565053267061304
Density Centrality,0.133808504909175,0.25656632164016996,0.12153392878919282,0.0464007748153457,-0.07096121619711988
MDD Value,0.16013737217977103,0.10497832358643597,0.022516139424407514,-0.0028222874297921083,0.010811666488642608
EHCC Value,0.16283915411348027,0.03360305738723602,0.05209637682685295,-0.0034168407926943195,-0.008757270328520871
HCC Value,0.14289538822024345,-0.012217126063141764,-0.23064186193893166,0.04634199251944024,0.05943352613602965
P Value,0.1200240390091585,0.02770529913365012,-0.31906101018057137,0.05537529862168006,0.06422889211840163
Extended Degree,0.15973195493787234,-0.07279298777346992,-0.05270689569629225,0.024637574162385066,0.04267667278223754
Eigenvector Centrality,0.1451374674618635,-0.21535143148353786,0.07808613577217142,0.005352559116529894,0.015005523261204828
CLC Values,0.16112843113585223,-0.07083184359488637,-0.03130578792128663,0.0015529452782068558,0.03031977990861311
Centrality Values,0.15880478687471758,0.11999852098826568,0.02473618292189575,0.0172589441198242,-0.009483836902399768
Constraint Coefficients,0.11060476424009863,0.06909352967347122,-0.29944796359671566,-0.23632852183928083,0.04341302218273655
HVGc Index,0.1506661502576808,-0.17051140357339262,0.10366137672816354,0.011106011369785491,0.0068305883130617695
PE Values,0.160315123813419,0.105499307066882,0.024534757083708402,0.0029269467245478433,-0.010816426922763312
H Values,0.14197364310460464,-0.2069542542229477,0.11927087088360736,0.013116723081812567,-0.00044268810509642126
Volume Centrality,0.12655384459599406,0.04115343371910876,-0.28421069092491474,-0.051040659521559555,-0.012176859649391254
GIN Values,0.14266814734723915,0.025995766251143995,-0.246208100823234,-0.040138531926493824,-0.014259939869766366
LGC Scores,0.1558047380392614,0.06852970817642137,0.12173213773542686,0.050062918197875554,-0.057704140965283306
DNC Scores,0.15415510267080126,0.16585976658293936,0.06128132066193572,0.01008611949182008,0.003216145867418616
EIGSM Values,0.16310108202665904,-0.046429987695717656,0.05548916272164844,-0.007485405248045227,5.2478029273987214e-05
Societal Capital Scores,0.15949189409097397,-0.07529323666616645,-0.0538898450712951,0.025009042519276707,0.04310052255639979
Improved Gravity Index Values,0.15308641852707766,-0.17953610930293756,0.02520995252701091,0.015711600341565515,0.022102225836719468
Extended Improved Gravity Index Values,0.15281018014980652,-0.16503824307788717,0.07914214445490943,-0.007002815018860274,0.007344516779724629
Node H-Index,0.15679437942704338,-0.140808503607597,-0.025238244173974834,-0.008438925931029777,0.02307356190040029
MCGM Values,0.14978703800762067,-0.18073099992980193,0.09801262183629716,0.014344940823220987,0.0006685198303350917
GGC Values,0.15720907497532202,0.10420490281622535,0.10690668005496116,0.004351859102529125,-0.04867744298582576
Subgraph centrality,0.14160747318704264,-0.2226116619837244,0.1093598221673985,0.018010546663186786,0.008476719295644879
Second order centrality,0.11973887629435186,0.0669415031855965,-0.3035387495489543,-0.10895585578303355,-0.005190922537340995
K-Shell Value,0.15310832307734693,-0.17666317835488732,-0.018522626812194614,0.006912754508026541,0.027189456316328235
